"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","transgenic_line"
"728",1,1000,0.0378731306,0.041435,148.437544704,0.1499426812,17.3012148086,-78.6672973633,1,77.06,-43.5937538147,74.61,37.1875,209.999984741,74.095,-34.375,100.215,-48.7500038147,3.0116649463,80.7812538147,"Rbp4-Cre_KL100"
"731",0.120438047,116.5925,0.1838624339,0.027465,131.790757179,0.1609167904,13.7837214968,-77.4934310913,8.57688101722,58.705,-48.9375038147,56.915,34.1875038147,190,56.45,-32.28125,77.405,-50.8125,2.2049847698,83.1250076294,"Ntsr1-Cre_GN220"
"732",0.0392018113,94.5194444444,0.2026180055,0.06665,178.571432829,0.1305298954,20.9199814758,-70.2577819824,10.5798336615,298.48,-38.4062538147,297.175,37.65625,70,296.745,-30.8750019073,357.61,-53.6250038147,2.5208940115,76.0625038147,"Scnn1a-Tg3-Cre"
"734",1,87.54,0.1175862008,0.05352,138.750001788,0.0841244981,19.6778754594,-76.1048126221,11.423349326,92.28,-48.34375,88.4,35.71875,230,87.98,-34.21875,105.54,-53.84375,3.6282732238,84.0625,"Scnn1a-Tg2-Cre"
"738",1,1000,0.1360017688,0.03266,104.374997318,0.1128655896,14.3525271962,-80.711227417,1,64.8,-47.7187538147,62.16,34.71875,290,61.64,-37.1250038147,78.88,-51.6250038147,3.1222454487,82.4375038147,"Ntsr1-Cre_GN220"
"739",0.0338428288,60.2566666667,0.1761194069,0.043775,251.093864441,0.0188205522,25.0744308124,-77.4727020264,16.595674061,119.075,-46.8437538147,117.13,42.7812538147,70,116.775,-34.9375,131.81,-52.0625038147,4.0443187921,89.6250076294,"Rorb-IRES2-Cre"
"745",1,67.14,0.1252840909,0.03384,258.281350136,0.0883925259,30.7516701037,-67.6213760376,14.8942508192,81.52,-44.2187538147,79.64,39.0625,70,79.18,-34.3437538147,109.92,-50.96875,2.9763393101,83.2812538147,"Rbp4-Cre_KL100"
"748",0.2304282786,45.1225,0.0759450051,0.045735,118.906252086,0.0068135336,14.5863624486,-81.7420120239,22.1618926256,128.605,-46.96875,125.91,38.6562538147,209.999984741,125.445,-34.9062538147,997.215,-52.6562538147,3.26062288,85.6250038147,"Nr5a1-Cre"
"750",0.0160230598,45.709,0.2720472385,0.03448,218.437537551,0.0321931913,23.3630925517,-75.7922058105,21.8775295894,261.16,-49.5000038147,258.5,38.0000038147,59.9999961853,258.02,-35.8125,289.22,-56.46875,3.4050395621,87.5000076294,"Nr5a1-Cre"
"751",0.0833337735,131.882857143,0.0857142931,0.0533,148.437514901,0.1106079072,45.4654375999,-72.2378997803,7.58248662232,129.58,-42.4375,123.9,45,130,123.28,-36.625,161.375,-48.2812538147,4.7093360603,87.4375,"Rbp4-Cre_KL100"
"752",0.0339354609,105.8175,0.1498134328,0.05054,176.339313388,0.1318251491,23.2229100399,-69.7545013428,9.45023271198,104.02,-43.875,102.06,38.8750038147,90,101.64,-31.0000019073,130.58,-54.5000038147,3.180070432,82.7500038147,"Rbp4-Cre_KL100"
"753",0.0500393597,45.90425,0.2827127858,0.046195,237.6562953,0.1138931736,24.8947147944,-75.7492904663,21.7844752937,305.82,-47.5000038147,304.045,27.5312519073,60.0000038147,303.52,-42.28125,363.85,-54.3437538147,2.4694016135,75.031255722,"Rbp4-Cre_KL100"
"757",0.0483952062,101.733333333,0.1190217454,0.0481,154.687494039,0.0473360866,20.5762416057,-78.1916351318,9.82961992137,89.32,-50.96875,86.34,33.5625,130,85.82,-38.78125,109.34,-55.9687538147,4.520036676,84.53125,"Rorb-IRES2-Cre"
"758",1,1000,0.0158742936,0.071675,107.968866825,0.0309457462,11.4596946592,-82.7531585693,1,62.46,-47.84375,60.6,39.78125,249.999984741,60.17,-38.5625038147,786.795,-53.0937538147,3.1272173036,87.625,"Rorb-IRES2-Cre"
"761",0.0677642414,96.0311111111,0.1747596317,0.032395,143.348321319,0.1129425913,17.3954122577,-77.2986679077,10.4132919887,63.03,-56.9375038147,61.33,39.4375038147,110,60.895,-45.3437538147,87.62,-59.3750038147,3.4794353312,96.3750076294,"Rbp4-Cre_KL100"
"762",0.0266963921,71.6454166667,0.1630352156,0.0505,158.203125,0.0266639311,17.716430121,-74.8717956543,13.9576269708,160.385,-49.6562538147,158.57,43.15625,80,158.155,-41.09375,185.755,-57.2187538147,2.9546419343,92.8125038147,"Nr5a1-Cre"
"763",1,49.125,0.1341386558,0.034465,146.718755364,0.0478804708,20.8098833517,-76.0803756714,20.3562340967,60.915,-48.65625,58.785,31.7812519073,190,58.37,-39.84375,80.53,-54.21875,2.9823366857,80.4375019073,"Rorb-IRES2-Cre"
"764",0.018131046,56.16125,0.2013991163,0.04592,142.187535763,0.0362740457,14.1134506005,-79.633972168,17.8058714861,124.94,-47.5625038147,123.14,32.6875,90,122.66,-36.1562538147,150.96,-53.0625038147,2.6711778894,80.2500038147,"Cux2-CreERT2"
"768",1,43.575,0.0734756124,0.026055,255.625009537,0.0045739571,30.3393788501,-58.8650283813,22.9489386116,58.705,-43.9375,55.79,31.25,110,55.195,-29.1875,69.13,-46.46875,2.1776202681,75.1875,"Rorb-IRES2-Cre"
"769",0.0457753237,120.978571429,0.1885416841,0.061705,184.062585235,0.0286597423,19.3543002007,-79.03540802,8.26592666942,175.455,-49,171.235,32,110,170.73,-38.2500038147,210.11,-55.5312538147,4.090604062,81,"Cux2-CreERT2"
"772",0.0153300747,77.6633333333,0.1582589253,0.053785,127.031207085,0.162562117,14.2446446743,-78.6349716187,12.8760891025,93.79,-49.6562538147,91.745,38.0000038147,190,91.3,-38.625,118.955,-54.0312538147,2.6977301624,87.6562576294,"Ntsr1-Cre_GN220"
"773",0.0203495168,62.87,0.1931818182,0.04736,133.616149425,0.0384177193,19.8759000792,-69.9344177246,15.9058374423,348.37,-47.5,344.4,42.25,50,343.98,-36.28125,406.805,-57.5312538147,3.989207835,89.75,"Rorb-IRES2-Cre"
"776",0.0155496076,67.9057692308,0.1860294118,0.06271,146.562427282,0.0326740965,22.4267854082,-78.1255340576,14.7262892583,338.785,-48.4375038147,336.945,35.3125,90,336.45,-37.21875,370.685,-54.28125,2.6180051507,83.7500038147,"Scnn1a-Tg2-Cre"
"777",0.0259653067,99.8333333333,0.1604166667,0.0742,178.437530994,0.0934729278,24.4105386199,-77.0473403931,10.0166944908,198.78,-49.5000038147,195.16,31.65625,90,194.66,-39.3125,241.1,-57.8437538147,4.0592770969,81.1562538147,"Rbp4-Cre_KL100"
"778",0.0484987688,127.402142857,0.1241935466,0.048485,95.6248864532,0.1559875757,14.0124088272,-73.8727722168,7.84916154135,98.26,-42.8125038147,96.33,44.03125,190,95.995,-35.15625,143.135,-54.0937538147,4.2805741868,86.8437538147,"Rbp4-Cre_KL100"
"781",0.0241194554,83.4018181818,0.2095982255,0.06478,174.375072122,0.0902883187,24.721293018,-74.5719604492,11.9901462798,201.745,-43.375,198.805,39.5,70,198.37,-36.84375,279.73,-57.0000038147,3.4605600153,82.875,"Rorb-IRES2-Cre"
"782",0.0306945688,98.9694444444,0.2011438094,0.048655,159.37499702,0.0594470799,18.3716487785,-72.3198471069,10.1041286592,205.885,-48.9375038147,203.695,46.75,110,203.175,-41.25,246.31,-54.7812538147,3.4463698218,95.6875038147,"Cux2-CreERT2"
"786",1,86.94,0.0449218772,0.052885,182.343706489,0.0474418104,25.097116025,-75.3202514648,11.5021854152,138.8,-49.4062538147,134.56,34.78125,90,134.09,-36.21875,170.1,-57.2187538147,3.6114337192,84.1875038147,"Rorb-IRES2-Cre"
"789",0.1526106835,80.324,0.1357502366,0.025485,154.374957085,0.0087629054,15.3134585909,-78.7234420776,12.4495792042,50.485,-53.90625,48.63,44.7187538147,209.999984741,48.21,-38.90625,50.635,-54.1250038147,3.7752421955,98.6250038147,"Rorb-IRES2-Cre"
"792",0.0248267549,78.105,0.15546875,0.04306,214.062571526,0.0316042677,28.1795362452,-70.1578445435,12.8032776391,91.84,-51.375,89.22,33.1875,90,88.78,-38.1875,106.84,-55.0000038147,3.940221332,84.5625,"Rorb-IRES2-Cre"
"793",0.0483089979,69.9879166667,0.1825000093,0.041235,148.749962449,0.0189885516,20.1432456387,-83.5632095337,14.2881806979,88.285,-53.4062538147,86.26,43.6562538147,110,85.93,-43.1250038147,106.49,-59.8437538147,4.4122934809,97.0625076294,"Nr5a1-Cre"
"794",1,1000,0.0212643678,0.036535,82.81211555,0.1284872741,9.43292454457,-76.9102935791,1,43.52,-38.9375,42.275,23.5625,230,41.62,-24.5625,63.26,-42.1875,1.4182510407,62.5,"Ntsr1-Cre_GN220"
"796",0.032339618,55.895,0.25,0.038685,213.124960661,0.0295581277,20.5677674593,-76.9283905029,17.8906878969,92.495,-49.0000038147,89.795,17.2500019073,70,89.235,-40.6250038147,119.07,-54.0312538147,3.0429334796,66.250005722,"Cux2-CreERT2"
"798",0.3571494678,54.025,0.0724405394,0.040275,132.031321526,0.0289461408,14.1106646559,-79.4617538452,18.5099490976,75.555,-50.875,73.53,40.1875,170,73.105,-38.8125038147,999.915,-56,3.4335018035,91.0625,"Nr5a1-Cre"
"802",0.1354584582,118.651666667,0.0942164223,0.054255,141.473218799,0.0265936479,21.801150087,-77.3999786377,8.42803163321,134.945,-46.7187538147,132.14,38.3125038147,130,131.69,-34.5625038147,155.25,-52.5000038147,3.5208900258,85.0312576294,"Cux2-CreERT2"
"805",0.0165394608,77.6472727273,0.1828125095,0.06025,197.968706489,0.1251424104,27.1697639624,-70.4693603516,12.8787524001,183.31,-44.28125,180.985,36.75,70,180.535,-36.6875,223.58,-54.8125038147,3.0920751173,81.03125,"Scnn1a-Tg2-Cre"
"807",0.0086853313,56.3541176471,0.2067351561,0.0412,192.499995232,0.0993435383,24.9436757584,-74.2431030273,17.7449322561,166.76,-51.0937538147,164.34,40.3125038147,59.9999961853,163.92,-42.34375,213.16,-60.1562538147,4.3522414326,91.4062576294,"Cux2-CreERT2"
"809",0.0375035551,69.6015384615,0.156308658,0.05263,164.531290531,0.0583837293,19.3078718473,-82.5241928101,14.367498508,130.76,-46.15625,128.475,43,90,128.04,-34.125,153.395,-52.9062538147,3.3615732663,89.15625,"Rorb-IRES2-Cre"
"811",1,1000,0.0348101196,0.062115,60.6970116496,0.0136078075,13.5020592641,-79.3246078491,1,89.405,-42,86.385,40.4062538147,489.999969482,85.965,-32.46875,114.905,-49.125,3.9219324933,82.4062538147,"Cux2-CreERT2"
"816",0.0408295723,72.7323076923,0.2584221748,0.047055,241.562500596,0.0291162785,25.7970683979,-71.7120742798,13.7490481428,105.645,-45.9687538147,102.75,18.75,70,102.205,-39,129.525,-51.28125,3.2072917561,64.7187538147,"Nr5a1-Cre"
"819",0.0657434948,85.2555555556,0.1250000046,0.028605,144.375011325,0.0486131236,26.5553157158,-79.6181793213,11.7294408966,59.445,-52.2187538147,56.465,32.2500038147,130,55.94,-43.875,69.625,-55.6562538147,3.976624067,84.4687576294,"Rorb-IRES2-Cre"
"822",0.0228542238,88.649,0.1279671009,0.05405,117.968633771,0.0710932538,15.2171302378,-78.1322631836,11.2804430958,143.96,-45.15625,141.625,47.53125,150,141.23,-34.78125,175.805,-53.9687538147,4.0678328598,92.6875,"Cux2-CreERT2"
"825",0.2721965112,35.1125,0.1401442364,0.01915,195.3125,0.0442003123,15.2172669601,-79.6588592529,28.4798860805,53.89,-55.4687538147,52.35,41.0312538147,130,51.965,-40.8750038147,861.865,-58.0937538147,3.6236678518,96.5000076294,"Nr5a1-Cre"
"826",0.0606745071,103.245,-0.0150483227,0.06864,111.718788743,0.0348761491,15.9847847406,-77.2467803955,9.68569906533,268.24,-45.5000038147,264.9,31.5937519073,170,264.32,-38.90625,299.04,-53.7187538147,3.7287682237,77.093755722,"Rbp4-Cre_KL100"
"827",0.0248265692,85.355,0.2303294677,0.05396,218.593791127,0.02898743,21.6933456682,-81.9060440063,11.7157752914,189.005,-57.2500038147,185.34,28.5312519073,90,184.79,-42.65625,210.15,-62.3125038147,3.5142738747,85.781255722,"Rorb-IRES2-Cre"
"828",0.1354922007,60.6128571429,0.1279761863,0.014835,130.31257689,0.008927308,11.6207900929,-71.0000686646,16.4981498503,41.195,-51.9375,38.88,42.75,210,38.485,-39.21875,46.395,-54.5937538147,3.7668851033,94.6875,"Rorb-IRES2-Cre"
"830",0.0181605133,64.4066666667,0.228257749,0.02634,163.906291127,0.1337776482,14.2239231437,-75.3721694946,15.5263430287,63.16,-50.5,60.46,43.5000038147,130,60.02,-34.0312538147,73.4,-53.125,3.0665196829,94.0000038147,"Ntsr1-Cre_GN220"
"833",0.1311896986,93.3492857143,0.1115079483,0.03046,152.500003576,0.0536783263,22.2336101831,-74.0730209351,10.712454759,80.99,-48.1250038147,78.64,44.3125038147,130,78.195,-40.4375,100.73,-54.2187538147,3.2993565023,92.4375076294,"Scnn1a-Tg3-Cre"
"834",0.0139533913,81.4872727273,0.2064393939,0.02802,230.46875,0.0601955093,19.8958824563,-68.2306518555,12.2718550582,86.44,-54.5937538147,83.76,44.6875038147,70,83.24,-39.8437538147,97.1,-56.3125,3.5222316104,99.2812576294,"Ctgf-T2A-dgCre"
"836",0.010100823,79.6781818182,0.1983333333,0.06146,146.562576294,0.161756143,17.6241785268,-75.5517425537,12.5504871871,254.82,-49.9062538147,252.98,40.6250038147,90,252.52,-38.4062538147,281.78,-59.4375038147,2.8295797027,90.5312576294,"Rorb-IRES2-Cre"
"842",0.005792573,64.7871428571,0.2554687447,0.03632,280.000001192,0.0829196796,23.7587787163,-67.2280197144,15.4351612974,172.18,-53.7812538147,168.76,41.25,29.9999980927,168.2,-46.8437538147,197.44,-58.0000038147,4.2828163066,95.0312538147,"Ctgf-T2A-dgCre"
"843",1,1000,0.0625,0.03918,139.062613249,0.0669399872,14.9399484218,-75.7961120605,1,55.38,-46.8750038147,53.3,30.1250019073,270,52.7,-32.40625,55.54,-47.0937538147,2.3359184497,77.000005722,"Ntsr1-Cre_GN220"
"844",0.1458048422,93.6733333333,0.1948598131,0.03298,256.562560797,0.0209606458,26.3317405565,-72.633605957,10.6753967689,98.39,-46.03125,96.06,33.1250038147,70,95.56,-34.1875,117.935,-50.34375,2.6330407995,79.1562538147,"Nr5a1-Cre"
"845",0.1280182786,96.106,0.1550236402,0.00948,312.343776226,0.0848674551,26.2135115039,-59.3667678833,10.4051776164,253.22,-56.4375038147,249.14,37.71875,20,248.68,-43.15625,268.9,-61.25,4.3979136625,94.1562538147,"Ctgf-T2A-dgCre"
"847",0.2601650585,92.18125,0.1468421131,0.040535,191.562384367,0.0298675895,23.8061440147,-76.0891113281,10.8481930978,111.81,-45.3125,109.42,41.625,110,108.98,-36.4375,918.78,-54.6875,3.9183698788,86.9375,"Rorb-IRES2-Cre"
"848",0.0198464248,137.9125,0.0997193035,0.120345,105.000078678,0.0216580909,22.5945108648,-77.271156311,7.25097434968,268.115,-47.0000038147,264.295,49.0937538147,130,263.9,-37.1250038147,314.06,-58.15625,4.6772020823,96.0937576294,"Scnn1a-Tg3-Cre"
"849",0.2463579888,144.204,0.052375218,0.02936,80.4688632488,0.0389747396,14.5365935302,-77.819480896,6.93462039888,83.84,-47.46875,81.58,40.9375038147,310,81.08,-40.84375,102.78,-52.3125,3.6973323787,88.4062538147,"Cux2-CreERT2"
"850",0.0771844224,98.2777777778,0.1301303573,0.03926,156.093791127,0.035120111,18.1096322647,-78.3591156006,10.1752402487,76.755,-49.0000038147,74.075,46.5625038147,110,73.69,-39.0312538147,96.64,-52.1875038147,4.4010473812,95.5625076294,"Rorb-IRES2-Cre"
"852",1,32.505,0.1562500025,0.029005,136.406332254,0.0191581454,15.5799676396,-80.1997756958,30.7644977696,102.355,-51.7500038147,99.62,29.0000019073,170,99.07,-36.4062538147,118.02,-56.4062538147,2.1935312373,80.750005722,"Cux2-CreERT2"
"853",0.057665334,53.2483333333,0.1464208427,0.032255,195.703119039,0.0432634503,19.7543953381,-77.2277679443,18.7799305143,77.69,-47.4375,75.685,43.5625,110,75.32,-31.2812519073,88.045,-52.5000038147,3.2670119739,91,"Nr5a1-Cre"
"854",0.0110782776,31.9805,0.32,0.01688,299.196541309,0.0677318797,20.9766155697,-72.3506011963,31.2690545801,75.435,-47.0625,73.835,39.1250038147,70,73.46,-35.8437538147,90.32,-51.9687538147,2.9319891564,86.1875038147,"Cux2-CreERT2"
"857",0.1522093407,34.03,0.0998417691,0.0229,183.593720198,0.0271508954,16.2883755047,-76.0058441162,29.385836027,44.22,-47.5000038147,42.235,28.1250019073,230,41.78,-33.9375038147,900.24,-49.6875,2.3012501323,75.625005722,"Nr5a1-Cre"
"859",0.1025004759,81.9285714286,0.2489379085,0.0254,259.28580761,0.0217895862,18.3088230464,-72.3453674316,12.2057541412,78.68,-53.0625038147,76.16,41.2812538147,90,75.68,-39.3750038147,92.86,-56.78125,3.9798682982,94.3437576294,"Nr5a1-Cre"
"861",0.0283360591,127.053571429,0.1619047691,0.098,155.156210065,0.034036506,20.8754975418,-74.0390396118,7.87069571328,232.775,-44.7187538147,230.675,28.6562519073,90,230.175,-34.6562538147,294.205,-55.9375038147,2.8463913532,73.375005722,"Rorb-IRES2-Cre"
"868",0.0970207861,97.561875,0.1654017921,0.047135,141.718834639,0.0218500663,19.6543592461,-73.443939209,10.2499055087,103.39,-45.6562538147,101.01,43.5937538147,90,100.515,-39.96875,148.58,-51.2500038147,3.5274473833,89.2500076294,"Rorb-IRES2-Cre"
"869",0.0319918128,55.9603125,0.2246212253,0.054435,233.437612653,0.0222372673,25.4114754757,-72.7411804199,17.8698072853,135.34,-44.3125038147,133.115,49.625,70,132.73,-32.3125,154.98,-48.03125,3.9758365021,93.9375038147,"Rorb-IRES2-Cre"
"870",0.0146677685,57.0815625,0.2902143903,0.064105,149.519309402,0.0320296884,28.1226515066,-76.7724685669,17.5187916413,172.635,-44.5312538147,170.82,39.7500038147,50,170.44,-32.0625,215.85,-53.9375038147,3.5388814059,84.2812576294,"Rorb-IRES2-Cre"
"872",0.0431775031,92.508,0.1472222299,0.073575,124.955430627,0.0801045448,25.5832807237,-75.4485092163,10.8098759026,261.135,-45.3125,258.155,42,100,257.745,-38.4687538147,341.32,-58.84375,3.9346611077,87.3125,"Nr5a1-Cre"
"875",0.0312285179,62.092,0.0404191617,0.03548,174.99999702,0.059799172,23.8389264038,-77.4748916626,16.1051343168,121.46,-54.40625,118.76,41.8437538147,70,118.34,-36.9375,135.54,-59.3125038147,4.1402373115,96.2500038147,"Nr5a1-Cre"
"876",1,1000,0.223126011,0.06884,167.031243444,0.0475235619,15.6347206335,-75.7844924927,1,121.3,-50.2812538147,118.98,36.8750038147,110,118.54,-33.3125038147,134.68,-55.7812538147,3.2212039613,87.1562576294,"Cux2-CreERT2"
"877",0.0426828602,55.8046875,0.2607229663,0.01994,206.875070929,0.0038701426,24.5760341135,-67.1831893921,17.9196416072,67.275,-51.59375,63.995,21.34375,80,63.43,-37.9375038147,74.58,-55.0000038147,2.9241470097,72.9375,"Rorb-IRES2-Cre"
"879",0.0967998278,108.468333333,0.0501028807,0.05877,290.468782186,0.1246919185,50.699732851,-58.9267463684,9.21928058881,790.425,-40.53125,783.665,34,50,783.06,-29.3750019073,833.45,-49.0000038147,3.9813649113,74.53125,"Rorb-IRES2-Cre"
"881",0.0566028652,81.5690909091,0.1693527988,0.03303,122.187539935,0.2755068839,17.3801509965,-66.0431060791,12.2595457281,97.555,-46.5,95.465,33.8125,90,94.935,-38.4062538147,151.09,-56,2.9008821514,80.3125,"Rorb-IRES2-Cre"
"886",0.0299218855,63.4036666667,0.2413669165,0.037775,178.125008941,0.0289575644,20.2364350614,-70.5754852295,15.7719585092,168.715,-51.28125,167.46,50.1250038147,90,167.085,-40.125,190.595,-52.71875,3.2573269948,101.406253815,"Nr5a1-Cre"
"890",0.0269213213,78.1066666667,0.1686023705,0.05536,143.593862653,0.0808621943,19.0040971369,-77.3134155273,12.8030044384,190.16,-47.0937538147,188,35.4375038147,100,187.54,-38.3437538147,230.26,-57.5625038147,3.411549724,82.5312576294,"Scnn1a-Tg2-Cre"
"894",0.0507697406,90.917,0.1950677885,0.05846,171.093955636,0.0318340622,21.5285741725,-76.1808242798,10.9990430833,106.19,-48.03125,103.515,39.0625,110,103.09,-37.2187538147,122.04,-53.1562538147,3.9266693843,87.09375,"Cux2-CreERT2"
"896",0.307736654,86.73,0.1179047553,0.02232,151.093780994,0.0345000289,15.0420671304,-69.4515762329,11.5300357431,52.875,-38.6875,49.085,29.5,249.999984741,48.335,-30.8437519073,64.025,-41.59375,3.398680726,68.1875,"Rorb-IRES2-Cre"
"899",0.0970233487,129.621666667,0.1244164256,0.064515,125.781208277,0.0596978143,17.1797306673,-80.3194351196,7.71475962095,202.8,-46.8750038147,198.81,33.3125038147,160,198.355,-37.3125,243.06,-54.3437538147,4.0717152717,80.1875076294,"Cux2-CreERT2"
"902",0.0030326778,62.0013333333,0.2132588607,0.031875,119.374923408,0.1596059799,16.0924509911,-67.953086853,16.1286854046,161.72,-52.1250038147,160.31,48.3125038147,80,159.905,-46.7812538147,206.23,-59.8125,3.1600555038,100.437507629,"Rbp4-Cre_KL100"
"903",0.0040571435,98.3411111111,0.1403249631,0.03601,174.99999702,0.0227014329,6.88706988095,-66.6081771851,10.1686872225,323.92,-51.03125,318.7,31.1250019073,90,318.195,-31.5,332.03,-56.78125,2.8210546523,82.1562519073,"Rorb-IRES2-Cre"
"909",0.0140651738,43.6254545455,0.3402439063,0.0315,330.312430859,0.0188371781,43.2594585782,-61.6267166138,22.922397266,182.165,-46.9375038147,180.425,35.0625038147,30.0000019073,179.905,-33.90625,205.895,-49.0937538147,2.1932470422,82.0000076294,"Rorb-IRES2-Cre"
"914",0.0103034531,63.6757142857,0.2048841115,0.05394,159.374848008,0.0329797305,19.6820768478,-80.3756484985,15.7045745182,114.56,-46.1562538147,112.66,36.7187538147,110,112.2,-32.875,133.44,-53.5000038147,2.7994870989,82.8750076294,"Rorb-IRES2-Cre"
"918",1,140.73,0.002463192,0.10863,151.562646031,0.0386723652,22.3812942284,-77.8381347656,7.10580544305,270.12,-45.0312538147,264.345,33.1875,130,263.76,-33.40625,323.52,-54.25,4.8153308206,78.2187538147,"Cux2-CreERT2"
"921",0.021990432,53.9873529412,0.2820261438,0.05778,248.125001788,0.0537547953,28.103135622,-73.4638595581,18.5228566603,156.795,-46.7812538147,154.7,44.7187538147,50,154.35,-32.78125,181.805,-52.5937538147,3.6461133101,91.5000076294,"Rorb-IRES2-Cre"
"925",0.0122443751,66.1728571429,0.2499850702,0.03964,163.59385848,0.0291495863,31.3002813538,-79.1894683838,15.1119362708,69.36,-50.40625,66.86,39.7500038147,170,66.44,-36.9375,78.7,-54,3.9166680058,90.1562538147,"Nr5a1-Cre"
"927",0.0330766322,48.5260526316,0.3728287841,0.02432,199.062541127,0.0018877762,23.3613179824,-69.7152557373,20.6074870254,93.275,-51,91.64,38.4375,70,91.215,-39.09375,110.865,-52.0312538147,3.4000943397,89.4375,"Nr5a1-Cre"
"928",0.0083090206,41.7331818182,0.269510582,0.042005,206.718668342,0.2156516314,22.6424192702,-61.2651138306,23.9617483363,155.595,-45.1250038147,153.49,28.2812519073,50,152.935,-31.96875,181.125,-48.25,2.3183181118,73.406255722,"Ntsr1-Cre_GN220"
"929",0.1392882149,116.774375,0.2044702178,0.0344,225.937500596,0.0250830818,17.3646342039,-77.0405426025,8.56352260502,83.5,-47.2500038147,81.63,27.5625,90,81.135,-37.9375038147,101.35,-51.8750038147,2.6512243171,74.8125038147,"Nr5a1-Cre"
"934",1,1000,0.0155303046,0.01932,144.062578678,0.1027401239,15.8092229089,-78.934173584,1,33.76,-47.9062538147,32.18,26,330,31.6,-33.5312538147,33.9,-48,2.2569312314,73.9062538147,"Ntsr1-Cre_GN220"
"939",0.0205717361,53.5075,0.26107956,0.028535,107.343748212,0.0506856926,10.3073840433,-70.3413925171,18.6889688361,100.7,-49.53125,99.3,42.3125038147,130,98.89,-39.5937538147,113.73,-53.0937538147,2.7883953929,91.8437538147,"Nr5a1-Cre"
"943",0.0551576636,128.938333333,0.1557242991,0.09216,140.937611461,0.0726220906,20.2817158561,-76.5253677368,7.7556454636,230.68,-47.125,226.78,37.625,90,226.275,-35.59375,282.39,-55.09375,4.1983029988,84.75,"Scnn1a-Tg3-Cre"
"944",0.021988441,87.1515,0.1684659242,0.07715,131.406247616,0.0534133799,15.9289129016,-75.3521347046,11.474271814,311.955,-39,308.85,32.0312538147,110,308.305,-25.3750019073,351.18,-50.15625,2.5937766714,71.0312538147,"Scnn1a-Tg2-Cre"
"945",0.0434096206,69.7430769231,0.218259542,0.040105,174.218848348,0.063827537,18.7334272774,-73.7013092041,14.3383407231,167.515,-48.5312538147,165.46,32,90,165.06,-35.25,196.96,-58.4375,2.9594710991,80.5312538147,"Nr5a1-Cre"
"946",0.0048217804,72.5384615385,0.1550892933,0.028025,157.031327486,0.0059356811,8.52965758001,-68.5474395752,13.7857900318,107.045,-53.7812538147,100.62,27.6250019073,110,100.16,-35.5625,114.31,-56.8125038147,3.7164701068,81.406255722,"Rorb-IRES2-Cre"
"947",0.0251319275,128.169166667,0.087690182,0.097435,129.843786359,0.1199376285,28.577912789,-68.9887924194,7.80218851388,195.205,-42.8125038147,190.995,48.5,110,190.575,-34.6875,252.035,-53.6875,4.1111810372,91.3125038147,"Rorb-IRES2-Cre"
"948",1,144.6,0.1462121215,0.04535,171.562537551,0.0384177454,15.7470055984,-67.611000061,6.91562932227,67.14,-48.40625,64.265,30.2812519073,170,63.8,-36.90625,74.755,-51.375,3.0986918206,78.6875019073,"Scnn1a-Tg3-Cre"
"949",0.0139529334,33.58,0.4015936242,0.02352,369.218885899,0.0484769903,29.6113796074,-71.9150695801,29.7796307326,317.42,-55.4375,315.86,47.21875,20,315.5,-42.0000038147,356.2,-60.0937538147,4.3291652343,102.65625,"Rorb-IRES2-Cre"
"950",1,72.635,0.0557142857,0.05712,96.093788743,0.0138095831,18.0701405821,-77.2543792725,13.7674674744,94.82,-48.7500038147,90.45,29.1250019073,270,89.965,-37.90625,106.19,-53.1562538147,4.4120144009,77.875005722,"Scnn1a-Tg2-Cre"
"955",0.0534274194,88.9972222222,0.1111111111,0.06294,167.343750596,0.0222554952,25.2234543117,-78.7549057007,11.2363057524,138.08,-46.65625,134.115,37.65625,90,133.47,-36.4375,175.375,-53.125,4.3752068374,84.3125,"Scnn1a-Tg3-Cre"
"956",0.1993933428,151.493333333,0.1363793097,0.0501,135.312497616,0.1140901595,16.338332716,-69.0844650269,6.60095053688,98.815,-43.2500038147,96.31,36.25,210,95.85,-27.3750019073,118.07,-48.90625,3.1363951811,79.5000038147,"Scnn1a-Tg3-Cre"
"958",0.131211981,59.4933333333,0.0748974367,0.03448,171.562463045,0.0030225227,21.4725955572,-79.3514709473,16.8086060063,110.22,-44.5,107.94,30.03125,150,107.44,-34.3125,127.96,-48.03125,2.9321689287,74.53125,"Nr5a1-Cre"
"959",0.0085102866,109.7325,0.1625048468,0.0922,137.500077486,0.0892390981,21.5385469129,-75.5594406128,9.11307042125,367.94,-51.6250038147,365.38,41.3125,70,364.96,-44.3750038147,426.96,-62.2812538147,4.6748068812,92.9375038147,"Scnn1a-Tg2-Cre"
"960",0.0244104559,68.6076923077,0.2027891169,0.038125,243.750065565,0.1118249819,24.9293147075,-81.1754684448,14.5756250701,98.235,-55.84375,96.26,38.53125,50,95.845,-44.9375038147,133.875,-56.2812538147,3.5641927196,94.375,"Ntsr1-Cre_GN220"
