"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","binary_neuron"
"499",0.00320796351829,50.3721052632,0.210344907237,1.07715,7.738705,1.024629,-51.9687538147,-54.2708358765,-55.3500007629,103.040064,0.025115,1.07575,7.73753666667,1.023392,23.5937519073,45.0520858765,35.36875,98.3444213867,0.192859947681,1.078044,-69.13125,150,167.958333333,690,1.075295,7.73715833333,1.023034,-43.78125,-44.6770846049,-47.3625022888,1.10737,7.771885,1.078044,-55.7187538147,-54.9479204814,-69.1312515259,2.09432821724,2.39291626537,2.25290812791,-79.4375,-68.2019271851,"Rbp4-Cre_KL100",90.7187507629,"Excitatory"
"500",0.1436420944,90.0285714286,0.212341765625,1.109095,4.49974666667,1.025845,-53.59375,-54.0208358765,-59.007815361,206.467488,0.02079,1.105695,4.49601166667,1.023395,28.2812519073,34.0729166667,34.1171894073,146.87499404,0.0278807431459,1.56654875,-83.976568222,209.999984741,86.9166666667,390,1.10514,4.49549333333,1.0229775,-39.0625,-37.1979192098,-51.5468788147,1.12346,4.52507166667,1.56654875,-57.2812538147,-60.5833358765,-83.976568222,3.58361232715,3.75310063592,4.22206045684,-90.4062576294,-82.7248153687,"Rorb-IRES2-Cre",93.1250047684,"Excitatory"
"502",0.151628667332,99.434,0.127029369383,1.19811,3.280455,1.025289,-48.90625,-46.6562525431,-53.075,201.297152,0.03375,1.19497,3.277815,1.023092,45.875,48.1770858765,47.5125038147,244.375005364,0.0143414670601,1.574607,-72.0875045776,70,56.4583333333,590,1.194545,3.2774,1.02274,-38.3125038147,-36.1979179382,-46.3125038147,1.225065,3.30597166667,1.574607,-56,-53.4895858765,-72.0875045776,3.72175347457,3.82003306075,3.95179656809,-96.40625,-70.5972824097,"Scnn1a-Tg3-Cre",100.587503815,"Excitatory"
"504",0.0219615694984,61.05,0.193048780488,1.13176,3.17281333333,1.02536333333,-47.5625038147,-46.4791692098,-50.7187538147,120.129272,0.03964,1.129945,3.17047333333,1.02357166667,33.3125038147,37.25,30.7604173024,225.000008941,0.117309264839,1.71459333333,-70.2916717529,50,53.7499987284,0,1.12942,3.16994833333,1.02313666667,-41.0625,-37.9583346049,-45.2916679382,1.163305,3.211165,1.71459333333,-53.7812538147,-53.4375038147,-70.2916717529,2.95970401174,3.04851359528,2.987735584,-93.5937576294,-69.0845108032,"Rorb-IRES2-Cre",81.4791711171,"Excitatory"
"509",0.0273401063001,54.8355882353,0.302651506613,1.088855,4.13093666667,1.0248525,-44.25,-43.1979192098,-51.0156288147,150.380464,0.034195,1.087045,4.128825,1.0234025,38.0625,42.3437512716,43.3437509537,171.093717217,0.0406936816871,1.5580525,-77.335943222,190,77.75,720,1.086595,4.12840833333,1.02306375,-31.4687519073,-31.6666673024,-45.3046913147,1.10455,4.16484666667,1.5580525,-46.25,-52.0625012716,-77.335943222,3.14912997535,3.12726154386,3.78006123927,-95.3125076294,-76.9504776001,"Rorb-IRES2-Cre",94.3593797684,"Excitatory"
"521",0.227813243209,79.89,0.0670785096947,1.099515,5.47142833333,1.025371,-46.96875,-47.2812525431,-50.9187530518,115.119888,0.03829,1.09631,5.46899333333,1.023407,40.4375,44.1666666667,44.1562522888,108.437538147,0.0948032438755,1.146741,-73.3500015259,209.999984741,111.20833842,939.999938965,1.09589,5.468595,1.023047,-37.6250038147,-37.7500012716,-48.0375022888,1.1256,5.51345,1.146741,-53.5625038147,-56.3958358765,-73.3500015259,4.21405011942,4.06009733259,3.95966330602,-84.9062576294,-72.2610549927,"Cux2-CreERT2",95.0750053406,"Excitatory"
"525",0.0192024243538,112.095,0.121205357517,1.328,8.68765333333,1.025776,-46.34375,-45.927087148,-50.6312515259,80.862096,0.09148,1.32524,8.68510666667,1.023576,33.5625,36.8645846049,36.2562507629,87.187461555,0.0472240559757,1.690548,-79.3812530518,190,191.625,1730,1.32472,8.6846,1.023132,-38.9687538147,-37.8541679382,-47.1562530518,1.36154,8.72202666667,1.690548,-56.1250038147,-54.0104192098,-79.3812530518,3.66987014198,3.52334597803,3.81620598022,-87.9375076294,-79.1463012695,"Cux2-CreERT2",86.8875022888,"Excitatory"
"526",-0.000413758522399,31.9321428571,0.391825989813,1.96766,6.44764666667,1.02571666667,-50.65625,-51.5416692098,-55.0885442098,203.957264,0.0976,1.96524,6.44504,1.02354333333,18.0000019073,18.1041679382,23.723959287,147.812530398,0.0149024743587,1.69095666667,-65.8802134196,160,135.625,469.999969482,1.96474,6.44448,1.02315,-38.5000038147,-39.8437538147,-41.2083346049,1.96876,6.44924,1.69095666667,-51.0625038147,-52.3541704814,-65.8802134196,3.02315267324,3.06111784299,2.4089963345,-81.5312576294,-65.2453231812,"Ndnf-IRES2-dgCre",78.8125034968,"Excitatory"
"527",0.0192199943907,86.972,0.149388592958,1.30824,4.11388,1.025152,-46.4687538147,-48.1562512716,-50.4750022888,156.43096,0.06236,1.30576,4.11144666667,1.023488,45.375,43.6458346049,47.4312515259,146.093562245,0.0724782198668,1.185196,-77.3812530518,100,77.25,999.999938965,1.30532,4.11100666667,1.02312,-34.9375,-33.1562512716,-45.7437522888,1.35272,4.15782666667,1.185196,-57.8750038147,-57.270837148,-77.3812530518,3.95666715272,3.95997704041,4.15715441542,-93.09375,-77.5240783691,"Scnn1a-Tg2-Cre",97.9062538147,"Excitatory"
"531",0.0674525337142,92.256,0.174164132907,1.26484,1.97142666667,1.02524,-50.0312538147,-50.4166666667,-56.0625038147,233.522944,0.03648,1.26326,1.96985333333,1.02353333333,35.40625,41.7187512716,33.6666704814,305.937498808,0.0182690694928,1.61310666667,-61.9062525431,29.9999980927,23.75,440,1.26276,1.96936,1.02310666667,-38.125,-37.8750025431,-42.46875,1.28842,1.98784666667,1.61310666667,-52.875,-52.6875025431,-61.9062538147,3.01279078807,3.04360942763,2.92363883787,-95.5000076294,-61.8339958191,"Ctgf-T2A-dgCre",89.7291742961,"Excitatory"
"532",0.0637968971946,118.585714286,0.195454545455,1.23422,3.55571833333,1.024652,-35.59375,-38.7291704814,-43.6750030518,238.875312,0.08357,1.23202,3.55382333333,1.02326,49.625,49.8020858765,52.4750038147,204.374998808,0.100718051195,1.294076,-68.1687545776,50,63.3333320618,790,1.23165,3.553445,1.022954,-28.15625,-28.4791679382,-40.7000015259,1.29769,3.60406333333,1.294076,-49.0000038147,-48.8125025431,-68.1687545776,3.53604880389,3.58791772234,4.13321367695,-87.4375,-67.8072128296,"Scnn1a-Tg2-Cre",96.1500068665,"Excitatory"
"533",0.017931250743,69.5984615385,0.228333333333,1.22514,3.9928,1.02675,-52.0625038147,-52.0833333333,-55.367190361,202.98656,0.05622,1.22158,3.98961333333,1.02351,31.4687519073,42.9687512716,36.0078125,268.415033817,0.122360110283,1.710095,-75.7500019073,50,74.2083333333,630,1.221,3.98904666667,1.023015,-43.40625,-46.0208358765,-43.9687509537,1.25778,4.03156,1.710095,-57.4687538147,-56.9687525431,-75.7500019073,3.62204094091,4.10519609477,3.50302186369,-101.75,-75.5874557495,"Ctgf-T2A-dgCre",91.375002861,"Excitatory"
"535",0.013532209939,54.3470588235,0.174864863013,1.3666,2.67520666667,1.024808,-44.03125,-43.5937512716,-52.1375030518,189.824944,0.0479,1.36492,2.67369333333,1.02338,33.1875,37.5625012716,29.3375019073,237.500116229,0.0383980758488,1.689944,-73.2375015259,29.9999980927,41.3333333333,620,1.36442,2.67321333333,1.022972,-34.28125,-32.8750012716,-41.8687507629,1.41416,2.71364,1.689944,-56.875,-51.4791692098,-73.2375015259,2.52491708391,2.6729266981,2.6407572563,-95.6250076294,-69.4436645508,"Scnn1a-Tg2-Cre",81.4750049591,"Excitatory"
"537",0.193661454698,89.79125,0.135984851449,1.13254,3.66081333333,1.02630833333,-44.6250038147,-40.9583346049,-49.6041679382,205.253008,0.051915,1.12917,3.65802166667,1.02375666667,24.6562519073,27.6875012716,23.5104179382,365.000069141,0.143308147788,1.822585,-78.1458333333,50,65.9583320618,730,1.12851,3.657325,1.02320833333,-37.7812538147,-31.8125019073,-42.9687512716,1.164955,3.703135,1.822585,-49.5937538147,-51.6979192098,-78.1458333333,2.99479341854,2.3765978731,2.94168577063,-98.0625076294,-76.1378860474,"Rorb-IRES2-Cre",73.1145858765,"Excitatory"
"538",0.0228414567868,54.5728125,0.250221267912,1.13827,4.07975,1.0249375,-50.0312538147,-49.2395858765,-51.8489608765,215.524288,0.045005,1.13641,4.07784,1.02337583333,42.90625,45.2604179382,44.1145852407,135.468870401,0.0208985544741,1.612145,-80.7656288147,110,76.4166666667,790,1.136015,4.077455,1.02303333333,-41.6562538147,-39.2812512716,-48.3177108765,1.15852,4.11429166667,1.612145,-55.1875,-55.6041679382,-80.7656288147,3.59154402172,3.69567350292,3.89717400469,-95.5312576294,-80.2579421997,"Rorb-IRES2-Cre",95.9635461171,"Excitatory"
"540",0.22480694614,98.1166666667,0.0969737788852,1.120255,4.2635375,1.02539375,-44.7812538147,-45.0156288147,-50.8906269073,281.09088,0.045665,1.11661,4.2608525,1.0234925,42.1875,44.1875,44.9453144073,164.218783379,0.0750427693129,1.55035375,-77.1015663147,130,80.9999961853,939.999938965,1.11618,4.260425,1.02310875,-34.875,-34.3437538147,-45.250002861,1.15856,4.3092875,1.55035375,-53.0000038147,-56.0625,-77.1015663147,3.61218281525,3.3771343039,3.42642420867,-93.53125,-76.1374206543,"Cux2-CreERT2",95.8359413147,"Excitatory"
"541",0.138777955466,119.192142857,0.137754043741,1.125735,5.638095,1.026055,-47.21875,-46.4270858765,-53.0437530518,130.133128,0.043765,1.12212,5.63499,1.023454,24.1562519073,31.9687525431,34.8937522888,104.843787849,0.0371695309877,1.280139,-75.2187530518,230,115.374994914,1060,1.121565,5.63455166667,1.023055,-41.09375,-36.3750025431,-50.0812522888,1.57173,5.67720833333,1.280139,-52.5625,-56.1666692098,-75.2187530518,3.59336884516,3.42061575454,3.34932878333,-86.4687576294,-74.8752670288,"Scnn1a-Tg2-Cre",87.9375053406,"Excitatory"
"544",0.0263349865081,57.2909375,0.23011810556,1.220605,3.90912,1.025012,-48.71875,-49.6250012716,-50.2875007629,151.11048,0.04043,1.218545,3.90734333333,1.023476,34.75,46.9791704814,41.5375015259,228.515625,0.0570130385458,1.418688,-76.4437515259,59.9999961853,72.1666666667,0,1.218095,3.906955,1.023107,-38.65625,-35.9791666667,-42.525,1.2472,3.93586,1.418688,-57.5625,-55.8541666667,-76.4437515259,3.23786450233,3.76195725031,3.6836727207,-98.25,-75.684387207,"Nr5a1-Cre",91.8250022888,"Excitatory"
"545",0.0360390730986,110.28625,0.121212128481,1.18315,5.42785833333,1.0251,-43.6875038147,-47.3854204814,-50.9453144073,100.032672,0.073425,1.18073,5.42559333333,1.0234175,32.71875,34.4791679382,32.2031254768,115.781329572,0.113775357604,1.29507,-76.2265644073,130,110.125,1190,1.180275,5.42514,1.0230325,-37.34375,-39.4583333333,-49.0546884537,1.235,5.47715166667,1.29507,-53.9375038147,-57.1875038147,-76.2265663147,3.20487887251,3.20737522066,3.19414348632,-87.84375,-75.1748199463,"Rorb-IRES2-Cre",83.1484398842,"Excitatory"
"548",0.0229916740475,57.5034375,0.236150239018,1.196295,3.1756675,1.025166,-44.5,-43.3437519073,-47.5062530518,195.07008,0.06152,1.19391,3.17334,1.023377,47.0625,37.0000019073,46.6437522888,199.375003576,0.0103877270594,1.795278,-78.8000030518,50,53.8125019073,839.999938965,1.193545,3.17289,1.023044,-32.8125038147,-33.0000019073,-41.3187522888,1.21955,3.209625,1.795278,-50.8125,-50.2968788147,-78.8000030518,4.75638382584,3.48943929019,4.38497425263,-97.9687576294,-76.3757705688,"Scnn1a-Tg3-Cre",94.1500053406,"Excitatory"
"550",0.0284554053333,102.525,0.136880466472,1.196555,3.65463333333,1.02482,-45.5000038147,-48.8333358765,-52.4062530518,154.061072,0.06842,1.194405,3.652875,1.023142,23.7500019073,39.6458346049,31.3750011444,226.562425494,0.0979147925973,1.304073,-73.2812515259,50,65.8333333333,830,1.193845,3.65237333333,1.022717,-36.4062538147,-37.5625025431,-40.0562522888,1.247725,3.70247666667,1.304073,-57.65625,-56.9687538147,-73.2812515259,2.58737842608,2.70476971038,2.63116667949,-97.5937576294,-73.26587677,"Rbp4-Cre_KL100",83.7812541962,"Excitatory"
"554",0.0179674667311,58.6875,0.257843149097,1.07716,3.21634,1.025256,-50.40625,-51.0208358765,-52.7375030518,225.165888,0.02762,1.07488,3.21376666667,1.023472,42.2500038147,43.1770858765,46.4875,162.656202912,0.00851554609835,1.688276,-76.0625015259,130,54.8333333333,610,1.07446,3.21334666667,1.02312,-39.5937538147,-37.2500012716,-48.5062522888,1.08482,3.23954,1.688276,-54.5937538147,-58.5937538147,-76.0625030518,4.14659621988,3.9501866144,4.29897125121,-93.5,-75.2355270386,"Rorb-IRES2-Cre",99.2250030518,"Excitatory"
"556",0.0455405854122,75.4083333333,0.151875007803,1.154605,3.72705,1.02557166667,-47.2812538147,-47.5833333333,-52.4947942098,295.526688,0.053705,1.15115,3.72407333333,1.02345,35.2812538147,41.3750012716,40.0104192098,171.2500453,0.0251490939409,1.57120666667,-79.3854192098,110,67.5833333333,889.999938965,1.150655,3.72362,1.0230375,-38.5000038147,-37.7812525431,-47.0677102407,1.186065,3.76569666667,1.57120666667,-53.59375,-55.1979204814,-79.3854192098,4.19230516979,4.15356046303,3.78850096677,-97.40625,-78.4160385132,"Cux2-CreERT2",92.5052134196,"Excitatory"
"557",0.0109126744555,61.9906666667,0.369364162028,1.50124,1.88452666667,1.026992,-54.9687538147,-51.2604192098,-58.0125030518,442.347744,0.05038,1.49684,1.88074666667,1.02346,21.8125,34.0000012716,25.4125019073,487.96877265,0.216317743063,1.117856,-69.2125045776,10,21.5416666667,186,1.49614,1.88015333333,1.022916,-43.3125,-40.0833346049,-41.4562507629,1.55642,1.91994,1.117856,-63.4687538147,-57.145837148,-69.2125045776,3.32627898852,3.70252547708,3.11894942362,-90.9375,-67.8327102661,"Ctgf-T2A-dgCre",83.4250049591,"Excitatory"
"558",0.0432236599634,101.972222222,0.170886088171,1.105335,3.94075166667,1.0247075,-45.9062538147,-49.3020846049,-52.5703134537,152.76072,0.0454,1.1032,3.939005,1.02336,32.6562538147,34.5000025431,34.1562519073,180.625081062,0.0832769647241,1.53366875,-71.2500019073,90,72.9583333333,167.5,1.102785,3.93857,1.02302,-34.71875,-36.9270833333,-46.2109375,1.138025,3.968415,1.53366875,-53.75,-56.739587148,-71.2500019073,3.00014366304,2.70286516879,2.93900979828,-91.0000076294,-70.3280029297,"Rbp4-Cre_KL100",86.726565361,"Excitatory"
"563",0.0284172256614,61.0526666667,0.227150547426,1.13955,4.44197166667,1.025102,-54.0937538147,-52.614587148,-53.9375030518,142.898272,0.037945,1.13748,4.44017166667,1.023376,35.1875,35.53125,37.1125015259,179.687470198,0.0325120091438,1.495018,-80.8625015259,100,85.5416666667,900,1.13709,4.43978333333,1.023034,-42.28125,-39.2395858765,-50.2500022888,1.156085,4.46432166667,1.495018,-60.6562538147,-58.9791704814,-80.8625015259,3.27833411953,3.04928209126,3.71275261041,-99.1875076294,-80.1294937134,"Scnn1a-Tg3-Cre",91.0500045776,"Excitatory"
"564",0.0122753506322,92.2345,0.191723362697,1.08524,5.50873,1.0254725,-54.8125038147,-48.3645833333,-53.5000031789,145.423488,0.037875,1.08311,5.50642833333,1.02347583333,45.6562538147,47.8125038147,46.4687531789,188.12507391,0.137190982699,1.51520666667,-75.0937538147,70,112.166671753,530,1.08258,5.50585,1.02302416667,-46.2812538147,-38.3333358765,-47.9739602407,1.09923,5.53953,1.51520666667,-55.5312538147,-51.3437538147,-75.0937538147,3.62346697024,3.48828560513,3.77040856211,-96.1875,-74.7404403687,"Ntsr1-Cre_GN220",99.9687563578,"Excitatory"
"565",0.17835347457,75.043,0.104446466947,1.10682,5.54190666667,1.02569125,-47.0625,-47.5000012716,-51.304690361,127.714456,0.040755,1.104135,5.53940833333,1.0235325,32.4375038147,41.3020858765,39.234375,130.156129599,0.0427862033248,1.47658625,-79.8828144073,150,112.958333333,960.000061035,1.10363,5.53894833333,1.023115,-36.75,-35.9687512716,-47.7187519073,1.98961,5.57958833333,1.47658625,-54.9062538147,-54.0104192098,-79.8828144073,3.31307617303,3.56671555998,3.73416754339,-94.0937576294,-79.2622070312,"Nr5a1-Cre",90.539065361,"Excitatory"
"569",0.0333816133004,77.5836363636,0.18885209713,1.38662,3.42094,1.02644,-48.8125,-51.4166692098,-56.0416692098,257.497024,0.1441,1.38228,3.41603333333,1.02343666667,34.1875038147,34.25,34.2760429382,244.687616825,0.14827914536,1.26089333333,-69.4687525431,90,59.9166666667,105,1.38178,3.41551333333,1.02304333333,-39.3750038147,-39.03125,-43.6458352407,1.4014,3.44036666667,1.26089333333,-54,-56.9062512716,-69.4687538147,4.6809277135,4.62692671616,3.96514908466,-95.1875076294,-67.9803619385,"Ctgf-T2A-dgCre",90.317712148,"Excitatory"
"571",0.0881545318642,94.895,0.139383318258,1.11241,4.25836333333,1.025786,-53.28125,-53.3125025431,-57.5625022888,188.272848,0.045505,1.110005,4.25591833333,1.02349,33.09375,36.2604166667,32.7625019073,144.531220198,0.0557366125286,1.671767,-80.4312530518,170,80.875,870,1.10955,4.255485,1.023066,-46.34375,-41.4166679382,-53.6562530518,1.12607,4.29122333333,1.671767,-57.7812538147,-61.7500025431,-80.4312530518,4.0242855437,3.74741758068,3.8768130787,-96.8437576294,-79.9532012939,"Rbp4-Cre_KL100",90.3250041962,"Excitatory"
"572",0.0362030288764,77.0054545455,0.182480310922,1.28346,3.07141333333,1.025995,-47,-48.9479204814,-53.406252861,216.749616,0.05864,1.28006,3.0687,1.02353,32.5000038147,38.4270846049,35.5937519073,213.750079274,0.0653698220849,1.62769,-72.1718769073,59.9999961853,51.25,640,1.27958,3.06821333333,1.0231,-36.7187538147,-36.7291692098,-44.4140634537,1.34496,3.10121333333,1.62769,-54.4375038147,-52.7500038147,-72.1718769073,4.45577223103,4.10791743465,4.03760145048,-94.3125076294,-70.960609436,"Scnn1a-Tg2-Cre",89.0000047684,"Excitatory"
"574",0.189233638238,93.7166666667,0.170120898951,1.08467,3.47801833333,1.0257,-50.9062538147,-47.5937525431,-52.5937519073,204.922064,0.024975,1.081245,3.47449166667,1.02317625,23.125,16.8125006358,27.1171889305,436.71888113,0.0639035105705,1.075175,-61.8046913147,30.0000019073,61.3333333333,292.5,1.080635,3.47364333333,1.0227125,-32.78125,-28.947918574,-41.328127861,1.10677,3.49609166667,1.075175,-55.34375,-52.5416692098,-61.8046913147,2.20965047743,1.65431418338,2.64757081189,-103.312507629,-58.3095245361,"Rbp4-Cre_KL100",79.7109408379,"Excitatory"
"575",0.00260715174895,31.4161290323,0.340848233891,1.0979,6.25448,1.025248,-48.96875,-49.1562525431,-51.3437515259,291.213024,0.01168,1.09536,6.25160666667,1.023496,21.5,23.9479166667,26.9562515259,250.468701124,0.0763098150492,1.056428,-72.4312545776,110,130.750002543,390,1.0949,6.25108666667,1.023132,-36.6875,-36.3541679382,-42.1375022888,1.10602,6.26095333333,1.056428,-52.3437538147,-52.4791692098,-72.4312545776,2.71710914119,2.52660222561,2.35821252658,-96.78125,-71.8065567017,"Ndnf-IRES2-dgCre",78.3000030518,"Excitatory"
"579",0.0440022494772,73.0569230769,0.221829278936,1.141805,2.802185,1.025470625,-53.40625,-53.9791666667,-56.9648451805,243.38256,0.04204,1.139235,2.79998,1.023555625,39.1875038147,40.7812512716,41.5156259537,157.187581062,0.0274023879319,1.4789625,-77.527346611,130,44.5,630,1.13871,2.79952833333,1.023124375,-41.53125,-42.1041679382,-51.1484389305,1.1511,2.82377,1.4789625,-56.9062538147,-59.21875,-77.527346611,3.7451433995,3.7235954831,4.18329269246,-95.59375,-78.2233123779,"Scnn1a-Tg3-Cre",98.4804711342,"Excitatory"
"580",0.0165695667007,61.6391666667,0.200630260728,1.08333,5.723685,1.02482071429,-47.4062538147,-50.7291704814,-49.3928571429,182.229104,0.02215,1.081445,5.72122666667,1.02329357143,31.8437519073,35.0937512716,33.0223214286,189.062491059,0.0512830764055,1.32912642857,-76.0223246983,130,117.500002543,630,1.08102,5.72077666667,1.02292,-35.96875,-34.0520858765,-46.3303576878,1.094285,5.73499,1.32912642857,-51.7812538147,-56.7083346049,-76.0223246983,3.13266530006,2.86524019795,3.46647861227,-97,-75.5707397461,"Nr5a1-Cre",82.4151785714,"Excitatory"
"583",0.0258234629982,78.1,0.162303149606,1.2191,6.37753333333,1.025316,-50.2187538147,-50.5416692098,-53.2625015259,113.789904,0.05826,1.21648,6.37522666667,1.02334,38.0937538147,41.8229192098,40.5625022888,122.656323016,0.141528874636,1.333496,-74.5375030518,80,133.874992371,999.999938965,1.21602,6.37478,1.022952,-42.4062538147,-41.7708358765,-49.2187522888,1.28304,6.41953333333,1.333496,-59.4062538147,-56.6562538147,-74.5375030518,4.13411092562,4.51173116919,4.54719973931,-88.5312576294,-74.2980117798,"Scnn1a-Tg2-Cre",93.8250038147,"Excitatory"
"584",0.0218098585196,52.8622222222,0.233333333333,1.143,3.0754175,1.02508,-43.84375,-43.890625,-48.8125,151.294432,0.034055,1.141105,3.0736975,1.02356375,34.53125,39.2031269073,38.2968769073,304.6875,0.0821281075478,1.7404875,-67.640625,50,51.375,0,1.14067,3.073305,1.02320875,-35.34375,-33.671875,-40.5390634537,1.18138,3.1129325,1.7404875,-53.75,-55.9062519073,-67.640625,2.94676015217,3.10679680654,3.05068179168,-79.71875,-65.3980865479,"Scnn1a-Tg2-Cre",87.1093769073,"Excitatory"
"585",0.0249703832123,65.9067857143,0.218132910924,1.087045,6.47648666667,1.02529666667,-44.65625,-41.0833358765,-53.552087148,145.408496,0.03656,1.084125,6.47339833333,1.0235025,23.5937519073,19.8854173024,35.4427108765,159.531101584,0.0436736829579,1.58327583333,-75.0260480245,190,136.291666667,690,1.08339,6.47261166667,1.02311,-32.9062538147,-29.7395846049,-48.2187525431,1.099135,6.50404333333,1.58327583333,-48.8437538147,-49.9583358765,-75.0260480245,2.57946920311,2.22466770535,3.568559831,-92.5312576294,-75.1710586548,"Rbp4-Cre_KL100",88.9947980245,"Excitatory"
"589",0.0508931889838,64.0175,0.0833333390857,1.11085,2.960345,1.02591125,-42.5625038147,-41.8750025431,-47.1328144073,330.564992,0.03237,1.10799,2.95714666667,1.02347125,38.8750038147,41.5520846049,40.765627861,203.571513295,0.0266704410315,1.62441125,-68.3906269073,70,48.4583346049,265,1.10742,2.956595,1.02302,-33.8750038147,-30.2395852407,-39.5781259537,1.122555,2.98313833333,1.62441125,-46.96875,-48.7916692098,-68.3906269073,3.39098615126,3.29259391897,3.72138972813,-88.5312576294,-66.6489105225,"Scnn1a-Tg3-Cre",87.8984422684,"Excitatory"
"593",0.0230086409369,60.61,0.223648645418,1.10562,2.0248,1.02632,-50.5312538147,-51.9687525431,-53.0625038147,332.606144,0.02398,1.10278,2.02162666667,1.023495,39.46875,41.5416704814,40.789065361,208.593711257,0.0560376010835,1.074225,-62.3046913147,29.9999980927,25,249.999984741,1.10234,2.0212,1.02311,-41.1875038147,-41.6979179382,-43.9609394073,1.12964,2.05304666667,1.074225,-56.9375038147,-57.4687525431,-62.3046913147,4.43749488474,4.5649352662,4.25334611847,-83.03125,-60.6267623901,"Ctgf-T2A-dgCre",93.8515691757,"Excitatory"
"594",0.0170197336638,45.68575,0.302980122327,1.157415,2.593655,1.02504166667,-44.5,-46.6041666667,-52.2968756358,233.829504,0.0405,1.15487,2.591625,1.023485,34,42.25,37.1458346049,293.437510729,0.0731709823012,1.68344583333,-66.6927108765,59.9999961853,39.25,0,1.154435,2.591235,1.0231575,-33.8437538147,-33.7395846049,-42.4322929382,1.17474,2.61422666667,1.68344583333,-50.15625,-52.9270846049,-66.6927108765,3.41944095937,3.48667730176,3.31286180606,-97.875,-64.6614532471,"Rorb-IRES2-Cre",89.4427102407,"Excitatory"
"596",0.106631552338,82.5872727273,0.0867187746149,1.0766,4.95270666667,1.024804,-46.2812538147,-45.0416666667,-47.5687530518,188.335168,0.03,1.07448,4.95040666667,1.023296,41.3750038147,42.1979192098,45.9812522888,138.906165957,0.0485048256814,1.449436,-74.5437545776,170,98.25,900,1.07406,4.94994666667,1.02296,-32.6875,-27.760418574,-45.3812530518,1.08392,4.97199333333,1.449436,-48.90625,-52.6562538147,-74.5437545776,3.53595023312,3.11726803051,4.21135890148,-91.9062576294,-75.1282043457,"Nr5a1-Cre",93.5500053406,"Excitatory"
"597",0.0304625428816,57.28625,0.21512195122,1.16777,4.13352833333,1.025184,-48.375,-47.7500038147,-49.6000022888,93.798776,0.05378,1.16526,4.13109,1.023366,34.78125,38.2708333333,39.2000007629,145.312458277,0.0214718915522,1.77021,-79.74375,70,77.7916666667,890,1.16485,4.13069,1.023006,-38.125,-37.5000012716,-51.1687507629,1.198195,4.187365,1.77021,-54.1875038147,-55.4687512716,-79.74375,3.87780593933,3.99328756121,4.42711987398,-95.34375,-79.2950744629,"Scnn1a-Tg2-Cre",88.8000030518,"Excitatory"
"598",0.00894271502084,52.1844444444,0.219034621874,1.08392,6.246,1.02628,-44.5,-43.4270846049,-53.4687538147,170.094048,0.01946,1.0817,6.24404666667,1.02366,28,31.291668574,21.5625019073,315.156310797,0.0342812910676,1.10968,-72.5625,110,130.583333333,520,1.08104,6.24336666667,1.02314,-35,-33.0625012716,-31.2812519073,1.0842,6.26043333333,1.10968,-44.7187538147,-44.208337148,-72.5625,2.24132711242,1.97467651706,1.93566776653,-99.8437576294,-72.1856307983,"Ntsr1-Cre_GN220",75.031255722,"Excitatory"
"599",0.0106580756677,39.4422916667,0.305681836353,1.14684,6.08373,1.02523583333,-47.84375,-45.5208346049,-53.9427115122,107.965952,0.043795,1.144695,6.08153833333,1.02348833333,31.1875,31.4166679382,26.7500019073,220.781207085,0.211056739092,1.11303416667,-70.5312512716,70,126.499994914,530,1.144175,6.08099666667,1.023075,-31.8437519073,-32.0000038147,-42.4114596049,1.166935,6.11124666667,1.11303416667,-49.6875,-49.1562538147,-70.5312512716,2.55338234496,2.54486210353,2.48119498302,-94.1875076294,-70.1241836548,"Ntsr1-Cre_GN220",80.6927134196,"Excitatory"
"601",0.026630593109,100.808333333,0.119642863371,1.16219,6.46387333333,1.02557,-49.0625,-49.5625012716,-52.84375,112.104168,0.07263,1.15889,6.46112,1.0235325,31.0000019073,33.1875025431,32.1562519073,113.281257451,0.080784894526,1.3589625,-77.328125,110,136,1140,1.15843,6.46063333333,1.023125,-37.71875,-38.6875025431,-47.2812519073,1.203735,6.50449666667,1.3589625,-57.34375,-57.1562525431,-77.328125,3.66071324298,3.3456745535,3.47805184378,-91.4062576294,-77.2494049072,"Rbp4-Cre_KL100",85.0000019073,"Excitatory"
