"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","binary_neuron"
"605",0.0150098762621,53.5364705882,0.213888897999,1.454135,3.0650375,1.0251025,-50.34375,-48.578125,-56.4375038147,181.749024,0.065525,1.451385,3.0624475,1.023135,19.53125,28.3906269073,21.65625,245.312705636,0.119957461953,1.3978575,-66.75,30.0000019073,51.0625,460,1.45087,3.0619725,1.022735,-40.53125,-38.2968769073,-46.3125019073,1.491615,3.0983025,1.3978575,-57.0937538147,-54.59375,-66.75,2.7584284824,2.76533211249,2.60110356913,-83.0000076294,-65.2310028076,"Ntsr1-Cre_GN220",78.0937538147,"Excitatory"
"606",0.0379231040748,77.4708333333,0.2,1.13556,5.00411666667,1.024842,-50.5312538147,-50.0104204814,-53.9750022888,135.672768,0.053065,1.133745,5.00249,1.023344,44.125,49.5208358765,49.0187530518,165.625035763,0.0391024574637,1.37175,-75.7875045776,90,99.5833307902,284,1.133375,5.002145,1.023037,-38.9687538147,-35.0312512716,-46.8125022888,1.15967,5.03869166667,1.37175,-55.8750038147,-55.1458358765,-75.7875045776,3.76529838332,3.73929702574,3.9709714335,-93.4375076294,-75.4109802246,"Nr5a1-Cre",102.993755341,"Excitatory"
"609",0.0112850119062,47.268,0.28888889923,1.22797,2.5809,1.02617666667,-52.3437538147,-49.9895833333,-54.0781275431,199.441536,0.03281,1.2258,2.57856166667,1.02377083333,36.125,39.2291679382,26.6250009537,242.812424898,0.0293579883873,1.48093416667,-68.1718788147,30.0000019073,38.9583333333,410,1.225265,2.57802,1.02323833333,-43.2812538147,-39.9895858765,-44.1927108765,1.275275,2.62216833333,1.48093416667,-58.1875038147,-55.1666704814,-68.1718788147,3.45303561224,3.64972320874,2.96414864499,-94.0937576294,-67.4911956787,"Cux2-CreERT2",80.7031284968,"Excitatory"
"611",0.30109963905,119.13,0.0560643479768,1.150335,8.10372666667,1.026515,-46.7812538147,-47.1354192098,-50.984375,93.690328,0.057985,1.14643,8.10076,1.0235075,36.3125,40.1875038147,44.0468769073,82.4553444982,0.0686581209302,1.74825,-76.7968788147,209.999984741,177,1250,1.145925,8.100235,1.0230825,-36.2500038147,-35.875,-51.6875038147,1.61825,8.14839666667,1.74825,-52.71875,-55.0312525431,-76.7968788147,3.78140148581,3.35703916508,4.14968145244,-86.5000076294,-76.0950698853,"Rbp4-Cre_KL100",95.0312519073,"Excitatory"
"612",0.0279520346915,73.9795833333,0.167217853603,1.189405,4.26513333333,1.02503083333,-46.1562538147,-46.5104166667,-50.2760448456,161.915424,0.063885,1.18641,4.26268666667,1.023285,47.5000038147,48.4479179382,49.3541692098,167.031258345,0.0678625926375,1.47740166667,-72.8906275431,90,81.0833333333,870,1.18605,4.26232833333,1.02297833333,-35.3750038147,-34.9166679382,-44.3020858765,1.230255,4.301485,1.47740166667,-53.84375,-55.2500038147,-72.8906275431,4.69751712504,4.70204264411,4.62001177863,-89.7500076294,-72.4311676025,"Rorb-IRES2-Cre",99.6302140554,"Excitatory"
"616",0.158751623493,81.548,0.110212429059,1.11382,3.665815,1.025967,-48.4687538147,-48.6250012716,-52.1500022888,150.261648,0.04437,1.110735,3.66297,1.023415,38.8750038147,38.9687525431,45.6750015259,157.500043511,0.0933771505952,1.451345,-75.2312561035,110,66.0416679382,760,1.110265,3.662455,1.023017,-37.5,-36.1770858765,-51.1125038147,1.133875,3.71137166667,1.451345,-52.2187538147,-54.208337148,-75.2312561035,4.01534790924,3.73582442825,4.96464490543,-92.2187576294,-74.5154037476,"Rorb-IRES2-Cre",97.8250038147,"Excitatory"
"618",0.00874942301322,108.7825,0.14871194214,1.50326,9.65195333333,1.02658,-50.6875038147,-52.4270858765,-56.4609384537,124.964032,0.10988,1.50004,9.64904666667,1.023555,40.75,43.3020858765,39.476565361,85.7813283801,0.0465083830059,1.96028,-78.773443222,210,215.708333333,1150,1.49954,9.64858,1.02314,-44.8437538147,-45.5312512716,-49.6093769073,1.5348,9.68041333333,1.96028,-56.71875,-57.4687512716,-78.773443222,4.37560218393,4.4920025143,4.27583899062,-87.9375076294,-78.3298187256,"Ctgf-T2A-dgCre",95.9375038147,"Excitatory"
"619",0.109352401957,132.263333333,0.111904767527,1.192225,4.39403833333,1.02561,-43.78125,-44.7083346049,-47.2656259537,138.300544,0.071775,1.18856,4.39143666667,1.02352125,33.40625,37.2395833333,39.1093759537,164.375007153,0.0463079325855,1.6183225,-76.7890644073,90,84.2916666667,0,1.18801,4.39092,1.02309375,-32.15625,-31.8958352407,-42.6875009537,1.23695,4.43784333333,1.6183225,-52.6875038147,-54.5937512716,-76.7890663147,3.3632520096,3.04512856093,3.52813140231,-94.34375,-76.0636901855,"Cux2-CreERT2",86.3750019073,"Excitatory"
"622",0.0190914818604,64.7967857143,0.252984134979,1.188955,3.83620333333,1.02483,-51.5625038147,-53.1145846049,-52.8250015259,133.659704,0.046875,1.187355,3.83491833333,1.023383,20.5625019073,36.9375038147,23.3625011444,219.374895096,0.0632189065218,1.502081,-76.1875045776,70,70.375,464,1.186895,3.83452,1.022992,-42.0937538147,-43.4166692098,-41.5937515259,1.216455,3.86451,1.502081,-57.0937538147,-55.8750025431,-76.1875045776,2.32871052576,2.64035534804,2.42101847993,-98.53125,-75.6800003052,"Nr5a1-Cre",76.1875026703,"Excitatory"
"626",0.02590650925,93.429,0.162266361849,1.12877,6.04271,1.02543375,-49.4375,-49.9166666667,-56.390627861,139.463376,0.051735,1.12646,6.04053166667,1.02351125,30.375,34.9479166667,33.4140634537,172.343745828,0.166858181357,1.10760875,-73.6250038147,130,125.500002543,650,1.12592,6.03997,1.02307125,-33.9375,-34.4375,-46.9296884537,1.1596,6.074515,1.10760875,-53.40625,-54.1875012716,-73.6250038147,2.45581435056,2.31031739602,2.54269881563,-92.4375076294,-72.852104187,"Ntsr1-Cre_GN220",89.8046913147,"Excitatory"
"627",0.0229502288531,52.2875,-0.0431506897044,1.14944,2.52931125,1.02492833333,-49.0312538147,-50.539065361,-52.1562525431,190.267616,0.041565,1.147565,2.527525,1.02321333333,26.7500019073,36.0703134537,31.4791682561,346.986591816,0.0401627756655,1.72566166667,-75.0156275431,30.0000019073,37.65625,173.333333333,1.14709,2.52710125,1.02284,-38.78125,-37.0312519073,-42.3229179382,1.179605,2.55952375,1.72566166667,-55.0937538147,-54.8281259537,-75.0156275431,2.82273307786,3.09441519652,3.13094633963,-98.34375,-71.6418075562,"Rorb-IRES2-Cre",83.6354207993,"Excitatory"
"629",0.0243390348693,66.4614285714,0.19867022138,1.17156,6.49883333333,1.02542,-52.25,-51.927087148,-54.15625,212.91936,0.043,1.16938,6.497,1.02384,31.65625,37.7500025431,32.3437538147,113.125033677,0.0203711818904,1.70194,-81.7500076294,130,136.958333333,810,1.1689,6.49654666667,1.0234,-38.9375,-38.7708346049,-53.2187538147,1.18742,6.51602,1.70194,-57.03125,-57.1041704814,-81.7500076294,3.45558685249,3.29192649315,3.45303834732,-94.53125,-81.2334823608,"Rorb-IRES2-Cre",86.5000038147,"Excitatory"
"633",0.0148977870874,90.02,0.163157897505,1.48054,7.26681333333,1.02534,-47.7187538147,-49.302087148,-52.6250038147,141.496464,0.08728,1.47824,7.26474,1.02348,36.6875,42.3437525431,39.9062538147,76.8750756979,0.00463343644515,1.31854,-83.25,150,156.125,0,1.47772,7.26426,1.02306,-39.0312538147,-39.1562525431,-45.0312538147,1.5187,7.29845333333,1.31854,-55.6562538147,-54.3437525431,-83.25,3.70304789684,3.91230769854,3.94383646897,-93.4687576294,-83.517868042,"Cux2-CreERT2",92.5312576294,"Excitatory"
"634",0.00950730863274,79.9181818182,0.16960950764,1.95282,3.72904666667,1.02553,-50.15625,-49.0937512716,-53.3984413147,111.610112,0.06408,1.94988,3.72639333333,1.02357,37.5625,42.1041679382,37.765627861,130.312532187,0.032966453582,1.39766,-68.3437519073,70,67.6666653951,640,1.94942,3.72592,1.02318,-39.15625,-37.5000012716,-45.1562509537,1.98146,3.75568666667,1.39766,-58.15625,-54.7812512716,-68.3437519073,3.92567257616,4.22271285067,3.90522575122,-82.3437576294,-67.2591934204,"Scnn1a-Tg3-Cre",91.1640691757,"Excitatory"
"638",0.119178591596,122.786666667,0.0925000052417,1.302465,4.31530166667,1.0270325,-42.4687538147,-45.2187512716,-47.71875,160.02456,0.091185,1.29815,4.31031166667,1.023585,43.15625,43.6666679382,45.296875,146.249994636,0.0350065603852,1.8222875,-78.4218826294,90,82.25,1250,1.29764,4.30976833333,1.02311,-34.5,-35.9583358765,-41.953125,1.36192,4.36991833333,1.8222875,-54.53125,-53.8750012716,-78.4218826294,4.82586838272,4.88510318638,4.75249838426,-93.7812576294,-78.3960266113,"Rorb-IRES2-Cre",93.015625,"Excitatory"
"641",0.0562160499965,58.2925,0.25,1.16848,2.04287333333,1.026148,-50.71875,-53.5520858765,-54.5937530518,359.487168,0.02208,1.16578,2.04010666667,1.023416,40.6875,40.0312512716,40.6000007629,217.85710752,0.155089214444,1.25932,-66.2937545776,40,25.5,330,1.16536,2.0397,1.023044,-41.7500038147,-43.3541692098,-45.5562530518,1.20676,2.09682,1.25932,-55.5000038147,-57.6875038147,-66.2937545776,4.35152353559,4.31122165293,4.2591335312,-89.3125,-65.5099563599,"Ctgf-T2A-dgCre",95.1937538147,"Excitatory"
"643",0.02864638715,64.1967857143,0.247765378101,1.146705,3.43503833333,1.024865,-46.9375038147,-48.2083333333,-50.6875,183.174256,0.05578,1.14449,3.43269833333,1.02328625,47.6562538147,48.5208358765,47.671877861,195.000037551,0.0501077026129,1.4708175,-78.1796894073,70,60.2916615804,790,1.14413,3.43233833333,1.02297875,-34.46875,-34.9687512716,-43.500002861,1.165255,3.46090166667,1.4708175,-52.4687538147,-54.0625025431,-78.1796894073,4.21718782098,4.0672399779,4.41716588571,-98.0000076294,-76.7340316772,"Rorb-IRES2-Cre",98.359377861,"Excitatory"
"646",0.0611329396673,127.561428571,0.144066040294,1.138085,7.56476666667,1.02516,-42.75,-45.3958358765,-50.7937515259,100.855432,0.049985,1.135895,7.56290166667,1.023451,42.0000038147,42.9895833333,41.1187522888,75.6250023842,0.208229541779,1.086403,-71.7375045776,209.999984741,163.583333333,0,1.135505,7.56251,1.023089,-39.15625,-41.2083358765,-49.3437522888,1.188855,7.61753166667,1.086403,-53.3750038147,-54.1875012716,-71.7375045776,3.60394519165,3.42421112699,3.16918129092,-78.84375,-70.3271865845,"Rbp4-Cre_KL100",91.9125038147,"Excitatory"
"651",0.299873232108,108.91,0.0785526377575,1.109425,3.84400333333,1.025829,-46.2187538147,-47.4583333333,-48.4125015259,305.580096,0.04457,1.10614,3.84072666667,1.023468,46.5625,45.9479179382,52.05,181.249991059,0.0185740925372,1.364616,-75.0687515259,110,70.5,760,1.105655,3.84019166667,1.023042,-32.125,-31.6041666667,-42.40625,1.127505,3.87345166667,1.364616,-49.03125,-52.6354166667,-75.0687515259,3.98555621875,3.58118221096,4.61405849704,-95.34375,-75.099899292,"Scnn1a-Tg3-Cre",100.462501526,"Excitatory"
"652",0.0287884758153,77.1545833333,0.184251981469,1.303105,3.18031166667,1.025555,-45,-47.9687525431,-51.3541679382,264.56688,0.056655,1.29959,3.17792,1.0233475,20.4062519073,45.1875038147,36.8333358765,202.5000453,0.0303479786962,1.6296925,-73.2968788147,60.0000038147,53.9583346049,335,1.299005,3.17752333333,1.02297666667,-38.0000038147,-37.9062525431,-44.0312512716,1.336895,3.223685,1.6296925,-54,-56.1979192098,-73.2968788147,3.48236869736,4.31123989599,3.80877481845,-90.03125,-71.7186203003,"Rorb-IRES2-Cre",88.1875038147,"Excitatory"
"653",0.124168573312,100.997777778,0.0801075268817,1.106405,3.326985,1.025215,-50.9375,-50.7916692098,-51.3177083333,292.185408,0.0409,1.10425,3.324785,1.02339,45.34375,45.0520846049,45.2343762716,215.312495828,0.0222956389189,1.38256083333,-75.4062512716,70,57.625,630,1.103785,3.32427666667,1.02296333333,-40.5,-36.6041679382,-44.5729173024,1.121575,3.34113833333,1.38256083333,-55.34375,-53.7708358765,-75.4062512716,3.96295005722,3.50054141106,4.04430609275,-96.9687576294,-75.3039245605,"Nr5a1-Cre",96.5520846049,"Excitatory"
"655",0.02590650925,93.429,0.162266361849,1.12877,6.04271,1.02543375,-49.4375,-49.9166666667,-56.390627861,139.463376,0.051735,1.12646,6.04053166667,1.02351125,30.375,34.9479166667,33.4140634537,172.343745828,0.166858181357,1.10760875,-73.6250038147,130,125.500002543,650,1.12592,6.03997,1.02307125,-33.9375,-34.4375,-46.9296884537,1.1596,6.074515,1.10760875,-53.40625,-54.1875012716,-73.6250038147,2.45581435056,2.31031739602,2.54269881563,-92.4375076294,-72.852104187,"Ntsr1-Cre_GN220",89.8046913147,"Excitatory"
"656",0.0429870482886,79.42375,0.264285714286,1.110735,3.20111833333,1.025205,-53.3437538147,-50.3645858765,-53.9270858765,161.91344,0.0294,1.108425,3.199065,1.02338666667,23.0000019073,35.125,28.2395852407,348.437339067,0.152092039585,1.63882666667,-73.3645858765,50,54.5,530,1.107875,3.19853666667,1.02293833333,-42.03125,-37.9166666667,-47.9375025431,1.151485,3.23742666667,1.63882666667,-57.5625038147,-57.8854204814,-73.3645858765,2.74371666567,2.60170839674,2.86943412227,-95.15625,-71.2270584106,"Rorb-IRES2-Cre",82.1666711171,"Excitatory"
"657",0.219488410472,66.655,0.109722214547,1.09262,9.89133666667,1.025416,-46.09375,-47.3125012716,-55.4562530518,116.010432,0.030765,1.090425,9.889355,1.023582,29.1250019073,29.9895852407,34.6500015259,115.625075996,0.0224851034582,1.403077,-69.8875045776,290,221.75,800,1.08978,9.88864833333,1.023087,-32.0937538147,-32.2812512716,-48.0312522888,1.09267,9.90384,1.403077,-46.1562538147,-48.2187538147,-69.8875045776,2.02955150242,1.90281428307,2.4754795008,-82.1562576294,-69.5698165894,"Ntsr1-Cre_GN220",90.1062545776,"Excitatory"
"659",0.0361167845635,59.8553125,0.242547660312,1.189465,2.780485,1.02534083333,-51.7187538147,-51.2083358765,-53.9114596049,218.400176,0.0406,1.18706,2.778125,1.02337333333,40.125,41.7291679382,42.1875006358,230.468705297,0.0170810017735,1.39567416667,-76.1197929382,50,43.9583333333,489.999969482,1.186625,2.77769666667,1.0230125,-39.6875,-38.0625,-48.4062519073,1.213215,2.80346333333,1.39567416667,-57.5,-55.4687512716,-76.1197929382,3.57332217164,3.6234760907,3.81692405811,-100.75,-75.8962249756,"Rorb-IRES2-Cre",96.0989602407,"Excitatory"
"666",0.00852896340518,26.0156756757,0.269980314384,1.14772,1.72536666667,1.025376,-52.15625,-52.2916692098,-56.9375022888,462.096832,0.01402,1.14548,1.72304,1.023252,38.2500038147,45.2291679382,42.6187507629,413.437455893,0.0900622904301,1.875384,-69.9375030518,20,17.5416666667,239.999984741,1.14498,1.72254,1.022832,-42.9375038147,-43.0729192098,-45.6687530518,1.17122,1.7459,1.875384,-54.9375038147,-53.8854204814,-69.9375030518,3.2085565206,3.64671277036,3.47214017823,-103.000007629,-68.5833206177,"Ctgf-T2A-dgCre",99.5562530518,"Excitatory"
"670",0.212369051451,175.191666667,0.100645584272,1.26598,3.77017166667,1.02600125,-45.0625,-43.4270858765,-49.0859375,180.1348,0.10397,1.261605,3.76621666667,1.02349,33.59375,39.8750012716,39.5625019073,231.081172398,0.0272550601512,1.6701675,-78.8750038147,70,68.6666666667,1040,1.261075,3.76570666667,1.0230475,-33.0625038147,-32.0104173024,-44.2890663147,1.32212,3.81726,1.6701675,-55.34375,-51.9166692098,-78.8750038147,4.11490052704,4.22336912522,4.08513158562,-96.6875,-78.2009353638,"Cux2-CreERT2",88.6484394073,"Excitatory"
"672",0.109118860694,95.111,0.20146104425,1.120885,6.66322666667,1.025108,-41.8125,-41.7916666667,-51.10625,149.070016,0.03914,1.11908,6.66170833333,1.023386,29.3125,32.7500012716,31.6500015259,191.406175494,0.0643628686666,1.10341,-72.0125045776,150,141.041666667,570,1.11862,6.66122166667,1.023013,-28.4687519073,-28.0833352407,-39.6562522888,1.15067,6.68984166667,1.10341,-43.9687538147,-45.770837148,-72.0125045776,2.71433835394,2.31567463247,2.55703411821,-93.5625076294,-71.1436080933,"Ntsr1-Cre_GN220",82.7562515259,"Excitatory"
"679",0.0986648819093,113.287142857,0.139336926027,1.151005,5.805325,1.025066,-44.4687538147,-45.1979192098,-46.5875022888,105.98664,0.059385,1.14822,5.80315333333,1.02331,35.7812538147,38.6979179382,43.7000030518,95.1785519719,0.0316205210984,1.416055,-75.0625,130,119.583323161,424,1.147855,5.80279166667,1.023007,-36.6562538147,-35.8958346049,-48.5562515259,1.185285,5.83725,1.416055,-54.2812538147,-55.6562538147,-75.0625,3.38631659246,3.17176404301,3.85702864453,-87.0000076294,-75.0661315918,"Scnn1a-Tg3-Cre",90.2875053406,"Excitatory"
"680",0.188154310954,139.458,0.168630573248,1.06115,11.3412033333,1.024851,-43.2812538147,-43.7812538147,-51.0000015259,164.149488,0.024655,1.059165,11.3393983333,1.023215,35.40625,38.7708333333,38.2250038147,137.544646859,0.132470294833,1.125457,-72.1562530518,270,257.958333333,700,1.058645,11.33879,1.022765,-30.5312519073,-29.447918574,-47.1812522888,1.06118,11.3541966667,1.125457,-43.375,-45.020837148,-72.1562530518,2.61520872505,2.18033403014,2.81361436235,-87.8125076294,-71.6495666504,"Ntsr1-Cre_GN220",89.2250053406,"Excitatory"
"681",0.0207695335396,58.775,0.282196969697,1.24514,4.34714,1.0251,-50.9062538147,-50.5781269073,-55.7187522888,189.12608,0.03318,1.24206,4.34462,1.023308,32,34.21875,39.7312522888,183.281138539,0.0208022743464,1.693576,-74.9375030518,90,83.125,600,1.24152,4.3441,1.022936,-35.5,-36.046875,-49.7125030518,1.25904,4.36631,1.693576,-57.5,-57.6875038147,-74.9375030518,3.12011059565,3.03493279904,4.20215304846,-94.7812576294,-74.2386169434,"Cux2-CreERT2",95.4500045776,"Excitatory"
"684",0.113233097168,93.4666666667,0.116485506164,1.131515,5.111035,1.025502,-43.3437538147,-43.7708358765,-50.9562522888,155.374656,0.051395,1.12851,5.10825,1.023504,37.65625,40.7083333333,40.8625022888,140.937536955,0.0578350350261,1.38886,-77.0062515259,170,102.208333333,880,1.12803,5.10777166667,1.023104,-36.9062538147,-36.8750025431,-48.4875022888,1.154505,5.15711666667,1.38886,-48.8125,-52.2916666667,-77.0062515259,3.91602969863,3.85979633609,3.71361731531,-91.5625,-76.5860595703,"Cux2-CreERT2",91.8187545776,"Excitatory"
"686",0.0260752598017,66.0242857143,0.287,1.21846,1.71487333333,1.02504,-47.7500038147,-49.989587148,-51.4375012716,249.672928,0.02468,1.21538,1.71261333333,1.02325333333,26.5000019073,35.6041692098,34.3437525431,249.218702316,0.0317335948348,1.07366,-60.7500012716,40,17.2916666667,186.666666667,1.21484,1.71213333333,1.02283333333,-39.9062538147,-38.8437525431,-43.4166692098,1.23838,1.74142666667,1.07366,-55.0000038147,-55.7291666667,-60.7500025431,3.31894589619,3.41177362453,3.31497543366,-87.2812576294,-59.6444473267,"Scnn1a-Tg3-Cre",85.7812538147,"Excitatory"
"689",0.0846457178659,131.1225,0.166258184553,1.238145,4.71260666667,1.025844,-44.1562538147,-44.489587148,-49.3062515259,216.38368,0.090405,1.2344,4.70941833333,1.023308,31.5,35.5312512716,35.8750015259,140.468791127,0.0548031926155,1.573455,-76.8062515259,110,92.2083333333,1140,1.23394,4.70898333333,1.022956,-31.0937519073,-31.4479173024,-44.6250022888,1.284625,4.75684166667,1.573455,-52.9062538147,-51.3958358765,-76.8062515259,3.8572879747,4.02114368428,4.32608653537,-91.4375,-75.9048919678,"Scnn1a-Tg2-Cre",85.1812530518,"Excitatory"
"693",0.0648533743859,86.4995,0.22063707893,1.11045,6.259855,1.024687,-54.40625,-53.1666692098,-55.1812522888,133.23188,0.04484,1.10893,6.25833166667,1.023315,46.90625,49.1250025431,49.1187538147,164.218708873,0.0255275797099,1.618887,-84.2562530518,110,130.95833079,700,1.10857,6.25798333333,1.023002,-42.2500038147,-38.8958346049,-48.9375015259,1.110525,6.29076333333,1.618887,-54.5000038147,-55.2812538147,-84.2562530518,4.27888604084,4.32981032648,4.43752219962,-98.7812576294,-83.154548645,"Nr5a1-Cre",104.300006104,"Excitatory"
"694",0.0917128298825,73.97625,0.208169305909,1.15357,5.29057666667,1.024775,-48.8437538147,-50.708337148,-49.9375012716,139.61728,0.0443,1.152145,5.28911,1.02352333333,37.4375038147,41.6250025431,33.6875025431,193.281248212,0.0893409028649,1.532925,-78.0208409627,100,106.75,0,1.15173,5.28870166667,1.02316833333,-37.5937538147,-37.6562525431,-42.2395846049,1.214985,5.32119,1.532925,-53.4687538147,-53.364587148,-78.0208409627,2.81076460518,3.0254907722,2.81720989411,-98.34375,-77.2745437622,"Rbp4-Cre_KL100",83.6250038147,"Excitatory"
"695",0.0526763296411,105.542222222,0.0708333343551,1.1182,6.5404,1.025284,-44.4062538147,-42.8437519073,-47.4500007629,144.406752,0.04652,1.11558,6.53735,1.023472,47.4375038147,43.46875,46.1062530518,129.799082875,0.0137624591589,1.813144,-77.9437545776,150,137.9375,949.999938965,1.11516,6.53684,1.023048,-37.2812538147,-34.8281269073,-49.3687515259,1.14896,6.57274,1.813144,-50.15625,-50.4218769073,-77.9437545776,4.66653740674,3.9562454219,4.55479312029,-90.53125,-77.2036209106,"Cux2-CreERT2",93.5562538147,"Excitatory"
"700",0.0144015670229,58.2290625,0.291149069575,1.2955,2.3637125,1.02466625,-50.8125,-49.4062538147,-55.703127861,161.39776,0.062265,1.293855,2.3620925,1.02323,38.0625,42.671875,39.7968759537,278.906285763,0.0573231093585,1.46908875,-68.890630722,30.0000019073,33.4999990463,390,1.29342,2.361655,1.02287,-37,-36.609375,-46.234375,1.33551,2.3948725,1.46908875,-55.4062538147,-52.0625019073,-68.890630722,2.93865475493,3.22697253502,3.11649306183,-96.375,-67.0109786987,"Rbp4-Cre_KL100",95.5000038147,"Excitatory"
"703",0.0596814015802,52.473,0.0792683029927,1.09621,3.56598333333,1.024983,-48.65625,-51.4791704814,-52.8625022888,192.555408,0.03283,1.094005,3.56403,1.023333,30.7187519073,37.1770846049,32.2437519073,190.156295896,0.0252655018121,1.594477,-76.4000030518,130,63.5833295186,740,1.093565,3.563605,1.022981,-39.0312538147,-37.3541666667,-46.7937530518,1.109705,3.59310666667,1.594477,-53.5625038147,-58.833337148,-76.4000030518,2.94862077005,2.72159005089,3.19789556225,-95.4062576294,-75.3656616211,"Rorb-IRES2-Cre",85.1062541962,"Excitatory"
