"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","height","adaptation","avg_isi","f_i_curve_slope","latency","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square"
"453",117.050672,137.812420725822,0.174926429986954,-83.5937576293945,-68.4113006591797,"Rbp4-Cre_KL100",104.743756103516,0.000475832032125765,75.3683333333333,0.237473393888109,0.0510650000000001,13.2681718670529,1.821585,-51.6875,1.82,50.71875,70,1.81954,-46.34375,1.8884,-57.3750038146973,3.16394709064793
"454",127.279,76.4062851667404,0.0527104288339615,-88.28125,-79.4310836791992,"Cux2-CreERT2",101.677088419596,0.027312414479065,102.0725,0.117499999826604,0.0721400000000001,9.79695804452717,1.19122,-46.8437538146973,1.18892,49.7187538146973,210,1.18848,-38.78125,1.21696,-54.15625,3.94039962765266
"455",159.772032,99.0625768899918,0.0131795164197683,-77.3437576293945,-65.92138671875,"Scnn1a-Tg3-Cre",95.5703144073486,0.20006780761748,95.035,0.0861344513402511,0.0480050000000001,10.5224391013837,1.176415,-49.4687538146973,1.171295,32.875,230,1.17078,-31.3125,1.18668,-53.2187538146973,3.95327719640464
"457",183.09056,143.90617609024,0.0263401363044977,-88.4062576293945,-72.557991027832,"Ndnf-IRES2-dgCre",89.0812530517578,0.00694249504169671,28.1123529411765,0.303639854706105,0.0289000000000001,35.5715511288736,1.5371,-53.4375,1.53454,25.6250019073486,140,1.53408,-34.84375,1.53996,-54.5000038146973,2.98097344385746
"459",381.6368,245.552986860275,0.0131556671112776,-102.093757629395,-82.9349517822266,"Slc17a6-IRES-Cre",97.9140672683715,0.0339882253895739,69.7319230769231,0.247727272727273,0.0547900000000001,14.3406341869688,1.169665,-55.5312538146973,1.167735,40.59375,50,1.167315,-45.53125,1.18702,-60.6562538146973,3.97512135478286
"461",153.942848,103.749997913837,0.0643111392855644,-88.15625,-75.7403869628906,"Ndnf-IRES2-dgCre",87.5312557220459,-0.0259170338785166,79.5145454545455,0.257084543871694,0.10944,12.5763153682574,1.85968,-52.40625,1.85422,13.8750009536743,239.999984741211,1.85366,-35.7812538146973,1.86364,-54,3.787363979762
"473",102.12096,125.000193715096,0.141033068299294,-89.5,-75.3490219116211,"Ntsr1-Cre_GN220",100.682296117147,0.0540873886152896,76.2683333333333,0.211742415432538,0.0318350000000001,13.1116015821333,1.078175,-51.0312538146973,1.076345,43.8437538146973,209.999984741211,1.07592,-34.875,1.078535,-51.3125038146973,2.79220077201444
"474",133.680704,162.343755364418,0.0750596448779106,-89.9687576293945,-72.1620178222656,"Rbp4-Cre_KL100",95.4437530517579,0.122799425637798,127.0975,0.0742187544703453,0.056675,7.86797537323708,1.18394,-43.5000038146973,1.179605,40.375,150,1.179155,-29.1875,1.21353,-52.6875038146973,3.67893673818394
"479",165.120592,142.968714237213,0.00469936151057482,-93.5625076293945,-78.8050384521484,"Nr5a1-Cre",96.0937545776368,0.201385811601719,149.07,0.196666649667243,0.0305200000000001,6.70825786543235,1.08622,-52.0312538146973,1.0836,37.71875,230,1.08314,-38.5625038146973,1.0958,-55.0000038146973,3.99149406383389
"481",182.226272,150.624990463257,0.0503459088504314,-87.84375,-72.6047592163086,"Scnn1a-Tg2-Cre",92.1718769073486,0.0239902801889654,68.4515384615384,0.175628625271099,0.0603850000000001,14.608875453718,1.43816,-46.5,1.43568,41.40625,59.9999961853027,1.435225,-38.59375,1.52861,-58.0937538146973,3.50266862659223
"485",156.455232,162.968754768372,0.0657943487167358,-84.0937576293945,-66.1220245361328,"Rbp4-Cre_KL100",100.600003051758,0.0309422388763456,186.84,0.285845295919668,0.0743200000000002,5.35217298223079,1.21848,-51.5000038146973,1.2165,47.6875,70,1.21596,-44.125,1.24242,-55.0000038146973,3.42859266736376
"488",205.452864,187.656283378601,0.0240895766764879,-99.3125076293945,-80.8980407714844,"Nr5a1-Cre",92.3593788146972,0.012117665469375,49.1368421052631,0.207303370786517,0.0553400000000002,20.3513281919452,1.19036,-51.7187538146973,1.18876,39.2187538146973,70,1.1883,-41.3125,1.2124,-54.2812538146973,3.16529186747368
"491",119.350064,170.781180262566,0.0273176431655884,-91.375,-72.5783004760742,"Cux2-CreERT2",81.7812544504802,0.0744861953420374,97.8427777777778,0.2,0.0464,10.2204784319515,1.120275,-45.4375038146973,1.11737,34.15625,90,1.116855,-34.625,1.1463,-49.5000038146973,3.79532217176383
"494",258.823712,248.125046491623,0.0593741945922375,-95.5625,-72.4813919067383,"Cux2-CreERT2",82.8020877838135,0.0571274005696019,52.161,0.229553588131252,0.0155150000000002,19.1714115910355,1.0701,-54.3437538146973,1.0663,18.0000019073486,90,1.065725,-45.6562538146973,1.07877,-58.21875,3.22668387539105
"500",206.467488,146.874994039536,0.0278807431459427,-90.4062576293945,-82.7248153686523,"Rorb-IRES2-Cre",93.1250047683715,0.143642094400037,90.0285714285714,0.212341765625458,0.0207900000000001,11.1075848936845,1.109095,-53.59375,1.105695,28.2812519073486,209.999984741211,1.10514,-39.0625,1.12346,-57.2812538146973,3.58361232715473
"504",120.129272,225.000008940697,0.117309264838696,-93.5937576293945,-69.0845108032227,"Rorb-IRES2-Cre",81.4791711171468,0.0219615694983995,61.05,0.193048780487805,0.0396400000000001,16.3800163800164,1.13176,-47.5625038146973,1.129945,33.3125038146973,50,1.12942,-41.0625,1.163305,-53.7812538146973,2.95970401174193
"509",150.380464,171.093717217445,0.0406936816871166,-95.3125076293945,-76.9504776000977,"Rorb-IRES2-Cre",94.3593797683716,0.0273401063000867,54.8355882352941,0.302651506613104,0.034195,18.2363321372445,1.088855,-44.25,1.087045,38.0625,190,1.086595,-31.4687519073486,1.10455,-46.25,3.14912997535232
"517",124.466544,233.750000596046,0.130449637770653,-93.40625,-67.0954437255859,"Nr5a1-Cre",87.1875049591064,0.0157644676721296,53.7608823529412,0.229100529100529,0.03667,18.6008851833008,1.18639,-49.0000038146973,1.184695,34.6875,50,1.18419,-35.5312538146973,1.222395,-53.1562538146973,2.44332851244547
"521",115.119888,108.437538146973,0.0948032438755035,-84.9062576293945,-72.2610549926758,"Cux2-CreERT2",95.0750053405762,0.227813243209413,79.89,0.067078509694714,0.0382900000000002,12.5172111653524,1.099515,-46.96875,1.09631,40.4375,209.999984741211,1.09589,-37.6250038146973,1.1256,-53.5625038146973,4.21405011941936
"522",120.899968,121.093638241291,0.0830635204911232,-86.8125,-73.8577346801758,"Scnn1a-Tg2-Cre",89.3375038146973,0.111099018926569,149.989,0.0900985750221714,0.08562,6.66715559141004,1.2701,-45.71875,1.26611,32.0625,110,1.2656,-36.28125,1.33147,-57.1250038146973,3.46081206661127
"524",157.999552,196.406245231628,0.00857331603765488,-100.90625,-80.7700653076172,"Cux2-CreERT2",95.5750038146973,0.0828730521023132,113.543571428571,0.173261205564142,0.05755,8.80719170110911,1.156355,-48.34375,1.154675,43.40625,70,1.154215,-40.21875,1.203015,-56.5937538146973,3.84261426504529
"525",80.862096,87.1874615550041,0.0472240559756756,-87.9375076293945,-79.1463012695312,"Cux2-CreERT2",86.8875022888184,0.0192024243537816,112.095,0.121205357516906,0.09148,8.92100450510728,1.328,-46.34375,1.32524,33.5625,190,1.32472,-38.9687538146973,1.36154,-56.1250038146973,3.66987014197864
"526",203.957264,147.812530398369,0.0149024743586779,-81.5312576293945,-65.2453231811523,"Ndnf-IRES2-dgCre",78.8125034968058,-0.000413758522399191,31.9321428571429,0.391825989813301,0.0976000000000001,31.3164075606755,1.96766,-50.65625,1.96524,18.0000019073486,160,1.96474,-38.5000038146973,1.96876,-51.0625038146973,3.02315267324257
"531",233.522944,305.937498807907,0.0182690694928169,-95.5000076293945,-61.8339958190918,"Ctgf-T2A-dgCre",89.7291742960612,0.0674525337142351,92.256,0.1741641329067,0.0364800000000001,10.8394033992369,1.26484,-50.0312538146973,1.26326,35.40625,29.9999980926514,1.26276,-38.125,1.28842,-52.875,3.01279078806937
"532",238.875312,204.374998807907,0.100718051195145,-87.4375,-67.8072128295898,"Scnn1a-Tg2-Cre",96.1500068664551,0.063796897194578,118.585714285714,0.195454545454546,0.0835700000000001,8.43271894952417,1.23422,-35.59375,1.23202,49.625,50,1.23165,-28.15625,1.29769,-49.0000038146973,3.53604880389487
"533",202.98656,268.415033817291,0.122360110282898,-101.75,-75.5874557495117,"Ctgf-T2A-dgCre",91.3750028610229,0.0179312507429852,69.5984615384615,0.228333333333333,0.0562200000000002,14.3681336899578,1.22514,-52.0625038146973,1.22158,31.4687519073486,50,1.221,-43.40625,1.25778,-57.4687538146973,3.62204094091067
"534",412.559424,238.593742251396,0.0209839530289173,-99.5000076293945,-76.0615768432617,"Rorb-IRES2-Cre",91.9765672683715,0.0100219639189912,44.6533333333333,0.289854569056666,0.03624,22.3947446999104,1.3634,-55.90625,1.36096,36.125,29.9999980926514,1.3604,-42.5,1.38752,-60.0937538146973,3.18588822121142
"535",189.824944,237.500116229057,0.0383980758488178,-95.6250076293945,-69.4436645507812,"Scnn1a-Tg2-Cre",81.4750049591064,0.013532209938982,54.3470588235294,0.174864863012549,0.0479000000000001,18.4002597683732,1.3666,-44.03125,1.36492,33.1875,29.9999980926514,1.36442,-34.28125,1.41416,-56.875,2.52491708390636
"537",205.253008,365.000069141388,0.143308147788048,-98.0625076293945,-76.1378860473633,"Rorb-IRES2-Cre",73.1145858764648,0.193661454698244,89.79125,0.135984851449208,0.0519150000000002,11.1369426308243,1.13254,-44.6250038146973,1.12917,24.6562519073486,50,1.12851,-37.7812538146973,1.164955,-49.5937538146973,2.99479341854309
"538",215.524288,135.468870401382,0.0208985544741154,-95.5312576293945,-80.257942199707,"Rorb-IRES2-Cre",95.9635461171468,0.0228414567868374,54.5728125,0.250221267912007,0.045005,18.3241426305452,1.13827,-50.0312538146973,1.13641,42.90625,110,1.136015,-41.6562538146973,1.15852,-55.1875,3.5915440217214
"540",281.09088,164.218783378601,0.0750427693128586,-93.53125,-76.1374206542969,"Cux2-CreERT2",95.8359413146972,0.224806946140249,98.1166666666667,0.0969737788851847,0.0456650000000001,10.191948360795,1.120255,-44.7812538146973,1.11661,42.1875,130,1.11618,-34.875,1.15856,-53.0000038146973,3.61218281525351
"541",130.133128,104.843787848949,0.0371695309877396,-86.4687576293945,-74.8752670288086,"Scnn1a-Tg2-Cre",87.9375053405762,0.138777955466255,119.192142857143,0.137754043741446,0.0437650000000001,8.38981476487543,1.125735,-47.21875,1.12212,24.1562519073486,230,1.121565,-41.09375,1.57173,-52.5625,3.59336884515547
"544",151.11048,228.515625,0.0570130385458469,-98.25,-75.6843872070312,"Nr5a1-Cre",91.8250022888184,0.0263349865081277,57.2909375,0.230118105559793,0.04043,17.4547676061332,1.220605,-48.71875,1.218545,34.75,59.9999961853027,1.218095,-38.65625,1.2472,-57.5625,3.23786450232875
"545",100.032672,115.781329572201,0.113775357604027,-87.84375,-75.1748199462891,"Rorb-IRES2-Cre",83.1484398841858,0.0360390730985756,110.28625,0.121212128480712,0.0734250000000001,9.06731346836074,1.18315,-43.6875038146973,1.18073,32.71875,130,1.180275,-37.34375,1.235,-53.9375038146973,3.20487887251311
"546",243.334,171.718671917915,0.0210417602211237,-100.843757629395,-81.4805679321289,"Rorb-IRES2-Cre",96.2250045776367,0.0201766758817341,69.6338461538462,0.215560161259138,0.0702200000000002,14.3608324864124,1.42388,-51.4687538146973,1.42066,40.3125038146973,50,1.42016,-38.5000038146973,1.4463,-58.6562538146973,4.22114745840253
"548",195.07008,199.375003576279,0.0103877270594239,-97.9687576293945,-76.3757705688477,"Scnn1a-Tg3-Cre",94.1500053405762,0.0229916740475,57.5034375,0.236150239017837,0.06152,17.3902647124357,1.196295,-44.5,1.19391,47.0625,50,1.193545,-32.8125038146973,1.21955,-50.8125,4.75638382584163
"549",98.831296,119.553573429585,0.168598279356956,-82.09375,-68.1433715820312,"Rbp4-Cre_KL100",95.5562545776368,0.0348404831371907,74.0158333333333,0.200632929244955,0.0490900000000001,13.5106227271192,1.212375,-46.40625,1.210835,47.5937538146973,90,1.21046,-39.625,1.28316,-53.2187538146973,3.37492997339038
"550",154.061072,226.562425494194,0.0979147925972939,-97.5937576293945,-73.2658767700195,"Rbp4-Cre_KL100",83.781254196167,0.0284554053332772,102.525,0.136880466472303,0.0684200000000001,9.75371860521824,1.196555,-45.5000038146973,1.194405,23.7500019073486,50,1.193845,-36.4062538146973,1.247725,-57.65625,2.58737842608262
"554",225.165888,162.656202912331,0.00851554609835148,-93.5,-75.2355270385742,"Rorb-IRES2-Cre",99.2250030517578,0.0179674667310913,58.6875,0.257843149096693,0.02762,17.0394036208733,1.07716,-50.40625,1.07488,42.2500038146973,130,1.07446,-39.5937538146973,1.08482,-54.5937538146973,4.1465962198828
"556",295.526688,171.25004529953,0.0251490939408541,-97.40625,-78.4160385131836,"Cux2-CreERT2",92.5052134195964,0.0455405854121962,75.4083333333333,0.151875007803099,0.0537050000000001,13.2611338269422,1.154605,-47.2812538146973,1.15115,35.2812538146973,110,1.150655,-38.5000038146973,1.186065,-53.59375,4.1923051697945
"558",152.76072,180.625081062317,0.0832769647240639,-91.0000076293945,-70.3280029296875,"Rbp4-Cre_KL100",86.7265653610229,0.0432236599634345,101.972222222222,0.170886088170944,0.0454000000000001,9.80659220920732,1.105335,-45.9062538146973,1.1032,32.6562538146973,90,1.102785,-34.71875,1.138025,-53.75,3.00014366303744
"563",142.898272,179.687470197678,0.0325120091438293,-99.1875076293945,-80.1294937133789,"Scnn1a-Tg3-Cre",91.0500045776367,0.0284172256614396,61.0526666666667,0.227150547425861,0.0379450000000001,16.3793009314362,1.13955,-54.0937538146973,1.13748,35.1875,100,1.13709,-42.28125,1.156085,-60.6562538146973,3.27833411953462
"565",127.714456,130.156129598618,0.0427862033247948,-94.0937576293945,-79.26220703125,"Nr5a1-Cre",90.5390653610229,0.178353474570218,75.043,0.104446466946574,0.0407550000000001,13.3256932691923,1.10682,-47.0625,1.104135,32.4375038146973,150,1.10363,-36.75,1.98961,-54.9062538146973,3.31307617303112
"569",257.497024,244.687616825104,0.148279145359993,-95.1875076293945,-67.9803619384766,"Ctgf-T2A-dgCre",90.3177121480306,0.0333816133003548,77.5836363636364,0.188852097130243,0.1441,12.889315928851,1.38662,-48.8125,1.38228,34.1875038146973,90,1.38178,-39.3750038146973,1.4014,-54,4.68092771350264
"572",216.749616,213.750079274178,0.0653698220849037,-94.3125076293945,-70.9606094360352,"Scnn1a-Tg2-Cre",89.0000047683715,0.0362030288764047,77.0054545454546,0.182480310921601,0.05864,12.9860930748707,1.28346,-47,1.28006,32.5000038146973,59.9999961853027,1.27958,-36.7187538146973,1.34496,-54.4375038146973,4.45577223102647
"574",204.922064,436.718881130219,0.0639035105705261,-103.312507629395,-58.3095245361328,"Rbp4-Cre_KL100",79.7109408378601,0.189233638237886,93.7166666666667,0.170120898951035,0.024975,10.6704606082163,1.08467,-50.9062538146973,1.081245,23.125,30.0000019073486,1.080635,-32.78125,1.10677,-55.34375,2.20965047743265
"578",140.227936,109.843634068966,0.188126638531685,-88.2187576293945,-75.0866622924805,"Rbp4-Cre_KL100",96.8312545776367,0.0181273967255069,77.06875,0.180681824452071,0.049725,12.9754277836347,1.124575,-48.4687538146973,1.123305,47.0000038146973,150,1.12291,-41.3750038146973,1.176575,-53.3125038146973,3.02696976894383
"579",243.38256,157.187581062317,0.0274023879319429,-95.59375,-78.2233123779297,"Scnn1a-Tg3-Cre",98.4804711341858,0.0440022494772343,73.0569230769231,0.221829278935936,0.0420400000000001,13.68795670394,1.141805,-53.40625,1.139235,39.1875038146973,130,1.13871,-41.53125,1.1511,-56.9062538146973,3.74514339950021
"580",182.229104,189.062491059303,0.0512830764055252,-97,-75.5707397460938,"Nr5a1-Cre",82.4151785714285,0.0165695667006764,61.6391666666667,0.200630260728423,0.0221500000000001,16.2234509984182,1.08333,-47.4062538146973,1.081445,31.8437519073486,130,1.08102,-35.96875,1.094285,-51.7812538146973,3.13266530006402
"583",113.789904,122.65632301569,0.141528874635696,-88.5312576293945,-74.2980117797852,"Scnn1a-Tg2-Cre",93.8250038146973,0.0258234629982385,78.1,0.162303149606299,0.05826,12.8040973111396,1.2191,-50.2187538146973,1.21648,38.0937538146973,80,1.21602,-42.4062538146973,1.28304,-59.4062538146973,4.13411092561998
"585",145.408496,159.531101584435,0.0436736829578876,-92.5312576293945,-75.1710586547852,"Rbp4-Cre_KL100",88.9947980244954,0.0249703832123373,65.9067857142857,0.218132910924442,0.0365600000000001,15.1729444724421,1.087045,-44.65625,1.084125,23.5937519073486,190,1.08339,-32.9062538146973,1.099135,-48.8437538146973,2.57946920310765
"589",330.564992,203.571513295174,0.026670441031456,-88.5312576293945,-66.6489105224609,"Scnn1a-Tg3-Cre",87.8984422683715,0.0508931889837846,64.0175,0.0833333390856543,0.03237,15.6207287069942,1.11085,-42.5625038146973,1.10799,38.8750038146973,70,1.10742,-33.8750038146973,1.122555,-46.96875,3.39098615125554
"592",245.20992,211.25003695488,0.052009716629982,-99.09375,-82.4907913208008,"Nr5a1-Cre",91.3187522888184,0.0447834448143246,71.5730769230769,0.233596825096186,0.0374050000000001,13.9717341071525,1.16951,-48.78125,1.167415,40.125,119.999992370605,1.167085,-33.5,1.187105,-56.625,3.54170620216216
"593",332.606144,208.593711256981,0.0560376010835171,-83.03125,-60.6267623901367,"Ctgf-T2A-dgCre",93.8515691757202,0.023008640936896,60.61,0.223648645417944,0.0239800000000001,16.498927569708,1.10562,-50.5312538146973,1.10278,39.46875,29.9999980926514,1.10234,-41.1875038146973,1.12964,-56.9375038146973,4.43749488474362
"594",233.829504,293.437510728836,0.0731709823012352,-97.875,-64.6614532470703,"Rorb-IRES2-Cre",89.442710240682,0.0170197336637812,45.68575,0.302980122326769,0.0405,21.8886633140531,1.157415,-44.5,1.15487,34,59.9999961853027,1.154435,-33.8437538146973,1.17474,-50.15625,3.41944095937166
"597",93.798776,145.312458276749,0.0214718915522099,-95.34375,-79.2950744628906,"Scnn1a-Tg2-Cre",88.8000030517579,0.0304625428816031,57.28625,0.215121951219512,0.0537800000000002,17.4561958585175,1.16777,-48.375,1.16526,34.78125,70,1.16485,-38.125,1.198195,-54.1875038146973,3.87780593933302
"598",170.094048,315.156310796738,0.0342812910676003,-99.8437576293945,-72.1856307983398,"Ntsr1-Cre_GN220",75.0312557220459,0.00894271502083781,52.1844444444445,0.219034621873918,0.01946,19.1627986202785,1.08392,-44.5,1.0817,28,110,1.08104,-35,1.0842,-44.7187538146973,2.24132711242421
"599",107.965952,220.781207084656,0.211056739091873,-94.1875076293945,-70.1241836547852,"Ntsr1-Cre_GN220",80.6927134195963,0.0106580756677455,39.4422916666667,0.305681836353298,0.043795,25.3534964056137,1.14684,-47.84375,1.144695,31.1875,70,1.144175,-31.8437519073486,1.166935,-49.6875,2.55338234495823
"601",112.104168,113.281257450581,0.0807848945260048,-91.4062576293945,-77.2494049072266,"Rbp4-Cre_KL100",85.0000019073486,0.0266305931090018,100.808333333333,0.119642863370933,0.07263,9.9198148301232,1.16219,-49.0625,1.15889,31.0000019073486,110,1.15843,-37.71875,1.203735,-57.34375,3.66071324297725
"605",181.749024,245.312705636024,0.119957461953163,-83.0000076293945,-65.2310028076172,"Ntsr1-Cre_GN220",78.0937538146973,0.0150098762620727,53.5364705882353,0.213888897998834,0.0655250000000001,18.6788555355338,1.454135,-50.34375,1.451385,19.53125,30.0000019073486,1.45087,-40.53125,1.491615,-57.0937538146973,2.75842848239927
"608",173.434528,188.906326889992,0.0201559867709875,-98.8125076293945,-81.2816925048828,"Rorb-IRES2-Cre",81.1687519073487,0.039438922449294,71.8569230769231,0.164285714285714,0.0453600000000001,13.9165435587813,1.12173,-52.28125,1.11996,26,90,1.119435,-40.96875,1.13824,-53.2187538146973,2.33152056821204
"612",161.915424,167.03125834465,0.0678625926375389,-89.7500076293945,-72.4311676025391,"Rorb-IRES2-Cre",99.6302140553793,0.0279520346914629,73.9795833333333,0.167217853603172,0.063885,13.5172429330164,1.189405,-46.1562538146973,1.18641,47.5000038146973,90,1.18605,-35.3750038146973,1.230255,-53.84375,4.69751712503932
"618",124.964032,85.7813283801079,0.0465083830058575,-87.9375076293945,-78.3298187255859,"Ctgf-T2A-dgCre",95.9375038146972,0.00874942301321553,108.7825,0.148711942140227,0.10988,9.19265506860019,1.50326,-50.6875038146973,1.50004,40.75,210,1.49954,-44.8437538146973,1.5348,-56.71875,4.37560218392915
"619",138.300544,164.375007152557,0.0463079325854778,-94.34375,-76.0636901855469,"Cux2-CreERT2",86.3750019073486,0.109352401956753,132.263333333333,0.111904767527331,0.0717750000000001,7.56067441215758,1.192225,-43.78125,1.18856,33.40625,90,1.18801,-32.15625,1.23695,-52.6875038146973,3.36325200959887
"620",207.647488,185.468822717667,0.0676468536257744,-98.84375,-79.0932922363281,"Rorb-IRES2-Cre",96.5416730244955,0.0260206409647016,79.5516666666667,0.225852278631087,0.0429600000000001,12.5704468793866,1.1131,-46.09375,1.11012,39.7500038146973,150,1.10962,-32.5937538146973,1.12566,-51.9687538146973,3.57013652340729
"622",133.659704,219.374895095825,0.0632189065217972,-98.53125,-75.6800003051758,"Nr5a1-Cre",76.1875026702881,0.0190914818604403,64.7967857142857,0.252984134978595,0.046875,15.4328642844938,1.188955,-51.5625038146973,1.187355,20.5625019073486,70,1.186895,-42.0937538146973,1.216455,-57.0937538146973,2.32871052575927
"626",139.463376,172.343745827675,0.166858181357384,-92.4375076293945,-72.8521041870117,"Ntsr1-Cre_GN220",89.8046913146972,0.025906509249976,93.429,0.162266361848559,0.0517350000000001,10.7033148165987,1.12877,-49.4375,1.12646,30.375,130,1.12592,-33.9375,1.1596,-53.40625,2.45581435056075
"627",190.267616,346.986591815948,0.0401627756655216,-98.34375,-71.6418075561523,"Rorb-IRES2-Cre",83.6354207992554,0.0229502288531322,52.2875,-0.0431506897043526,0.0415650000000001,19.1250298828592,1.14944,-49.0312538146973,1.147565,26.7500019073486,30.0000019073486,1.14709,-38.78125,1.179605,-55.0937538146973,2.82273307786499
"628",342.799552,160.624995827675,0.0299075189977884,-98.96875,-80.7081985473633,"Nr5a1-Cre",89.5260429382325,0.0388419782221786,81.5077272727273,0.26666667891873,0.0391900000000001,12.2687754089127,1.17048,-48.7500038146973,1.168185,30.53125,130,1.167565,-36.78125,1.2026,-54,2.68785571049653
"629",212.91936,113.125033676624,0.0203711818903685,-94.53125,-81.2334823608398,"Rorb-IRES2-Cre",86.5000038146973,0.0243390348693158,66.4614285714286,0.198670221379534,0.0430000000000001,15.0463211744728,1.17156,-52.25,1.16938,31.65625,130,1.1689,-38.9375,1.18742,-57.03125,3.45558685248587
"633",141.496464,76.8750756978989,0.0046334364451468,-93.4687576293945,-83.5178680419922,"Cux2-CreERT2",92.5312576293946,0.0148977870873844,90.02,0.16315789750459,0.08728,11.1086425238836,1.48054,-47.7187538146973,1.47824,36.6875,150,1.47772,-39.0312538146973,1.5187,-55.6562538146973,3.70304789684336
"634",111.610112,130.312532186508,0.0329664535820484,-82.3437576293945,-67.2591934204102,"Scnn1a-Tg3-Cre",91.1640691757202,0.00950730863274426,79.9181818181818,0.169609507640068,0.0640800000000001,12.512797178933,1.95282,-50.15625,1.94988,37.5625,70,1.94942,-39.15625,1.98146,-58.15625,3.92567257616349
"638",160.02456,146.249994635582,0.0350065603852272,-93.7812576293945,-78.3960266113281,"Rorb-IRES2-Cre",93.015625,0.11917859159611,122.786666666667,0.0925000052416763,0.0911850000000001,8.14420675426211,1.302465,-42.4687538146973,1.29815,43.15625,90,1.29764,-34.5,1.36192,-54.53125,4.82586838272175
"641",359.487168,217.857107520103,0.15508921444416,-89.3125,-65.5099563598633,"Ctgf-T2A-dgCre",95.1937538146973,0.0562160499964749,58.2925,0.25,0.0220800000000001,17.1548655487413,1.16848,-50.71875,1.16578,40.6875,40,1.16536,-41.7500038146973,1.20676,-55.5000038146973,4.35152353559209
"643",183.174256,195.000037550926,0.0501077026128769,-98.0000076293945,-76.7340316772461,"Rorb-IRES2-Cre",98.3593778610229,0.0286463871499541,64.1967857142857,0.24776537810083,0.0557800000000002,15.5771038825931,1.146705,-46.9375038146973,1.14449,47.6562538146973,70,1.14413,-34.46875,1.165255,-52.4687538146973,4.21718782098238
"646",100.855432,75.6250023841858,0.208229541778564,-78.84375,-70.3271865844727,"Rbp4-Cre_KL100",91.9125038146973,0.061132939667276,127.561428571429,0.144066040294002,0.0499850000000002,7.83936030819882,1.138085,-42.75,1.135895,42.0000038146973,209.999984741211,1.135505,-39.15625,1.188855,-53.3750038146973,3.6039451916547
"651",305.580096,181.249991059303,0.0185740925371647,-95.34375,-75.0998992919922,"Scnn1a-Tg3-Cre",100.462501525879,0.299873232107749,108.91,0.0785526377574887,0.04457,9.18189330639978,1.109425,-46.2187538146973,1.10614,46.5625,110,1.105655,-32.125,1.127505,-49.03125,3.98555621875442
"652",264.56688,202.50004529953,0.0303479786962271,-90.03125,-71.718620300293,"Rorb-IRES2-Cre",88.1875038146972,0.028788475815327,77.1545833333333,0.184251981468917,0.0566550000000001,12.9609928120494,1.303105,-45,1.29959,20.4062519073486,60.0000038146973,1.299005,-38.0000038146973,1.336895,-54,3.48236869735846
"653",292.185408,215.312495827675,0.0222956389188766,-96.9687576293945,-75.3039245605469,"Nr5a1-Cre",96.5520846048991,0.124168573312338,100.997777777778,0.0801075268817204,0.0409000000000002,9.90120794736956,1.106405,-50.9375,1.10425,45.34375,70,1.103785,-40.5,1.121575,-55.34375,3.96295005721565
"655",139.463376,172.343745827675,0.166858181357384,-92.4375076293945,-72.8521041870117,"Ntsr1-Cre_GN220",89.8046913146972,0.025906509249976,93.429,0.162266361848559,0.0517350000000001,10.7033148165987,1.12877,-49.4375,1.12646,30.375,130,1.12592,-33.9375,1.1596,-53.40625,2.45581435056075
"656",161.91344,348.437339067459,0.152092039585114,-95.15625,-71.2270584106445,"Rorb-IRES2-Cre",82.1666711171468,0.0429870482885677,79.42375,0.264285714285714,0.0294000000000001,12.5906923306945,1.110735,-53.3437538146973,1.108425,23.0000019073486,50,1.107875,-42.03125,1.151485,-57.5625038146973,2.74371666566646
"657",116.010432,115.625075995922,0.0224851034581661,-82.1562576293945,-69.5698165893555,"Ntsr1-Cre_GN220",90.1062545776367,0.219488410471832,66.6549999999999,0.109722214546852,0.0307650000000002,15.0026254594554,1.09262,-46.09375,1.090425,29.1250019073486,290,1.08978,-32.0937538146973,1.09267,-46.1562538146973,2.02955150242
"665",256.575312,181.250125169754,0.031475555151701,-92.7187576293945,-75.1774063110352,"Scnn1a-Tg3-Cre",104.312503814697,0.0794005506300806,45.055625,0.167357913728697,0.018035,22.1947869994035,1.065605,-52,1.062905,47.0312538146973,180,1.062475,-40.125,1.0741,-53.7812538146973,4.43597062201417
"666",462.096832,413.437455892563,0.090062290430069,-103.000007629395,-68.5833206176758,"Ctgf-T2A-dgCre",99.5562530517579,0.00852896340518281,26.0156756756757,0.269980314384391,0.0140200000000001,38.4383635645868,1.14772,-52.15625,1.14548,38.2500038146973,20,1.14498,-42.9375038146973,1.17122,-54.9375038146973,3.2085565206005
"670",180.1348,231.081172398158,0.0272550601512194,-96.6875,-78.2009353637695,"Cux2-CreERT2",88.6484394073486,0.21236905145144,175.191666666667,0.100645584272399,0.10397,5.70803405793654,1.26598,-45.0625,1.261605,33.59375,70,1.261075,-33.0625038146973,1.32212,-55.34375,4.11490052703594
