"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"530",0.0174704844352,73.1373076923,0.171392333709,1.184735,9.37526333333,1.028378,-49.53125,-54.1875025431,-65.6375015259,144.421056,0.044665,1.180345,9.369865,1.023391,18.5625019073,24.4791679382,16.6812511444,87.812460959,0.0859573483467,1.149124,-77.03125,270,208.791656494,830,1.179825,9.36942166667,1.023039,-31.40625,-34.2604166667,-36.4687515259,1.18984,9.37878833333,1.149124,-52.0312538147,-55.6979192098,-77.0312515259,3.60273274504,4.10890911433,2.00491944213,-85,-76.0933303833,"Htr3a-Cre_NO152",82.3187526703,13.6729123829
"536",0.0665747129799,72.7015384615,0.285459940653,1.05932,4.05799,1.026092,-46.5,-47.90625,-55.9812538147,397.379712,0.01352,1.05716,4.05603,1.02368,16,25.4218759537,25.2875007629,243.906363845,0.0763629674911,1.434804,-75.1125045776,90,75.625,340,1.05668,4.05553,1.02326,-37.7812538147,-36.765625,-47.0250030518,1.079,4.05823,1.434804,-48.09375,-48.0468788147,-75.1125045776,2.98291006527,2.73371841967,2.84130880887,-99.96875,-74.2015075684,"Chat-IRES-Cre-neo",81.2687545776,13.7548671068
"543",0.156469951272,13.8525,0.396501182033,1.040935,10.92467,1.024107,-62.4062538147,-61.9479166667,-64.2,175.045392,0.009345,1.040145,10.92386,1.023347,14.46875,19.5208346049,22.55,139.531254768,0.160879477859,1.51664,-75.1437515259,210,247.583333333,590,1.03984,10.9235283333,1.023058,-41.21875,-34.75,-48.9500022888,1.040985,10.9246933333,1.51664,-62.5625038147,-62.0937512716,-75.1437515259,1.38889057475,1.23402792437,1.45292153105,-90.71875,-74.6727905273,"Sst-IRES-Cre",86.75,72.1891355351
"551",0.000201052531739,60.9253333333,0.2185,1.71486,4.40534666667,1.024932,-50.8437538147,-52.3437525431,-53.2312538147,158.9856,0.07564,1.71248,4.40204666667,1.023504,32,31.7187519073,35.2437522888,166.562497616,0.0285468827933,1.036868,-63.0500045776,90,84.5416666667,390,1.71208,4.40162666667,1.023172,-31.5,-32.4270833333,-36.6250007629,1.72098,4.41150666667,1.036868,-55.7812538147,-56.739587148,-63.0500045776,3.43257243093,3.40825540581,2.67455395575,-79.0937576294,-61.3519248962,"Nkx2-1-CreERT2",88.4750061035,16.4135335055
"553",0.0121442130047,20.5891666667,0.331183749248,1.07936,3.362985,1.02495916667,-51.3125038147,-51.5104179382,-51.604168574,300.860736,0.010985,1.077515,3.360345,1.02334916667,16.8125019073,21.1770846049,22.5260426203,287.343740463,0.0848578065634,1.53606,-69.3541692098,30.0000019073,58.5000012716,240.000015259,1.07711,3.35988666667,1.02302916667,-45.8437538147,-35.9687512716,-44.9062531789,1.09194,3.36865333333,1.53606,-53.5000038147,-52.4479179382,-69.3541704814,2.86133195392,3.0222321756,2.89937136855,-100.40625,-68.8796081543,"Htr3a-Cre_NO152",74.1302111944,48.5692313919
"555",0.0305344709954,9.65333333333,0.381479758027,1.03928,12.754555,1.023999,-55.8125,-45.1145833333,-56.9062522888,192.310912,0.011,1.038615,12.7535333333,1.023351,10.84375,2.25000003974,21.2875003815,100.937500596,0.0239616632462,1.668758,-83.4562515259,260,293.291666667,680,1.03831,12.753105,1.023089,-31.65625,-24.0937512716,-41.7625015259,1.03931,12.7547466667,1.668758,-55.90625,-45.3020846049,-83.4562515259,1.23677206179,0.902975085138,1.36182654347,-99.46875,-82.9141769409,"Pvalb-IRES-Cre",78.1937526703,103.591160221
"560",-0.0496944984393,70.9369230769,0.255779919836,1.6502,13.7987333333,1.028988,-46.8750038147,-48.7395833333,-65.3312530518,95.661408,0.07454,1.64776,13.7953866667,1.023448,20.90625,18.916668574,21.8000007629,80.6251466274,0.0181947629899,1.350528,-79.6812530518,370,319.375,989.999938965,1.64728,13.7949133333,1.023096,-40.2500038147,-38.5937525431,-43.5562522888,1.65572,13.8034333333,1.350528,-49.78125,-51.3750025431,-79.6812530518,3.16321164893,3.57043441258,2.32143583033,-89,-79.0847549438,"Chat-IRES-Cre-neo",87.1312538147,14.0970309484
"566",0.0184007740691,46.27575,0.563392880304,1.097425,5.871155,1.02426833333,-60.9687538147,-56.8020846049,-61.848962148,249.251248,0.031335,1.096555,5.87001166667,1.02338,25.5000019073,19.3229173024,26.3072923024,207.65632391,0.146811291575,1.20969416667,-74.3750063578,70,121.208323161,610,1.096185,5.86955333333,1.02302166667,-36.28125,-25.3125012716,-42.8333346049,1.09751,5.87134166667,1.20969416667,-61.0625038147,-56.9791692098,-74.3750063578,1.30555077148,1.06142659347,1.38996744372,-96.9687576294,-73.3074264526,"Sst-IRES-Cre",88.1562544505,21.6095903362
"567",0.00647752271476,15.2258461538,0.75,1.031865,3.2293375,1.024101,-65.3125076294,-60.171875,-63.7937515259,282.994112,0.005535,1.03098,3.22834,1.023189,38.96875,40.7500038147,40.9937507629,245.31249702,0.0296181812882,1.538842,-72.8687515259,130,55.1874980927,330,1.030655,3.228005,1.022907,-49.3125038147,-44.78125,-48.0250007629,1.03195,3.229465,1.538842,-65.4375,-60.4375,-72.8687515259,2.07907445752,2.04918102964,2.13863766089,-92.40625,-72.5818023682,"Sst-IRES-Cre",104.787502289,65.6777948428
"573",0.0212711487515,50.1411111111,0.45406626506,1.08768,3.71755333333,1.02451,-64.7812576294,-62.9791704814,-65.8671913147,315.241184,0.01926,1.08652,3.71628666667,1.023415,38.3125038147,31.5208333333,39.1953144073,234.218791127,0.0632673725486,1.424395,-73.9375038147,90,67.4166666667,440,1.08616,3.7159,1.02308,-45.53125,-46.7187512716,-47.421877861,1.08768,3.71772666667,1.424395,-64.7812576294,-63.1458358765,-73.9375038147,2.41548431574,2.33332503483,2.48985342612,-97.5937576294,-73.0428314209,"Sst-IRES-Cre",105.062505722,19.943714406
"588",-0.0535960206169,52.2697222222,1.37697381579,1.240775,8.66674,1.024025,-61.375,-54.875,-60.2656269073,324.972512,0.023395,1.240105,8.66602,1.0233875,15.6875009537,18.8645852407,25.2656259537,194.531053305,0.0784129947424,1.3792225,-80.46875,150,191.125,0,1.239765,8.66567666667,1.023095,-45.28125,-34.6354179382,-49.078125,1.240805,8.666765,1.3792225,-61.5312538147,-54.9687512716,-80.46875,1.28862501535,1.23457492856,1.38914872421,-100.65625,-80.6183547974,"Pvalb-IRES-Cre",85.531252861,19.1315346148
"590",0.0230517520741,49.9884210526,0.360044642857,1.11248,3.59467,1.02474,-57.0937538147,-58.0312538147,-60.6125030518,272.594112,0.03302,1.11116,3.59351,1.023564,21.375,31.421875,28.3562511444,232.031315565,0.0807148590684,1.683512,-71.1062515259,70,64.3124980927,580,1.11072,3.59305,1.023152,-39.9375038147,-38.6562519073,-43.2625030518,1.11262,3.59481,1.683512,-57.2812538147,-58.1250019073,-71.1062515259,1.88250579395,1.77112910762,1.86344821798,-97.3125,-70.6153488159,"Sst-IRES-Cre",88.9687541962,20.0046326518
"595",0.0312061619278,28.595,0.452789706329,1.12888,2.34681166667,1.024235,-58.0000038147,-59.4687538147,-60.1750038147,301.899872,0.018165,1.127945,2.34594,1.023373,24.5000019073,35.46875,27.8937511444,328.125,0.0192732177675,1.758652,-66.4187545776,30.0000019073,33.1249993642,330,1.12756,2.345535,1.023021,-42.2500038147,-42.9583358765,-42.5062522888,1.1289,2.34687333333,1.758652,-58.1250038147,-59.5833358765,-66.4187545776,1.5586868492,1.51993088621,1.49143985031,-102.65625,-64.7194137573,"Htr3a-Cre_NO152",88.0687549591,34.9711488022
"607",0.0424074547861,50.5042105263,0.296359743041,1.14568,2.52822,1.024488,-48.8125,-47.0312525431,-53.5250030518,340.244064,0.01814,1.1441,2.52630666667,1.023376,43.5000038147,45.5000012716,43.0750022888,363.593697548,0.148001074791,1.365436,-65.5750015259,40,37.6666666667,310,1.1437,2.52589333333,1.023052,-37.5625,-36.4062512716,-40.0250007629,1.16444,2.55296666667,1.365436,-53.0000038147,-51.8229192098,-65.5750015259,3.38395769035,3.94359030606,2.53061651547,-105.281257629,-64.9419174194,"Htr3a-Cre_NO152",96.6000053406,19.8003293107
"610",0.00342587053042,16.3288333333,0.916071428243,1.044145,8.53784833333,1.023586,-64.65625,-62.4375038147,-65.2437515259,135.434912,0.01156,1.04339,8.53716333333,1.022889,14,19.0625012716,16.9625007629,128.906175494,0.0333370417356,1.417368,-76.7500030518,170,187.875,509.999969482,1.043095,8.53684333333,1.022624,-41.8125,-41.1666679382,-47.0750030518,1.044225,8.53788833333,1.417368,-64.84375,-62.520837148,-76.7500030518,1.26784118682,1.17711676778,1.28375751421,-99.7500076294,-75.9636688232,"Pvalb-IRES-Cre",82.2062522888,61.2413624162
"613",0.107473087131,13.88,0.670603764971,1.05602,6.03288,1.02414666667,-54.40625,-49.6562512716,-56.4218769073,263.33368,0.01508,1.0552,6.03170666667,1.02337666667,23.4687519073,15.6562503179,31.0572932561,166.09378159,0.0261067450047,1.15440666667,-75.364587148,130,125.291664124,460,1.05484,6.03126,1.02306666667,-33.90625,-30.1354179382,-41.8125025431,1.05608,6.03328666667,1.15440666667,-54.4375038147,-49.8437525431,-75.364587148,1.42049879182,1.28879433409,1.51524625074,-92.28125,-74.4759140015,"Nkx2-1-CreERT2",87.4791701635,72.0461095101
"614",0.0448223385598,43.5209090909,0.546721311475,1.09288,2.16643333333,1.02452666667,-57.7812538147,-59.4687538147,-58.9375038147,510.781248,0.0209,1.09192,2.16514,1.02346,25.71875,14.1875009537,19.0104179382,310.468673706,0.086641125381,1.59847333333,-73.5208358765,50,28.625,370,1.09154,2.16471333333,1.02310666667,-38.8750038147,-44.5937512716,-40.4687525431,1.09292,2.1666,1.59847333333,-57.90625,-59.6875025431,-73.5208358765,1.67034722134,1.9159450905,1.71787426392,-100.5,-71.5606994629,"Chrna2-Cre_OE25",77.9479217529,22.9774611994
"617",0.00192192795293,13.7044366197,0.683258876585,1.03923,12.22719,1.023775,-54.8125038147,-56.708337148,-60.851565361,110.670464,0.01356,1.038545,12.2265716667,1.02320625,11.8125009537,20.9687512716,24.2812519073,78.4374624491,0.0179715771228,1.3092575,-78.7187538147,310,280.166666667,585,1.038275,12.226295,1.02299125,-31.5,-30.5520846049,-43.6875019073,1.039265,12.22725,1.3092575,-54.9062538147,-56.8125038147,-78.7187538147,1.27846160373,1.19174745774,1.38475790994,-87.3750076294,-78.4837493896,"Htr3a-Cre_NO152",85.1328172684,72.9690703638
"623",0.0108590645751,52.0844444444,0.236583936926,1.361505,4.483705,1.027445,-50,-52.0000019073,-56.6406262716,198.45928,0.016285,1.358025,4.47898,1.02343166667,16.34375,20.328125,29.567709287,152.812540531,0.0303231067955,1.26418083333,-67.2500012716,100,86.4375,440,1.357475,4.4784725,1.02308166667,-34.8125038147,-35.0312519073,-40.8906262716,1.36801,4.49038,1.26418083333,-53.5,-55.1562519073,-67.2500012716,2.44398416297,3.01075259145,2.53467006361,-83.59375,-66.510597229,"Htr3a-Cre_NO152",86.2083355586,19.1995904087
"624",0.00999083140637,22.2632926829,0.641293686581,1.15321,12.061205,1.023939,-67.40625,-59.1354179382,-68.3875015259,119.377832,0.027555,1.152455,12.06024,1.023146,15.65625,13.7291666667,17.7750003815,105.156324804,0.0372542142868,1.47963,-77.8500015259,220,276,570,1.152155,12.0599033333,1.022872,-44.65625,-36.8645833333,-48.1875007629,1.153235,12.0612683333,1.47963,-67.53125,-59.2604166667,-77.8500015259,1.37719290547,1.40739590358,1.40589312661,-99.1875,-77.0609741211,"Pvalb-IRES-Cre",86.1625019073,44.9169857416
"630",0.184095859715,78.5966666667,0.356932773109,1.17338,6.23983833333,1.02453375,-55.71875,-54.8958346049,-60.3671884537,318.976576,0.051595,1.17225,6.23876333333,1.02345375,18.1875,19.7708339691,25.2187509537,203.90625298,0.0408348329365,1.5955325,-76.0625,90,130.458335876,520,1.17188,6.238325,1.02311125,-36.1875,-31.3333346049,-44.5937509537,1.173675,6.23992333333,1.5955325,-55.90625,-55.0312525431,-76.0625,1.59851245588,1.2850622274,1.64651237471,-98.0937576294,-75.6354217529,"Sst-IRES-Cre",85.5859394073,12.7231858857
"635",0.0270556197493,79.5216666667,0.161611374408,1.03442,6.55337333333,1.024664,-53.28125,-49.7604179382,-53.0500030518,220.72056,0.00616,1.03324,6.55216666667,1.023536,43.3437538147,49.0416679382,50.8687515259,147.343829274,0.0674173012376,1.629752,-76.9375030518,130,138.291666667,260,1.03282,6.55172666667,1.02316,-49.84375,-42.9791679382,-53.4625038147,1.03444,6.55338,1.629752,-53.3125038147,-49.7708333333,-76.9375045776,2.90765609183,2.56267427576,2.86411858329,-93.1562576294,-76.0901794434,"Chat-IRES-Cre-neo",103.918754578,12.5751891518
"636",0.0046938591805,38.72,0.521195652174,1.084725,4.867715,1.02456,-59.1875,-57.328125,-62.0500015259,294.821152,0.031275,1.0835,4.86636,1.023394,20.34375,19.8125009537,24.2500007629,187.656208873,0.136457264423,1.439806,-79.7625,90,96.1875,244,1.08309,4.8659075,1.023042,-31.1562519073,-29.625,-43.65,1.084815,4.8679275,1.439806,-59.34375,-57.5000019073,-79.7625,1.57099953809,1.46527709283,1.77185643846,-99.0625,-79.2035446167,"Sst-IRES-Cre",86.3000022888,25.826446281
"637",-0.0250006163244,27.1840277778,0.760072823131,1.69447,12.5974166667,1.023817,-54.9687538147,-53.2604192098,-60.2125038147,98.610328,0.013205,1.693705,12.59662,1.023215,16,18.8125,33.0812515259,84.375038743,0.0347299464047,1.235076,-73.6625015259,300,289.375,480,1.69338,12.596275,1.022965,-32.375,-30.9479173024,-44.9187515259,1.694505,12.59754,1.235076,-55.0937538147,-53.4687525431,-73.6625015259,1.24252225221,1.2504334035,1.43805476134,-82.6562576294,-73.9697494507,"Pvalb-IRES-Cre",93.2937553406,36.7863073189
"640",0.00708051181258,37.2956,0.535335689046,1.08889,3.65471333333,1.02397,-64.875,-63.8229179382,-65.5875,189.708464,0.027645,1.08812,3.65391333333,1.023254,34.5,35.625,36.225,204.374998808,0.281629174948,1.57444,-72.3187515259,90,65.7916666667,580,1.087765,3.65354,1.022935,-38.53125,-36.7604192098,-45.9562507629,1.08892,3.65475833333,1.57444,-65.0000076294,-63.9375,-72.3187515259,1.31448972192,1.34018026862,1.42967090052,-96.21875,-72.1406173706,"Sst-IRES-Cre",101.8125,26.8128143802
"642",0.0077455899658,30.8896774194,0.399055191236,1.068695,7.91220166667,1.024005,-63.71875,-63.708337148,-67.7343826294,160.450272,0.020865,1.06796,7.911465,1.02329,23.5000019073,32.2708346049,34.5937519073,137.031286955,0.127823576331,1.715065,-74.6406288147,160,172.291666667,560,1.06764,7.91113166667,1.0230075,-37,-34.8437512716,-42.1250038147,1.068725,7.91221666667,1.715065,-63.84375,-63.7708346049,-74.6406288147,1.41578869071,1.40058879917,1.58111192371,-90.8750076294,-72.8742828369,"Sst-IRES-Cre",102.328134537,32.3732742956
"644",0.00879903622228,45.4195238095,0.37347742098,1.258995,4.89014666667,1.024631,-59.5312538147,-61.5833358765,-64.19375,173.9668,0.04263,1.257775,4.88876,1.023521,32.6562538147,37.9479192098,31.0187519073,212.499886751,0.274229347706,1.373265,-74.2125045776,90,96.7083333333,610,1.25737,4.88836,1.023179,-42.34375,-41.708337148,-48.0187522888,1.25905,4.89039666667,1.373265,-59.6250038147,-61.8854204814,-74.2125045776,2.14101512756,2.44026517214,2.06676826086,-97.4687576294,-73.6112442017,"Sst-IRES-Cre",95.2125019073,22.0169635462
"647",0.00330072503969,19.1214705882,0.792293831381,1.76827,15.0732383333,1.024037,-55.6562538147,-55.3750025431,-63.2937538147,140.16848,0.0135,1.7671,15.07213,1.023251,9.46875,12.5104173024,29.4375011444,80.62492311,0.0221640095115,1.465079,-81.4000015259,310,351.291666667,462,1.76671,15.0717366667,1.022955,-39.2187538147,-31.4479192098,-46.1562522888,1.768415,15.0734733333,1.465079,-55.8125038147,-55.6354192098,-81.4000015259,1.48061877648,1.21183758936,1.55387776654,-100.156257629,-80.1982574463,"Pvalb-IRES-Cre",92.7312549591,52.2972328611
"648",0.324858079475,31.2675,0.0881493506494,1.163055,4.829315,1.024288,-56.78125,-50.5833346049,-58.4625038147,257.175168,0.02668,1.162135,4.82840333333,1.023468,27.3125,23.9791666667,29.2375015259,258.281290531,0.00630711810663,1.631453,-72.2437515259,70,95.2083307902,92,1.161785,4.82801833333,1.023148,-44.4375,-38.0729166667,-47.5187530518,1.16318,4.83935,1.631453,-56.8437538147,-51.2083358765,-72.2437515259,1.79592868602,1.58175980648,1.77867599748,-98.3750076294,-71.561668396,"Htr3a-Cre_NO152",87.7000053406,31.9820900296
"654",0.0212807292508,12.2414285714,0.51999994873,1.035875,11.98376,1.0238675,-62.4062538147,-57.3229166667,-61.8593775431,121.162568,0.00885,1.035275,11.983005,1.02321333333,11.5937509537,10.0000003179,15.5781259537,111.250080168,0.00985852256417,1.35000416667,-73.0885467529,249.999984741,274.083333333,540,1.035,11.9826983333,1.02298083333,-38.125,-32.1666673024,-46.6458365122,1.035895,11.9838516667,1.35000416667,-62.4687538147,-57.4583346049,-73.0885480245,1.15759095374,1.16986745695,1.40578805563,-93.3125,-72.4832229614,"Pvalb-IRES-Cre",77.4375034968,81.6898121134
"660",0.0021211152801,11.1454494382,1.36092443012,1.032725,10.7505066667,1.02415,-53.28125,-42.3541679382,-59.265625,235.058752,0.006135,1.03177,10.74919,1.02324583333,-1.90625,-11.8125003179,4.75000015895,205.624997616,0.0468744002283,1.18979416667,-64.2239602407,130,243.25,130,1.031485,10.7486666667,1.022985,-33.28125,-30.0520833333,-42.0833346049,1.032805,10.7505466667,1.18979416667,-53.4375,-42.4479166667,-64.2239602407,1.42203819524,1.00629936405,1.47844469751,-87.125,-63.8540267944,"Pvalb-IRES-Cre",64.0156251589,89.7227164813
"661",0.00561773403088,18.0111111111,0.781225283468,1.04068,8.426665,1.024098,-54.9062538147,-54.9687525431,-54.8625015259,143.034544,0.010855,1.039945,8.42592166667,1.023294,33.5312538147,34.7395846049,30.01875,103.080354631,0.127682700753,1.377402,-68.525,220,185.125,220,1.039645,8.42560166667,1.023014,-33.65625,-30.1979173024,-36.48125,1.040715,8.42672333333,1.377402,-55.09375,-55.0833346049,-68.525,1.55539775517,1.46273816935,1.5878005789,-79.03125,-68.0096206665,"Pvalb-IRES-Cre",84.8812515259,55.5212831585
"662",0.00530148594828,20.4194791667,0.831349226791,1.053435,8.86389833333,1.024141,-58.46875,-53.6041704814,-59.9125030518,177.422192,0.015385,1.052545,8.86269833333,1.023305,20.09375,11.364584287,28.3000011444,135.312393308,0.0552352815866,1.529222,-76.6812530518,150,196.041666667,550,1.05221,8.86226,1.023024,-35.34375,-29.7395852407,-44.9875022888,1.053545,8.864115,1.529222,-58.5937538147,-53.739587148,-76.6812530518,1.5094790235,1.25748458402,1.77701855771,-99.9375076294,-76.0004272461,"Pvalb-IRES-Cre",88.2125041962,48.9728455774
"663",-0.00177029672491,40.7291666667,0.213157894737,1.14998,3.15238666667,1.024436,-53.6250038147,-53.7187512716,-56.2187515259,228.66904,0.00784,1.14858,3.1511,1.023412,38.53125,39.6666666667,42.4187515259,190.624803305,0.0119391381741,1.038428,-64.0562507629,70,53.25,239.999984741,1.1482,3.15072,1.0231,-38.53125,-37.5312512716,-41.3812530518,1.15524,3.1599,1.038428,-56.3750038147,-57.7291692098,-64.0562507629,2.5672498613,2.63901517386,2.41057233492,-83.7812576294,-59.8839569092,"Nkx2-1-CreERT2",98.6375030518,24.5524296675
"664",0.0531279764197,8.77375,0.0430285723424,1.03939,17.3718066667,1.024238,-58.0625,-53.4479204814,-58.3812522888,193.344608,0.008265,1.03856,17.3705633333,1.023408,23.7812519073,9.17708349228,29.0187519073,166.718676686,0.230507269502,1.58842,-72.96875,140,408.749979655,340,1.038255,17.370095,1.023107,-42.4687538147,-41.2083333333,-48.0625038147,1.03941,17.371985,1.58842,-58.0937538147,-53.5625038147,-72.96875,1.78103919296,1.71019256891,1.77629621719,-90.9062576294,-72.0361251831,"Htr3a-Cre_NO152",87.4000041962,113.976349907
"668",0.000943977306649,9.585,1.00070296524,1.95154,19.543765,1.02401333333,-61.2187538147,-57.8437525431,-65.8177108765,90.62504,0.261185,1.950765,19.5429283333,1.02334583333,0,7.08333349228,12.1875006358,54.5313283801,0.031324185431,1.42596,-81.5989634196,550,463.041687012,0,1.950405,19.5426066667,1.0230725,-36.4062538147,-36.7291679382,-53.0572942098,1.951615,19.5438916667,1.42596,-61.34375,-58.020837148,-81.5989634196,0.960085556486,1.28565921998,1.36474011426,-87.9062576294,-81.3541107178,"Pvalb-IRES-Cre",78.0052115122,104.329681794
"671",0.0393160205501,58.2425,0.269683908046,1.1332,4.28827333333,1.0247,-54.7500038147,-55.5208346049,-56.1250030518,172.653536,0.04118,1.13212,4.28706666667,1.023536,40.5,41.3958358765,40.3125015259,149.218559265,0.207872197032,1.241672,-74.2687530518,90,81.625,750,1.13172,4.28664666667,1.023128,-42.6875,-42.0000038147,-47.5125030518,1.13322,4.28832666667,1.241672,-54.7812538147,-55.5833346049,-74.2687530518,2.26973551769,2.34684718372,2.37637355912,-90.84375,-73.4568405151,"Chrna2-Cre_OE25",96.4375045776,17.1695926514
"674",0.109238073116,152.815,0.201339290008,1.03838,8.07312333333,1.024294,-48.3750038147,-44.1875025431,-50.3062515259,179.405712,0.00798,1.037315,8.07135333333,1.023306,39.5,44.3854192098,43.9375015259,162.500083447,0.0564269684255,1.687517,-68.9812515259,170,176.291666667,360,1.03702,8.07102166667,1.023042,-41.09375,-38.9062512716,-45.3500015259,1.048595,8.08135333333,1.687517,-51.5000038147,-50.6562525431,-68.9812530518,3.03260546373,3.80114666242,2.8928666888,-86.40625,-68.185256958,"Htr3a-Cre_NO152",94.2437530518,6.54386022315
"677",0.00392881871419,23.0447619048,0.803875968992,1.07636,3.6482,1.0259,-49.6562538147,-57.0937538147,-57.5312538147,412.892288,0.02122,1.07402,3.64658,1.02346,-1.87500011921,8.06250095367,4.50000047684,284.062385559,0.077246196568,1.51038,-70.6562576294,70,65.625,400,1.07348,3.6461,1.023,-33,-29.90625,-35,1.077,33.09534,1.51038,-50.09375,-69.5312576294,-70.6562576294,2.10234991609,1.3283300904,1.89234214396,-91.75,-70.5716781616,"Chrna2-Cre_OE25",62.0312542915,43.3938091499
"682",0.00759860100272,24.254,0.382142872537,1.07491,4.97870833333,1.025528,-52.0312538147,-49.0104179382,-57.7312515259,292.972032,0.02301,1.073005,4.97642333333,1.023406,28.75,23.4479166667,9.43125019073,240.625008941,0.133915573359,1.057903,-67.6062530518,90,98.9166666667,360,1.072475,4.975825,1.022981,-32.46875,-31.5312506358,-33.24375,1.074915,4.98155333333,1.057903,-52.09375,-49.4166679382,-67.6062530518,2.16049748217,2.03585797963,1.77344231261,-92.875,-66.4022827148,"Htr3a-Cre_NO152",67.1625017166,41.2303125258
"685",-0.000115878923358,13.1805172414,0.804908080472,1.917515,24.58707,1.023878,-56.15625,-60.5104204814,-64.4062515259,59.547116,0.229105,1.91689,24.5864716667,1.023307,12.8750009537,18.8958339691,24.2562511444,36.8750393391,0.0624788701534,1.209065,-78.1125045776,720,589.166666667,1030,1.916615,24.5861966667,1.023062,-30.6875019073,-35.0833333333,-46.6937538147,1.91752,24.5871116667,1.209065,-56.2500038147,-60.6354204814,-78.1125045776,1.11936745489,1.14866673392,1.21379638988,-89.21875,-77.294883728,"Pvalb-IRES-Cre",88.6625026703,75.8695566863
"691",0.0160351715621,32.6588333333,0.72316523189,1.059165,10.6263833333,1.024029,-60.0625,-59.0104179382,-61.9625030518,110.886216,0.01531,1.058475,10.62564,1.023325,14.4062509537,17.0937519073,20.8000015259,100.468829274,0.0518363006413,1.184064,-71.0562515259,200,240.125005086,460,1.058185,10.625285,1.023042,-40.9687538147,-35.4895858765,-46.9062507629,1.0592,10.6264283333,1.184064,-60.1562538147,-59.177087148,-71.0562515259,1.32108033341,1.10840816681,1.35649267711,-81.3437576294,-70.4083404541,"Sst-IRES-Cre",82.7625045776,30.61958735
"696",0.0532386912143,67.3628571429,0.180524864424,1.11892,2.1828675,1.02446166667,-56.0937538147,-54.2500038147,-56.4895846049,295.840128,0.020765,1.117655,2.1815825,1.023295,26.3125019073,27.7812509537,28.8125019073,319.866210222,0.0311772804707,1.65513666667,-65.3020858765,30.0000019073,29,93.3333333333,1.117175,2.181025,1.022845,-47.9687538147,-46.7500019073,-47.208337148,1.118985,2.2164,1.65513666667,-56.2187538147,-55.1406269073,-65.3020858765,1.99761866706,2.02644741969,2.06868804223,-100.90625,-64.980506897,"Sst-IRES-Cre",85.3020865122,14.844976036
"706",0.017474203386,82.5918181818,0.153277569867,1.76001,8.783055,1.02830833333,-55.5312538147,-55.770837148,-63.6718762716,128.474336,0.03166,1.75658,8.77876666667,1.0233075,9.50000095367,14.5104176203,15.630209287,96.0937142372,0.0173782221973,1.40831583333,-71.6875038147,200,193.916666667,660,1.756115,8.77832166667,1.02298,-38.4375,-35.9583346049,-43.942712148,1.76528,8.78773833333,1.40831583333,-58.78125,-58.0208346049,-71.6875038147,3.22595192113,3.3174060475,2.50935501855,-82.09375,-70.9221343994,"Htr3a-Cre_NO152",79.3020855586,12.1077368438
"711",0.173745106341,77.0542857143,0.268992248062,1.0743,4.94438666667,1.02438,-49.53125,-44.9583346049,-51.187502861,375.87616,0.02048,1.07292,4.94264,1.02319,42.84375,36.6458346049,40.9531269073,220.156356692,0.0757536515594,1.6704,-69.3750019073,90,98.125,489.999969482,1.07254,4.94222666667,1.02285,-37.90625,-36.3020858765,-40.1953144073,1.9012,4.95628666667,1.6704,-51.0625038147,-48.8645858765,-69.3750019073,3.34845815454,3.82117108932,3.1152520669,-93.1562576294,-68.2027053833,"Htr3a-Cre_NO152",92.1406297684,12.9778634729
"712",0.257162987318,21.29,0.0682539711013,1.07082,5.53119166667,1.024039,-56.15625,-51.2500025431,-54.4375022888,180.518336,0.020795,1.069855,5.52995833333,1.023256,40.59375,37.6354179382,45.1125030518,109.687462449,0.036167435348,1.317796,-77.6562545776,130,112.70833079,560,1.069565,5.52963666667,1.023017,-41.9062538147,-35.2395846049,-47.0250022888,1.070825,5.54566666667,1.317796,-56.1875038147,-52.8333358765,-77.6562545776,2.75788807531,2.78024970706,3.01739460574,-90.5937576294,-76.8645782471,"Htr3a-Cre_NO152",99.5500053406,46.9704086426
"715",0.0542311420998,108.42,0.264670687806,1.184165,6.23734166667,1.024802,-51.375,-51.9791692098,-55.8750030518,183.381344,0.0486,1.18255,6.23574166667,1.023393,37.875,37.0312525431,35.89375,189.06250596,0.11237899214,1.562677,-75.2750045776,110,130.333335876,510,1.18211,6.23526,1.022995,-38.3125038147,-36.9583333333,-45.2625007629,1.184395,6.23751666667,1.562677,-51.53125,-52.1145858765,-75.2750045776,2.83094609295,2.57479334184,2.7052080263,-96.0625,-74.3197021484,"Sst-IRES-Cre",91.7687530518,9.22339051835
