"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","binary_neuron"
"416",3.4276466667,-60.6562538147,3.42636,34.020837148,85.625,3.4259,-43.270837148,3.42772,-60.7500025431,2.1293793087,94.6770909627,"Inhibitory"
"417",8.7183866667,-46.4791692098,8.71604,45.1145858765,217.874989828,8.71552,-40.2708346049,8.7610333333,-54.1562525431,3.9974463572,91.5937550863,"Excitatory"
"418",2.9598316667,-41.1770858765,2.95844,37.8854192098,73.9166666667,2.9580883333,-29.1875012716,2.9943616667,-49.4791692098,2.8436603988,79.0625050863,"Excitatory"
"420",5.382645,-48.7916666667,5.3794216667,37.5312512716,134.458333333,5.3789633333,-33.8020858765,5.404045,-56.2395858765,3.387342553,86.3229179383,"Excitatory"
"421",6.1392066667,-41.3750025431,6.136975,25.5937506358,153.416666667,6.1364283333,-30.5312506358,6.1682683333,-52.3750025431,2.5074163218,66.9687531789,"Excitatory"
"422",3.6507066667,-54.9687538147,3.6474533333,41.0833333333,91.2083307902,3.6470666667,-34.3125012716,3.6562466667,-59.1354204814,3.8904711157,96.052087148,"Inhibitory"
"423",9.3033925,-59.6718769073,9.302595,7.9062507153,232.562515259,9.302265,-32.375002861,9.3034875,-59.7812538147,1.0249420526,67.5781276226,"Inhibitory"
"424",1.1877583333,-58.4895858765,1.186655,29.5729173024,29.625,1.1862633333,-39.5833358765,1.1878866667,-58.6875012716,1.6903057944,88.0625031789,"Inhibitory"
"425",5.21887,-48.2500038147,5.2174266667,41.9583333333,130.416664123,5.217,-36.3125,5.2376216667,-53.8958333333,2.6551965338,90.208337148,"Excitatory"
"426",2.7154783333,-47.3541692098,2.7127316667,52.4583358765,67.7916653951,2.7122716667,-36.6354166667,2.76376,-57.1562512716,4.3598391843,99.8125050863,"Excitatory"
"427",3.0916083333,-48.1979166667,3.0876566667,29.1875006358,77.1666666667,3.0871033333,-32.1770839691,3.111915,-54.2812525431,2.7763631157,77.3854173025,"Excitatory"
"428",8.42514,-60.0729204814,8.4242,8.2708336512,210.625,8.4237866667,-40.7187512716,8.4251866667,-60.1666704814,1.2995334901,68.3437541326,"Inhibitory"
"429",1.1069333333,-53.7812525431,1.1049933333,34.7708358765,27.625,1.10444,-43.2083358765,1.1071133333,-53.958337148,2.6249247866,88.5520884196,"Inhibitory"
"431",4.9388383333,-45.6145858765,4.9339216667,24.2916679382,123.33333079,4.9332283333,-30.6041679382,4.9694383333,-52.5833346049,2.8983297326,69.9062538147,"Excitatory"
"432",4.9545316667,-48.6354179382,4.9528616667,42.6354192098,123.833333333,4.9524366667,-40.9270846049,5.005045,-57.3854204814,3.2372212626,91.270837148,"Excitatory"
"433",3.6267633333,-46.2291679382,3.623915,49.864587148,90.625,3.623385,-38.2187512716,3.69164,-54.9375025431,4.263918919,96.0937550862,"Excitatory"
"434",15.018805,-61.333337148,15.0182116667,13.7291679382,375.416666667,15.017915,-32.5000012716,15.0188466667,-61.4166692098,0.9690123182,75.0625050862,"Inhibitory"
"435",5.2183666667,-58.6875025431,5.217605,15.1250009537,130.45833079,5.217265,-35.2916704814,5.2184416667,-58.8437512716,1.0855244581,73.8125034968,"Inhibitory"
"436",28.1438575,-56.4531288147,28.1431225,10.1562504768,703.5625,28.142755,-31.1406259537,28.1439025,-56.5937538147,1.0120806544,66.6093792915,"Inhibitory"
"437",21.9080133333,-61.0937538147,21.9073683333,12.6666673024,547.666666667,21.90705,-33.6041692098,21.908045,-61.1770858765,1.0055174325,73.7604211171,"Inhibitory"
"438",2.99382,-45.7187525431,2.99178,37.7187512716,74.75,2.9913133333,-33.1041679382,3.0124133333,-51.3750025431,3.111407909,83.4375038147,"Excitatory"
"439",1.984285,-53,1.98173,23.875,49.5,1.98128,-37.4375038147,1.993765,-54.1875038147,3.0846353902,76.875,"Inhibitory"
"441",3.1887116667,-49.2187525431,3.1865783333,43.2083358765,79.6666666667,3.18616,-36.4375012716,3.2085433333,-55.6875025431,3.7723781328,92.4270884196,"Excitatory"
"442",3.79056,-49.2291692098,3.7881666667,40.1875,94.7083333333,3.78772,-34.1562512716,3.81388,-55.9166679382,3.7443345228,89.4166692098,"Excitatory"
"443",5.663205,-62.5937525431,5.66235,24.9166673024,141.541666667,5.6619533333,-35.2187512716,5.6632466667,-62.7083358765,1.2044291094,87.5104198455,"Inhibitory"
"445",5.0266083333,-51.5937512716,5.0256016667,15.6562506358,125.624994914,5.0250933333,-35.4791704814,5.0377216667,-52.333337148,1.376229952,67.2500019074,"Inhibitory"
"446",3.6831966667,-49.0520833333,3.68108,30.3750012716,92.0416666667,3.6806633333,-35.2395833333,3.7246,-59.1354204814,2.9095392586,79.4270846049,"Excitatory"
"447",1.6360116667,-46.2812525431,1.6340833333,34.7604179382,40.8333333333,1.6335916667,-37.4375025431,1.674415,-52.9270846049,2.533556732,81.0416704813,"Excitatory"
"448",8.5996333333,-46.0104179382,8.598375,36,214.958323161,8.597825,-29.822918574,8.6148816667,-48.5625038147,1.750199006,82.0104179382,"Excitatory"
"449",2.13227,-55.6354192098,2.130885,18.3229173024,53.25,2.13044,-44.4895833333,2.132365,-55.71875,2.1088285637,73.9583365122,"Inhibitory"
"450",3.9269116667,-49.5104192098,3.9248966667,44.0000038147,98.125,3.9244683333,-39.6666692098,3.965775,-55.5104204814,3.6958263822,93.5104230245,"Excitatory"
"451",5.0967116667,-50.0104192098,5.095295,17.4583333333,127.375,5.094805,-35.3854192098,5.1098416667,-53.0729166667,1.8460654714,67.4687525431,"Inhibitory"
"453",3.677935,-49.802087148,3.6763316667,52.7812525431,91.9166666667,3.67589,-45.7500038147,3.7361133333,-52.927087148,3.3472189683,102.583339691,"Excitatory"
"455",8.45868,-48.6562512716,8.4524383333,29.8229166667,211.33333842,8.4518183333,-29.3125006358,8.469735,-52.2291679382,3.6152617207,78.4791679383,"Excitatory"
"456",11.3125025,-56.0312538147,11.3114875,19.8750009537,282.75,11.3110475,-34.5781288147,11.3125175,-56.0781288147,1.2815831416,75.9062547684,"Inhibitory"
"457",5.32808,-50.052087148,5.3253733333,26.9895846049,133.125,5.32488,-34.5000012716,5.3319133333,-52.0104179382,2.859880976,77.0416717529,"Inhibitory"
"458",4.23066,-51.5625038147,4.22884,40.1875,105.625,4.22836,-38.3125038147,4.23762,-54.1875038147,3.2663781211,91.7500038147,"Inhibitory"
"459",1.6848233333,-54.5000038147,1.682845,42.9687525431,42.0416653951,1.6824183333,-40.9791692098,1.70992,-58.4062525431,3.7180388332,97.4687563578,"Excitatory"
"460",6.67839,-49.2968788147,6.67654,-1.421875,166.875,6.6760725,-25.0625,6.6790725,-49.71875,0.9826956712,47.8750038147,"Inhibitory"
"461",8.3954866667,-49.7395846049,8.39114,17.8750019073,209.75,8.3905666667,-36.6979166667,8.4014866667,-53.052087148,3.8638064989,67.6145865122,"Inhibitory"
"462",14.848905,-57.0833346049,14.848245,17.1875006358,371.166666667,14.84797,-35.8750012716,14.8509883333,-58.09375,1.2869490492,74.2708352407,"Inhibitory"
"465",8.54864,-54.8541692098,8.543925,24.7916679382,213.583343506,8.543485,-34.8437512716,8.553465,-57.4375012716,4.1306891283,79.645837148,"Inhibitory"
"466",5.8959133333,-51.8958358765,5.89498,27.4270846049,147.375,5.8946133333,-36.7395833333,5.89594,-51.9270858765,2.1571196224,79.3229204814,"Inhibitory"
"467",5.5138266667,-50.0000012716,5.5112083333,32.135418574,137.791664123,5.5107283333,-34.3020833333,5.530865,-55.0312512716,2.8226685975,82.1354198456,"Excitatory"
"468",5.7381133333,-40.8541679382,5.7322183333,10.1979166667,143.291666667,5.7310633333,-22.8437506358,5.75431,-45.2395846049,1.5599230877,51.0520846049,"Excitatory"
"469",3.3487016667,-54.2187525431,3.34782,33.9583333333,83.7083333333,3.3474116667,-34.2187512716,3.348755,-54.3541692098,1.5274199398,88.1770858764,"Inhibitory"
"470",4.2618466667,-47.8541692098,4.2597733333,44.0104179382,106.499997457,4.2593133333,-33.0208346049,4.2854,-55.052087148,3.7064364151,91.864587148,"Excitatory"
"471",5.09786,-43.6041679382,5.0959666667,23.2500012716,127.375,5.0953066667,-32.6354204814,5.0981666667,-43.7812512716,2.3500359513,66.8541692098,"Inhibitory"
"472",10.1587666667,-64.6875025431,10.1581633333,14.958334287,253.916656494,10.1578483333,-38.4375,10.1588066667,-64.8020858765,1.0369414161,79.6458368301,"Inhibitory"
"476",1.35029,-52.1562519073,1.34798,34.8359384537,33.59375,1.34751,-37.3828134537,1.35673,-53.2578144073,3.4508552643,86.992190361,"Inhibitory"
"477",1.2086933333,-48.7916692098,1.20722,37.8854192098,30.1666660309,1.2067466667,-42.1875012716,1.2255133333,-49.4687525431,2.6055270263,86.6770884196,"Inhibitory"
"478",3.47406,-51.2812512716,3.4705866667,30.78125,86.75,3.47006,-36.0625025431,3.48182,-55.8541704814,3.7565153033,82.0625012716,"Inhibitory"
"479",7.15106,-53.3125025431,7.14806,39.0729179382,178.708328247,7.14758,-36.4166679382,7.1603333333,-57.6145833333,3.6613043182,92.3854204813,"Excitatory"
"480",2.2062683333,-45.8958346049,2.204705,46.1458346049,55.1249987284,2.2043783333,-34.75,2.2276333333,-52.1354204814,3.3408004634,92.0416692098,"Excitatory"
"483",3.4835116667,-51.4791692098,3.481265,6.6458336512,87,3.480765,-42.6979179382,3.4968466667,-52.5833358765,2.2081930711,58.125002861,"Inhibitory"
"485",2.4522533333,-51.6562538147,2.45008,51.3125025431,61.25,2.44956,-42.8125025431,2.4816266667,-54.8229204814,3.7033076614,102.968756358,"Excitatory"
"486",2.6649,-56.0937538147,2.66387,13,66.625,2.66341,-32.53125,2.66499,-56.2187538147,1.0273465643,69.0937538147,"Inhibitory"
"487",6.0501233333,-55.7916679382,6.0441766667,25.7812506358,151.125,6.0437883333,-34.1979179382,6.0579833333,-59.0729192098,4.2939796942,81.572918574,"Inhibitory"
"488",2.8207666667,-49.7291692098,2.81902,40.8437525431,70.4583333333,2.8185533333,-38.4583358765,2.84534,-53.9791692098,3.3214711294,90.5729217529,"Excitatory"
"489",2.0809316667,-57.5104179382,2.0798766667,28.0937506358,51.9583333333,2.0794266667,-35.5208333333,2.0809866667,-57.6666679382,1.5219677373,85.604168574,"Inhibitory"
"490",8.346915,-55.2916679382,8.3460833333,5.6770834923,208.625,8.3457283333,-33.5104179382,8.34697,-55.3958346049,1.0206106657,60.9687514305,"Inhibitory"
"491",3.5586033333,-46.1770858765,3.5555416667,35.7916666667,88.9166666667,3.5550116667,-34.5729179382,3.5879083333,-52.0000025431,3.7828568012,81.9687525432,"Excitatory"
"492",11.33958,-55.020837148,11.33868,16.0416669846,283.458333333,11.3382933333,-31.947918574,11.3396666667,-55.114587148,1.2916697843,71.0625041326,"Inhibitory"
"494",1.2812233333,-52.2291704814,1.2788583333,32.8958339691,31.9999987284,1.27837,-41.7812512716,1.316685,-59.2604192098,3.6058158975,85.1250044505,"Excitatory"
"496",9.9739566667,-53.9479166667,9.9728183333,14.5000003179,249.29166158,9.9724416667,-30.5833339691,9.97418,-54.1666679382,1.4087427148,68.4479169846,"Inhibitory"
"497",7.8130633333,-49.0937512716,7.80983,33.0416692098,195.249994914,7.8093,-33.5625012716,7.83829,-54.5625025431,3.2448113691,82.1354204814,"Excitatory"
"498",6.3065683333,-55.6145846049,6.3054683333,32.0833352407,157.625,6.3050066667,-33.9791679382,6.306645,-55.7708358765,1.6040711532,87.6979198456,"Inhibitory"
"501",4.2397666667,-58.4791692098,4.2388616667,29.9687512716,105.95833079,4.23851,-43.7916692098,4.239845,-58.6354204814,1.8119858468,88.4479204814,"Inhibitory"
"502",2.260455,-46.6562525431,2.257815,48.1770858765,56.4583333333,2.2574,-36.1979179382,2.2859716667,-53.4895858765,3.8200330607,94.8333384196,"Excitatory"
"503",3.6610133333,-47.6979192098,3.6585833333,39.7916679382,91.4583333333,3.65815,-31.4166679382,3.69725,-57.208337148,2.7897903747,87.489587148,"Excitatory"
"504",2.1528133333,-46.4791692098,2.1504733333,37.25,53.7499987284,2.1499483333,-37.9583346049,2.191165,-53.4375038147,3.0485135953,83.7291692098,"Excitatory"
"505",3.18505,-50.9166692098,3.1833333333,44.8541679382,79.5833333333,3.1829483333,-35.5,3.2044066667,-55.96875,3.1755587375,95.770837148,"Excitatory"
"507",6.3663616667,-56.5937512716,6.3645683333,26.666668574,159.125,6.3641483333,-36.5104166667,6.3708133333,-58.3645858765,2.4048424657,83.2604198456,"Inhibitory"
"508",3.9194275,-54.2812519073,3.9182225,17.265625,97.9375,3.91783,-39.8593769073,3.919495,-54.3437519073,1.9483415775,71.5468769073,"Inhibitory"
"509",3.1109366667,-43.1979192098,3.108825,42.3437512716,77.75,3.1084083333,-31.6666673024,3.1448466667,-52.0625012716,3.1272615439,85.5416704814,"Excitatory"
"511",10.9373316667,-55.5625038147,10.9360283333,8.7500004768,273.375,10.9354983333,-32.104168574,10.9374533333,-55.6666704814,1.1458653359,64.3125042915,"Inhibitory"
"512",15.1925883333,-52.5833346049,15.191815,5.1770833333,379.791666667,15.1914733333,-30.9062512716,15.1926316667,-52.6875012716,1.1346505808,57.7604179382,"Inhibitory"
"513",1.10318,-53.6041704814,1.10144,39.3229179382,27.5416666667,1.1010333333,-38.864587148,1.1192066667,-58.0625025431,3.1951699454,92.9270884196,"Inhibitory"
"515",4.7329666667,-53.8437512716,4.7319883333,21.5312519073,118.291666667,4.7315866667,-37.6875012716,4.7425666667,-55.8437525431,1.6265682176,75.3750031789,"Inhibitory"
"516",3.6393033333,-61.6979204814,3.638485,38.2083358765,90.9166666667,3.6381116667,-46.739587148,3.6394016667,-61.864587148,1.6397545951,99.9062563579,"Inhibitory"
"517",1.8589016667,-49.0104179382,1.8572016667,37.8020846049,46.375,1.8567066667,-35.3125,1.8997233333,-52.3541679382,2.6335965239,86.8125025431,"Excitatory"
"518",4.4231133333,-46.6458358765,4.4213666667,32.5937512716,110.499997457,4.4207933333,-35.2395846049,4.42644,-46.895837148,2.5261865435,79.2395871481,"Inhibitory"
"519",1.630205,-60.458337148,1.6291533333,37.8020846049,40.75,1.6287016667,-42.0208333333,1.6303116667,-60.583337148,1.70947778,98.2604217529,"Inhibitory"
"520",1.3572466667,-54.2916692098,1.3563333333,33.6458333333,33.9166666667,1.3559,-41.3229166667,1.3718333333,-54.6145858765,1.6927255653,87.9375025431,"Inhibitory"
"522",3.8955166667,-47.0416704814,3.8924666667,36.0937512716,97.3333333333,3.89195,-37.4687525431,3.9486866667,-56.1770858765,3.4130093983,83.135421753,"Excitatory"
"524",3.5385075,-45.7031288147,3.53687,36.8281269073,88.375,3.5363075,-35.3281269073,3.5777025,-54.2656269073,2.825120853,82.531255722,"Excitatory"
"525",7.6676533333,-45.927087148,7.6651066667,36.8645846049,191.625,7.6646,-37.8541679382,7.7020266667,-54.0104192098,3.523345978,82.7916717529,"Excitatory"
"526",5.4276466667,-51.5416692098,5.42504,18.1041679382,135.625,5.42448,-39.8437538147,5.42924,-52.3541704814,3.061117843,69.645837148,"Inhibitory"
"527",3.09388,-48.1562512716,3.0914466667,43.6458346049,77.25,3.0910066667,-33.1562512716,3.1378266667,-57.270837148,3.9599770404,91.8020858765,"Excitatory"
"528",12.0689833333,-59.3645846049,12.0683916667,11.8333333333,301.708333333,12.0680816667,-35.5104166667,12.0689983333,-59.4270858765,0.9589776545,71.1979179382,"Inhibitory"
"529",2.117055,-58.8541704814,2.1161833333,32.135418574,52.8749987284,2.115785,-39.2291679382,2.1170816667,-58.927087148,1.5188851357,90.9895890554,"Inhibitory"
"530",8.3552633333,-54.1875025431,8.349865,24.4791679382,208.791656494,8.3494216667,-34.2604166667,8.3587883333,-55.6979192098,4.1089091143,78.6666704813,"Inhibitory"
"532",2.5357183333,-38.7291704814,2.5338233333,49.8020858765,63.3333320618,2.533445,-28.4791679382,2.5840633333,-48.8125025431,3.5879177223,88.5312563579,"Excitatory"
"534",1.3563266667,-55.8229204814,1.3540933333,43.6770858765,33.8333333333,1.3535866667,-40.4166679382,1.3704333333,-58.7916692098,3.5655087325,99.5000063579,"Excitatory"
"535",1.6552066667,-43.5937512716,1.6536933333,37.5625012716,41.3333333333,1.6532133333,-32.8750012716,1.69364,-51.4791692098,2.6729266981,81.1562525432,"Excitatory"
"536",3.03799,-47.90625,3.03603,25.4218759537,75.625,3.03553,-36.765625,3.03823,-48.0468788147,2.7337184197,73.3281259537,"Inhibitory"
"537",2.6408133333,-40.9583346049,2.6380216667,27.6875012716,65.9583320618,2.637325,-31.8125019073,2.683135,-51.6979192098,2.3765978731,68.6458358765,"Excitatory"
"538",3.05975,-49.2395858765,3.05784,45.2604179382,76.4166666667,3.057455,-39.2812512716,3.0942916667,-55.6041679382,3.6956735029,94.5000038147,"Excitatory"
"539",16.4267066667,-56.2604204814,16.42602,18.0208346049,410.625,16.4256933333,-32.9895858765,16.4267416667,-56.3541679382,1.2927678025,74.2812550863,"Inhibitory"
"540",3.2435375,-45.0156288147,3.2408525,44.1875,80.9999961853,3.240425,-34.3437538147,3.2892875,-56.0625,3.3771343039,89.2031288147,"Excitatory"
"545",4.4078583333,-47.3854204814,4.4055933333,34.4791679382,110.125,4.40514,-39.4583333333,4.4571516667,-57.1875038147,3.2073752207,81.8645884196,"Excitatory"
"546",3.0773866667,-52.5416679382,3.0745133333,40.4270846049,76.875,3.0740133333,-40.8229179382,3.0995933333,-58.7916704814,4.2578377635,92.9687525431,"Excitatory"
"547",3.42686,-47.5312538147,3.42313,36.4375,85.5625,3.42247,-31.0937509537,3.43374,-51.5000038147,2.7514412348,83.9687538147,"Inhibitory"
"548",2.1556675,-43.3437519073,2.15334,37.0000019073,53.8125019073,2.15289,-33.0000019073,2.189625,-50.2968788147,3.4894392902,80.3437538146,"Excitatory"
"549",5.1386283333,-47.083337148,5.1370166667,49.895837148,128.41666921,5.1366383333,-39.4895858765,5.1879933333,-51.1770858765,3.3707042326,96.979174296,"Excitatory"
"550",2.6346333333,-48.8333358765,2.632875,39.6458346049,65.8333333333,2.6323733333,-37.5625025431,2.6824766667,-56.9687538147,2.7047697104,88.4791704814,"Excitatory"
"551",3.3853466667,-52.3437525431,3.3820466667,31.7187519073,84.5416666667,3.3816266667,-32.4270833333,3.3915066667,-56.739587148,3.4082554058,84.0625044504,"Inhibitory"
"552",21.12693,-57.015625,21.1258675,0.5625,528.125,21.125445,-30.7187509537,21.127105,-57.140625,0.9488118709,57.578125,"Inhibitory"
"553",2.342985,-51.5104179382,2.340345,21.1770846049,58.5000012716,2.3398866667,-35.9687512716,2.3486533333,-52.4479179382,3.0222321756,72.6875025431,"Inhibitory"
"554",2.19634,-51.0208358765,2.1937666667,43.1770858765,54.8333333333,2.1933466667,-37.2500012716,2.21954,-58.5937538147,3.9501866144,94.197921753,"Excitatory"
"555",11.734555,-45.1145833333,11.7335333333,2.2500000397,293.291666667,11.733105,-24.0937512716,11.7347466667,-45.3020846049,0.9029750851,47.364583373,"Inhibitory"
"556",2.70705,-47.5833333333,2.7040733333,41.3750012716,67.5833333333,2.70362,-37.7812525431,2.7456966667,-55.1979204814,4.153560463,88.9583346049,"Excitatory"
"558",2.9207516667,-49.3020846049,2.919005,34.5000025431,72.9583333333,2.91857,-36.9270833333,2.948415,-56.739587148,2.7028651688,83.802087148,"Excitatory"
"560",12.7787333333,-48.7395833333,12.7753866667,18.916668574,319.375,12.7749133333,-38.5937525431,12.7834333333,-51.3750025431,3.5704344126,67.6562519073,"Inhibitory"
"561",11.62228,-46.3125038147,11.62095,-6.5,290.5,11.6205,-27.1875019073,11.622355,-46.4531288147,0.8968765259,39.8125038147,"Inhibitory"
"562",10.87613,-59.1250038147,10.8751633333,16.6041676203,271.875,10.8747966667,-40.9687512716,10.8762883333,-59.3541679382,1.4021162265,75.729171435,"Inhibitory"
"564",4.48873,-48.3645833333,4.4864283333,47.8125038147,112.166671753,4.48585,-38.3333358765,4.51953,-51.3437538147,3.4882856051,96.177087148,"Excitatory"
"565",4.5219066667,-47.5000012716,4.5194083333,41.3020858765,112.958333333,4.5189483333,-35.9687512716,4.5595883333,-54.0104192098,3.56671556,88.8020871481,"Excitatory"
"566",4.851155,-56.8020846049,4.8500116667,19.3229173024,121.208323161,4.8495533333,-25.3125012716,4.8513416667,-56.9791692098,1.0614265935,76.1250019073,"Inhibitory"
"569",2.40094,-51.4166692098,2.3960333333,34.25,59.9166666667,2.3955133333,-39.03125,2.4203666667,-56.9062512716,4.6269267162,85.6666692098,"Excitatory"
"570",1.69352,-48.96875,1.689475,49.5,42.25,1.68901,-36.375,1.71969,-55.96875,4.5714005453,98.46875,"Excitatory"
"571",3.2383633333,-53.3125025431,3.2359183333,36.2604166667,80.875,3.235485,-41.4166679382,3.2712233333,-61.7500025431,3.7474175807,89.5729192098,"Excitatory"
"572",2.0514133333,-48.9479204814,2.0487,38.4270846049,51.25,2.0482133333,-36.7291692098,2.0812133333,-52.7500038147,4.1079174346,87.3750050863,"Excitatory"
"573",2.6975533333,-62.9791704814,2.6962866667,31.5208333333,67.4166666667,2.6959,-46.7187512716,2.6977266667,-63.1458358765,2.3333250348,94.5000038147,"Inhibitory"
"574",2.4580183333,-47.5937525431,2.4544916667,16.8125006358,61.3333333333,2.4536433333,-28.947918574,2.4760916667,-52.5416692098,1.6543141834,64.4062531789,"Excitatory"
"575",5.23448,-49.1562525431,5.2316066667,23.9479166667,130.750002543,5.2310866667,-36.3541679382,5.2409533333,-52.4791692098,2.5266022256,73.1041692098,"Inhibitory"
"578",5.8347083333,-48.4166704814,5.833335,43.4375025431,145.833323161,5.8329016667,-40.3125025431,5.9185,-51.677087148,2.7471199496,91.8541730245,"Excitatory"
"579",1.782185,-53.9791666667,1.77998,40.7812512716,44.5,1.7795283333,-42.1041679382,1.80377,-59.21875,3.7235954831,94.7604179383,"Excitatory"
"580",4.703685,-50.7291704814,4.7012266667,35.0937512716,117.500002543,4.7007766667,-34.0520858765,4.71499,-56.7083346049,2.865240198,85.822921753,"Excitatory"
"581",14.5510166667,-64.9062576294,14.5502883333,17.1875,363.749989827,14.5499466667,-34.4791679382,14.551045,-64.9687525431,1.0553716654,82.0937576294,"Inhibitory"
"582",11.0095783333,-54.3020858765,11.0084666667,17.0625009537,275.208333333,11.00793,-35.4062525431,11.0096166667,-54.333337148,1.2081490857,71.3645868302,"Inhibitory"
"583",5.3575333333,-50.5416692098,5.3552266667,41.8229192098,133.874992371,5.35478,-41.7708358765,5.3995333333,-56.6562538147,4.5117311692,92.3645884196,"Excitatory"
"584",2.0554175,-43.890625,2.0536975,39.2031269073,51.375,2.053305,-33.671875,2.0929325,-55.9062519073,3.1067968065,83.0937519073,"Excitatory"
"585",5.4564866667,-41.0833358765,5.4533983333,19.8854173024,136.291666667,5.4526116667,-29.7395846049,5.4840433333,-49.9583358765,2.2246677053,60.9687531789,"Excitatory"
"586",12.5896,-48.9218769073,12.587935,38.296875,314.6875,12.5874575,-35.8125,12.6067825,-54.4218769073,2.4302311012,87.2187519073,"Excitatory"
"589",1.940345,-41.8750025431,1.9371466667,41.5520846049,48.4583346049,1.936595,-30.2395852407,1.9631383333,-48.7916692098,3.292593919,83.427087148,"Excitatory"
"590",2.57467,-58.0312538147,2.57351,31.421875,64.3124980927,2.57305,-38.6562519073,2.57481,-58.1250019073,1.7711291076,89.4531288147,"Inhibitory"
"591",2.6589333333,-46.833337148,2.6564133333,37.0416666667,66.3749987284,2.6559333333,-31.9791679382,2.6776333333,-53.1979192098,3.340731052,83.8750038147,"Excitatory"
"592",5.62589,-48.2343788147,5.624305,40.3437538147,140.625,5.623955,-33.90625,5.6382775,-55.4062519073,3.3296906949,88.5781326294,"Excitatory"
"593",1.0048,-51.9687525431,1.0016266667,41.5416704814,25,1.0012,-41.6979179382,1.0330466667,-57.4687525431,4.5649352662,93.5104230245,"Excitatory"
"594",1.573655,-46.6041666667,1.571625,42.25,39.25,1.571235,-33.7395846049,1.5942266667,-52.9270846049,3.4866773018,88.8541666667,"Excitatory"
"595",1.3268116667,-59.4687538147,1.32594,35.46875,33.1249993642,1.325535,-42.9583358765,1.3268733333,-59.5833358765,1.5199308862,94.9375038147,"Inhibitory"
"596",3.9327066667,-45.0416666667,3.9304066667,42.1979192098,98.25,3.9299466667,-27.760418574,3.9519933333,-52.6562538147,3.1172680305,87.2395858765,"Excitatory"
"597",3.1135283333,-47.7500038147,3.11109,38.2708333333,77.7916666667,3.11069,-37.5000012716,3.167365,-55.4687512716,3.9932875612,86.020837148,"Excitatory"
"598",5.226,-43.4270846049,5.2240466667,31.291668574,130.583333333,5.2233666667,-33.0625012716,5.2404333333,-44.208337148,1.9746765171,74.7187531789,"Excitatory"
"600",4.0996133333,-45.3645846049,4.09774,30.9479179382,102.45833079,4.0970933333,-31.5937525431,4.0997533333,-45.4583346049,2.4592757965,76.3125025431,"Inhibitory"
"601",5.4438733333,-49.5625012716,5.44112,33.1875025431,136,5.4406333333,-38.6875025431,5.4844966667,-57.1562525431,3.3456745535,82.7500038147,"Excitatory"
"602",0.6246916667,-59.1458333333,0.623365,29.1041673024,15.8333333333,0.6228933333,-37.6145833333,0.6247833333,-59.2604179382,1.6742394372,88.2500006357,"Inhibitory"
"603",14.36881,-60.7083358765,14.3681466667,9.8541669846,359.208333333,14.3678,-33.8333346049,14.368845,-60.802087148,0.9871237677,70.5625028611,"Inhibitory"
"606",3.9841166667,-50.0104204814,3.98249,49.5208358765,99.5833307902,3.982145,-35.0312512716,4.0186916667,-55.1458358765,3.7392970257,99.5312563579,"Excitatory"
"607",1.50822,-47.0312525431,1.5063066667,45.5000012716,37.6666666667,1.5058933333,-36.4062512716,1.5329666667,-51.8229192098,3.9435903061,92.5312538147,"Inhibitory"
"608",2.4566366667,-52.5104179382,2.4549783333,34.7291666667,61.3750012716,2.4544766667,-40.1562512716,2.4819,-55.0416679382,2.5458480682,87.2395846049,"Excitatory"
"609",1.5609,-49.9895833333,1.5585616667,39.2291679382,38.9583333333,1.55802,-39.9895858765,1.6021683333,-55.1666704814,3.6497232087,89.2187512715,"Excitatory"
"610",7.5178483333,-62.4375038147,7.5171633333,19.0625012716,187.875,7.5168433333,-41.1666679382,7.5178883333,-62.520837148,1.1771167678,81.5000050863,"Inhibitory"
"611",7.0837266667,-47.1354192098,7.08076,40.1875038147,177,7.080235,-35.875,7.1283966667,-55.0312525431,3.3570391651,87.3229230245,"Excitatory"
"614",1.1464333333,-59.4687538147,1.14514,14.1875009537,28.625,1.1447133333,-44.5937512716,1.1466,-59.6875025431,1.9159450905,73.6562547684,"Inhibitory"
"615",6.58834,-49.4375038147,6.5862066667,40.6041679382,164.666666667,6.58576,-41.0729192098,6.6383766667,-57.4375025431,3.3539511295,90.0416717529,"Excitatory"
"616",2.645815,-48.6250012716,2.64297,38.9687525431,66.0416679382,2.642455,-36.1770858765,2.6913716667,-54.208337148,3.7358244283,87.5937538147,"Excitatory"
"617",11.20719,-56.708337148,11.2065716667,20.9687512716,280.166666667,11.206295,-30.5520846049,11.20725,-56.8125038147,1.1917474577,77.6770884196,"Inhibitory"
"618",8.6319533333,-52.4270858765,8.6290466667,43.3020858765,215.708333333,8.62858,-45.5312512716,8.6604133333,-57.4687512716,4.4920025143,95.729171753,"Excitatory"
"619",3.3740383333,-44.7083346049,3.3714366667,37.2395833333,84.2916666667,3.37092,-31.8958352407,3.4178433333,-54.5937512716,3.0451285609,81.9479179382,"Excitatory"
"620",4.43626,-47.1875025431,4.4330666667,42.8333346049,110.791666667,4.4325533333,-33.1562512716,4.4525333333,-54.989587148,3.7667513992,90.020837148,"Excitatory"
