"","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square","height_short","binary_neuron"
"469",4.218,-56.6812538147,3.416,40.5625030518,560,3.071,-38.8125015259,194.087,-73.6062561035,1.7497159267,97.2437568665,"Inhibitory"
"470",4.4866667,-52.1666704814,2.8333333,40.989587148,890,2.4333333,-46.0104179382,773.0333333,-74.7083384196,4.0411067732,93.1562576294,"Excitatory"
"471",5.3733333,-55.3437525431,3.6533333,33.7500038147,320,3.2733333,-45.5208358765,520.0133333,-71.8020833333,3.2072981183,89.0937563578,"Inhibitory"
"472",3.9133333,-69.1145858765,3.3883333,24.1145833333,0,3.1016667,-51.7500038147,527.6716667,-77.5520884196,1.0853921071,93.2291692098,"Inhibitory"
"476",5.23,-52.9531288147,3.46,39.734375,300,3.11,-41.4843769073,583.02,-64.4687538147,3.4795120978,92.6875038147,"Inhibitory"
"477",4.72,-51.8359394073,3.285,41.6328144073,180,2.925,-47.6875019073,398.84,-62.765627861,3.1154424911,93.4687538146,"Inhibitory"
"478",4.8533333,-54.1510429382,3.2966667,35.5833352407,370,2.91,-43.7812525431,25.7166667,-64.9843800863,2.8991824128,89.7343781789,"Inhibitory"
"479",5.244,-55.3187522888,3.396,40.7750022888,989.999938965,2.992,-49.1812515259,671.78,-78.9937545776,4.1606989085,96.0937545776,"Excitatory"
"480",4.074,-48.8562522888,2.867,44.9250015259,580,2.596,-42.6062522888,423.48,-63.8375045776,3.6282227545,93.7812538147,"Excitatory"
"483",6.745,-56.828125,3.645,3.2187501192,0,3.2225,-39.414065361,608.02625,-71.937505722,2.0386141212,60.0468751192,"Inhibitory"
"485",5.564,-53.1937515259,3.572,47.4062515259,380,3.108,-44.9062515259,97.08,-66.4312530518,3.7130267253,100.600003052,"Excitatory"
"486",4.0416667,-61.708337148,3.245,20.1250006358,350,2.9533333,-42.1354179382,434.635,-70.0520858765,1.400042733,81.8333377838,"Inhibitory"
"487",10.465,-64.03125,3.47625,25.5468764305,820,3.14375,-40.234375,350.75625,-79.3125038147,2.7548740434,89.5781264305,"Inhibitory"
"488",4.9,-54.6875019073,3.46,37.6718769073,670,3.06,-48.21875,410.24,-81.703125,3.4335263021,92.3593788146,"Excitatory"
"489",4.316,-59.2625015259,3.319,23.91875,287.99998169,2.975,-41.7625015259,612.786,-72.7687515259,1.7232654118,83.1812515259,"Inhibitory"
"490",3.935,-63.8616071429,3.3071429,14.3214291164,205.714272635,3.0592857,-47.9866076878,253.9271429,-79.8125032697,1.3235497447,78.1830362593,"Inhibitory"
"491",5.5625,-47.3541692098,3.4941667,34.4270852407,256.666666667,3.0575,-42.9270839691,641.8591667,-73.7187525431,4.1110491571,81.7812544505,"Excitatory"
"492",4.232,-59.4875015259,3.46,22.1750003815,780,3.136,-44.6062515259,420.972,-73.7500045776,1.4521160134,81.6625019074,"Inhibitory"
"494",6.1733333,-57.1510448456,3.4175,25.6510429382,410,2.9416667,-47.8437525431,565.9325,-73.8072954814,3.1632393796,82.8020877838,"Excitatory"
"496",4.62125,-59.890625,3.3125,11.3906254768,360,3.0125,-39.9609384537,663.89625,-74.5468769073,1.5536287096,71.2812504768,"Inhibitory"
"497",6.1208333,-52.9635448456,3.4916667,43.7135442098,1280,3.0666667,-52.2239608765,161.1975,-79.2135467529,4.2643453545,96.6770890554,"Excitatory"
"498",4.285,-60.2125030518,3.368,36.8187507629,600,3.022,-42.8687522888,634.33,-74.5375061035,1.8377684621,97.0312538147,"Inhibitory"
"501",4.236,-61.1000022888,3.203,23.8625007629,390,2.905,-44.9437507629,433.392,-68.9187530518,1.9537177182,84.9625030517,"Inhibitory"
"502",5.289,-53.075,3.092,47.5125038147,590,2.74,-46.3125038147,554.607,-72.0875045776,3.9517965681,100.587503815,"Excitatory"
"503",5.358,-51.0125015259,3.402,46.7500022888,1160,3.045,-46.5875022888,404.983,-76.1562561035,3.783612446,97.7625038147,"Excitatory"
"504",5.3633333,-50.7187538147,3.5716667,30.7604173024,0,3.1366667,-45.2916679382,694.5933333,-70.2916717529,2.987735584,81.4791711171,"Excitatory"
"505",4.794,-53.1187515259,3.359,45.6250022888,690,3.021,-48.0500007629,698.274,-75.775,3.6069302959,98.7437538147,"Excitatory"
"507",4.6016667,-56.2864596049,3.33,28.9791676203,169.999989828,3,-42.703125,306.5,-69.9843775431,2.3972228087,85.2656272252,"Inhibitory"
"508",4.4075,-58.8046884537,3.2325,14.6718752384,460,2.89875,-43.1171884537,647.0275,-70.4375019073,2.011465058,73.4765636921,"Inhibitory"
"509",4.8525,-51.0156288147,3.4025,43.3437509537,720,3.06375,-45.3046913147,538.0525,-77.335943222,3.7800612393,94.3593797684,"Excitatory"
"511",3.9366667,-64.3437525431,3.0266667,22.0312506358,469.999969482,2.74,-43.2916704814,606.9166667,-76.8333384196,1.6005724485,86.3750031789,"Inhibitory"
"512",4.1125,-60.125,3.42,9.890625,0,3.165,-46.703125,510.0075,-76.28125,1.4241640916,70.015625,"Inhibitory"
"513",4.52,-55.3802108765,3.2466667,38.8385429382,249.999984741,2.92,-41.979168574,615.6633333,-72.3750025431,2.9407740492,94.2187538147,"Inhibitory"
"515",4.289,-61.9812538147,3.485,28.8562519073,570,3.11,-46.8500038147,383.842,-71.9812545776,1.501880568,90.837505722,"Inhibitory"
"516",4.309,-62.8687507629,3.33,30.1937503815,184,3.004,-46.3375022888,332.58,-75.8375045776,1.7800911383,93.0625011444,"Inhibitory"
"517",4.651,-53.8812515259,3.147,33.3062534332,352,2.756,-43.1062515259,373.486,-67.7812530518,2.7954586564,87.1875049591,"Excitatory"
"518",5.3228571,-54.8437532697,3.58,35.875,489.999969482,3.1657143,-43.0892868042,633.0314286,-68.102684021,2.8740254997,90.7187532697,"Inhibitory"
"519",4.1725,-61.4531288147,3.12875,31.4921889305,410,2.75375,-42.4140634537,537.46875,-67.9453201294,1.7099853085,92.9453177452,"Inhibitory"
"520",20.945,-56.1562538147,20.08,34.0859394073,410,19.68,-43.2734384537,749.555,-68.0781288147,1.6605375694,90.242193222,"Inhibitory"
"522",5.93,-51.7312530518,3.504,37.6062507629,1130,3.081,-49.6562530518,361.116,-74.3687530518,4.0590454519,89.3375038147,"Excitatory"
"524",5.144,-51.7062530518,3.316,43.8687507629,760,2.922,-48.7625007629,726.3,-80.7687530518,4.4339271843,95.5750038147,"Excitatory"
"525",5.776,-50.6312515259,3.576,36.2562507629,1730,3.132,-47.1562530518,670.548,-79.3812530518,3.8162059802,86.8875022888,"Excitatory"
"526",5.7166667,-55.0885442098,3.5433333,23.723959287,469.999969482,3.15,-41.2083346049,670.9566667,-65.8802134196,2.4089963345,78.8125034968,"Inhibitory"
"527",5.152,-50.4750022888,3.488,47.4312515259,999.999938965,3.12,-45.7437522888,165.196,-77.3812530518,4.1571544154,97.9062538147,"Excitatory"
"528",3.212,-64.5687515259,2.786,22.5,400,2.57,-46.6750015259,3.245,-64.6562522888,1.1292471687,87.0687515259,"Inhibitory"
"529",4.12625,-59.898440361,3.37625,35.7265644073,270,3.0425,-45.0468769073,642.41625,-72.0546894073,1.594395453,95.6250047683,"Inhibitory"
"530",8.378,-65.6375015259,3.391,16.6812511444,830,3.039,-36.4687515259,129.124,-77.0312515259,2.0049194421,82.3187526703,"Inhibitory"
"532",4.652,-43.6750030518,3.26,52.4750038147,790,2.954,-40.7000015259,274.076,-68.1687545776,4.1332136769,96.1500068665,"Excitatory"
"534",5.685,-57.195315361,3.595,34.7812519073,370,3.13,-45.593752861,628.18,-76.2421913147,3.1797087312,91.9765672683,"Excitatory"
"535",4.808,-52.1375030518,3.38,29.3375019073,620,2.972,-41.8687507629,669.944,-73.2375015259,2.6407572563,81.4750049591,"Excitatory"
"536",6.092,-55.9812538147,3.68,25.2875007629,340,3.26,-47.0250030518,414.804,-75.1125045776,2.8413088089,81.2687545776,"Inhibitory"
"537",6.3083333,-49.6041679382,3.7566667,23.5104179382,730,3.2083333,-42.9687512716,802.585,-78.1458333333,2.9416857706,73.1145858764,"Excitatory"
"538",4.9375,-51.8489608765,3.3758333,44.1145852407,790,3.0333333,-48.3177108765,592.145,-80.7656288147,3.8971740047,95.9635461172,"Excitatory"
"539",3.83,-60.8000038147,3.229,25.1687519073,320,2.988,-45.5875015259,533.059,-76.7875045776,1.4943431146,85.968755722,"Inhibitory"
"540",5.39375,-50.8906269073,3.4925,44.9453144073,939.999938965,3.10875,-45.250002861,530.35375,-77.1015663147,3.4264242087,95.8359413146,"Excitatory"
"545",5.1,-50.9453144073,3.4175,32.2031254768,1190,3.0325,-49.0546884537,275.07,-76.2265663147,3.1941434863,83.1484398841,"Excitatory"
"546",5.736,-53.7562530518,3.508,42.4687515259,760,3.088,-47.7125015259,629.524,-81.7875045776,4.4356406243,96.2250045777,"Excitatory"
"547",5.53,-50.664065361,3.6,37.4843759537,390,3.13,-42.2812519073,86.16,-61.6328144073,2.7728776641,88.1484413147,"Inhibitory"
"548",5.166,-47.5062530518,3.377,46.6437522888,839.999938965,3.044,-41.3187522888,775.278,-78.8000030518,4.3849742526,94.1500053406,"Excitatory"
"549",4.719,-51.0500022888,3.34,44.5062522888,810.000061035,3.004,-43.2375015259,86.155,-69.2750015259,3.0168878114,95.5562545776,"Excitatory"
"550",4.82,-52.4062530518,3.142,31.3750011444,830,2.717,-40.0562522888,284.073,-73.2812515259,2.6311666795,83.7812541962,"Excitatory"
"551",4.932,-53.2312538147,3.504,35.2437522888,390,3.172,-36.6250007629,16.868,-63.0500045776,2.6745539557,88.4750061035,"Inhibitory"
"552",4.0933333,-63.1406256358,3.3041667,14.7656254768,633.333292643,2.9916667,-50.3489589691,360.1083333,-78.15625,1.3800512571,77.9062511126,"Inhibitory"
"553",4.9591667,-51.604168574,3.3491667,22.5260426203,240.000015259,3.0291667,-44.9062531789,516.06,-69.3541704814,2.8993713685,74.1302111943,"Inhibitory"
"554",5.256,-52.7375030518,3.472,46.4875,610,3.12,-48.5062522888,668.276,-76.0625030518,4.2989712512,99.2250030518,"Excitatory"
"555",3.999,-56.9062522888,3.351,21.2875003815,680,3.089,-41.7625015259,648.758,-83.4562515259,1.3618265435,78.1937526703,"Inhibitory"
"556",5.5716667,-52.4947942098,3.45,40.0104192098,889.999938965,3.0375,-47.0677102407,551.2066667,-79.3854192098,3.7885009668,92.5052134196,"Excitatory"
"558",4.7075,-52.5703134537,3.36,34.1562519073,167.5,3.02,-46.2109375,513.66875,-71.2500019073,2.9390097983,86.726565361,"Excitatory"
"560",8.988,-65.3312530518,3.448,21.8000007629,989.999938965,3.096,-43.5562522888,330.528,-79.6812530518,2.3214358303,87.1312538147,"Inhibitory"
"561",3.777,-63.9500022888,2.825,3.3125001431,530,2.592,-42.6000007629,452.618,-79.4250015259,1.5166109492,67.2625024319,"Inhibitory"
"562",4.289,-61.7312530518,3.375,24.1625011444,780,3.066,-49.1750022888,511.172,-78.7812530518,1.6094515534,85.8937541962,"Inhibitory"
"564",5.4725,-53.5000031789,3.4758333,46.4687531789,530,3.0241667,-47.9739602407,495.2066667,-75.0937538147,3.7704085621,99.9687563578,"Excitatory"
"565",5.69125,-51.304690361,3.5325,39.234375,960.000061035,3.115,-47.7187519073,456.58625,-79.8828144073,3.7341675434,90.539065361,"Excitatory"
"566",4.2683333,-61.848962148,3.38,26.3072923024,610,3.0216667,-42.8333346049,189.6941667,-74.3750063578,1.3899674437,88.1562544504,"Inhibitory"
"569",6.44,-56.0416692098,3.4366667,34.2760429382,105,3.0433333,-43.6458352407,240.8933333,-69.4687538147,3.9651490847,90.317712148,"Excitatory"
"570",6.279,-51.2625007629,3.4,51.9750007629,650,3.006,-41.1625007629,396.222,-72.8062515259,4.752008608,103.237501526,"Excitatory"
"571",5.786,-57.5625022888,3.49,32.7625019073,870,3.066,-53.6562530518,651.767,-80.4312530518,3.8768130787,90.3250041961,"Excitatory"
"572",5.995,-53.406252861,3.53,35.5937519073,640,3.1,-44.4140634537,607.69,-72.1718769073,4.0376014505,89.0000047683,"Excitatory"
"573",4.51,-65.8671913147,3.415,39.1953144073,440,3.08,-47.421877861,404.395,-73.9375038147,2.4898534261,105.062505722,"Inhibitory"
"574",5.7,-52.5937519073,3.17625,27.1171889305,292.5,2.7125,-41.328127861,55.175,-61.8046913147,2.6475708119,79.7109408378,"Excitatory"
"575",5.248,-51.3437515259,3.496,26.9562515259,390,3.132,-42.1375022888,36.428,-72.4312545776,2.3582125266,78.3000030518,"Inhibitory"
"578",4.748,-51.2750015259,3.468,45.5562530518,1080,3.086,-48.6687522888,100.443,-76.3062530518,2.9593617083,96.8312545777,"Excitatory"
"579",5.470625,-56.9648451805,3.555625,41.5156259537,630,3.124375,-51.1484389305,458.9625,-77.527346611,4.1832926925,98.4804711342,"Excitatory"
"580",4.8207143,-49.3928571429,3.2935714,33.0223214286,630,2.92,-46.3303576878,309.1264286,-76.0223246983,3.4664786123,82.4151785715,"Excitatory"
"581",3.9458333,-69.8333346049,3.2725,24.40625,186.666666667,3.0041667,-47.7708358765,540.0183333,-79.0677108765,1.2880463792,94.2395846049,"Inhibitory"
"582",4.3133333,-63.0416692098,3.4866667,35.052087148,610,3.14,-47.5104192098,609.9966667,-75.5208409627,1.6631779408,98.0937563578,"Inhibitory"
"583",5.316,-53.2625015259,3.34,40.5625022888,999.999938965,2.952,-49.2187522888,313.496,-74.5375030518,4.5471997393,93.8250038147,"Excitatory"
"584",5.08,-48.8125,3.56375,38.2968769073,0,3.20875,-40.5390634537,720.4875,-67.640625,3.0506817917,87.1093769073,"Excitatory"
"585",5.2966667,-53.552087148,3.5025,35.4427108765,690,3.11,-48.2187525431,563.2758333,-75.0260480245,3.568559831,88.9947980245,"Excitatory"
"586",5.198,-54.7000022888,3.432,39.9187507629,1200,3.058,-53.2250015259,245.342,-83.0062561035,3.2272513315,94.6187530517,"Excitatory"
"589",5.91125,-47.1328144073,3.47125,40.765627861,265,3.02,-39.5781259537,604.41125,-68.3906269073,3.7213897281,87.8984422683,"Excitatory"
"590",4.74,-60.6125030518,3.564,28.3562511444,580,3.152,-43.2625030518,663.512,-71.1062515259,1.863448218,88.9687541962,"Inhibitory"
"591",4.988,-50.8000007629,3.272,38.5125022888,800,2.908,-41.8375022888,723.228,-75.6437545776,3.5704142458,89.3125030517,"Excitatory"
"592",4.495,-50.4312515259,3.332,40.8875007629,890,3.04,-45.9625015259,381.477,-82.7875030518,3.5910763197,91.3187522888,"Excitatory"
"593",6.32,-53.0625038147,3.495,40.789065361,249.999984741,3.11,-43.9609394073,54.225,-62.3046913147,4.2533461185,93.8515691757,"Excitatory"
"594",5.0416667,-52.2968756358,3.485,37.1458346049,0,3.1575,-42.4322929382,663.4458333,-66.6927108765,3.3128618061,89.4427102407,"Excitatory"
"595",4.235,-60.1750038147,3.373,27.8937511444,330,3.021,-42.5062522888,738.652,-66.4187545776,1.4914398503,88.0687549591,"Inhibitory"
"596",4.804,-47.5687530518,3.296,45.9812522888,900,2.96,-45.3812530518,429.436,-74.5437545776,4.2113589015,93.5500053406,"Excitatory"
"597",5.184,-49.6000022888,3.366,39.2000007629,890,3.006,-51.1687507629,750.21,-79.74375,4.427119874,88.8000030517,"Excitatory"
"598",6.28,-53.4687538147,3.66,21.5625019073,520,3.14,-31.2812519073,89.68,-72.5625,1.9356677665,75.031255722,"Excitatory"
"600",5.19,-48.5468759537,3.61,32.4375009537,320,3.19,-45.8125038147,476.135,-71.0468769073,3.2687888443,80.9843769074,"Inhibitory"
"601",5.57,-52.84375,3.5325,32.1562519073,1140,3.125,-47.2812519073,338.9625,-77.328125,3.4780518438,85.0000019073,"Excitatory"
"602",-5.3125,-61.7552096049,-6.5666667,31.1302089691,119.999992371,-6.94,-41.046875,-5.1791667,-61.9687512716,1.9338800227,92.885418574,"Inhibitory"
"603",3.659,-65.8500045776,3.142,18.6625007629,608,2.906,-50.6562522888,283.387,-76.8500030518,1.2449537015,84.5125053405,"Inhibitory"
"606",4.842,-53.9750022888,3.344,49.0187530518,284,3.037,-46.8125022888,351.75,-75.7875045776,3.9709714335,102.993755341,"Excitatory"
"607",4.488,-53.5250030518,3.376,43.0750022888,310,3.052,-40.0250007629,345.436,-65.5750015259,2.5306165155,96.6000053406,"Inhibitory"
"608",5.153,-55.2812507629,3.592,25.8875011444,640,3.154,-43.83125,617.852,-81.8437545776,2.4131231177,81.1687519073,"Excitatory"
"609",6.1766667,-54.0781275431,3.7708333,26.6250009537,410,3.2383333,-44.1927108765,460.9341667,-68.1718788147,2.964148645,80.7031284968,"Excitatory"
"610",3.586,-65.2437515259,2.889,16.9625007629,509.999969482,2.624,-47.0750030518,397.368,-76.7500030518,1.2837575142,82.2062522888,"Inhibitory"
"611",6.515,-50.984375,3.5075,44.0468769073,1250,3.0825,-51.6875038147,728.25,-76.7968788147,4.1496814524,95.0312519073,"Excitatory"
"614",4.5266667,-58.9375038147,3.46,19.0104179382,370,3.1066667,-40.4687525431,578.4733333,-73.5208358765,1.7178742639,77.9479217529,"Inhibitory"
"615",5.096,-53.2125022888,3.478,39.3187522888,1270,3.063,-55.1500030518,61.312,-78.1000015259,3.3257527988,92.5312545776,"Excitatory"
"616",5.967,-52.1500022888,3.415,45.6750015259,760,3.017,-51.1125038147,431.345,-75.2312561035,4.9646449054,97.8250038147,"Excitatory"
"617",3.775,-60.851565361,3.20625,24.2812519073,585,2.99125,-43.6875019073,289.2575,-78.7187538147,1.3847579099,85.1328172683,"Inhibitory"
"618",6.58,-56.4609384537,3.555,39.476565361,1150,3.14,-49.6093769073,940.28,-78.773443222,4.2758389906,95.9375038147,"Excitatory"
"619",5.61,-47.2656259537,3.52125,39.1093759537,0,3.09375,-42.6875009537,598.3225,-76.7890663147,3.5281314023,86.3750019074,"Excitatory"
"620",5.1733333,-51.5729198456,3.44,44.9687531789,770,3.0333333,-48.8906275431,544.44,-79.3177096049,4.2272372401,96.5416730245,"Excitatory"
"621",4.2458333,-67.2239608765,3.3133333,22.7500015895,353.333333333,2.9616667,-47.9114608765,35.5525,-72.3802134196,1.483516545,89.973962466,"Inhibitory"
"622",4.83,-52.8250015259,3.383,23.3625011444,464,2.992,-41.5937515259,482.081,-76.1875045776,2.4210184799,76.1875026703,"Excitatory"
"623",7.445,-56.6406262716,3.4316667,29.567709287,440,3.0816667,-40.8906262716,244.1808333,-67.2500012716,2.5346700636,86.2083355586,"Inhibitory"
"624",3.939,-68.3875015259,3.146,17.7750003815,570,2.872,-48.1875007629,459.63,-77.8500015259,1.4058931266,86.1625019074,"Inhibitory"
"625",3.817,-63.3437530518,3.147,9.1812503815,640,2.92,-43.9562515259,638.815,-75.7937530518,1.3432428428,72.5250034333,"Inhibitory"
"627",4.9283333,-52.1562525431,3.2133333,31.4791682561,173.333333333,2.84,-42.3229179382,705.6616667,-75.0156275431,3.1309463396,83.6354207992,"Excitatory"
"628",5.3,-54.5000012716,3.6133333,35.0260416667,670,3.1708333,-49.744793574,535.8566667,-80.7604192098,3.5666643831,89.5260429383,"Excitatory"
"629",5.42,-54.15625,3.84,32.3437538147,810,3.4,-53.2187538147,681.94,-81.7500076294,3.4530383473,86.5000038147,"Excitatory"
"630",4.53375,-60.3671884537,3.45375,25.2187509537,520,3.11125,-44.5937509537,575.5325,-76.0625,1.6465123747,85.5859394074,"Inhibitory"
"631",11.408,-66.9437561035,3.72,15.5562507629,1009.99993896,3.256,-42.9562507629,335.484,-80.9125045776,2.4873881798,82.5000068664,"Inhibitory"
"632",4.58375,-60.765627861,3.27375,36.75,300,2.9,-43.0937509537,286.42,-61.5468759537,2.3791821748,97.515627861,"Inhibitory"
"633",5.34,-52.6250038147,3.48,39.9062538147,0,3.06,-45.0312538147,298.54,-83.25,3.943836469,92.5312576294,"Excitatory"
"634",5.53,-53.3984413147,3.57,37.765627861,640,3.18,-45.1562509537,377.66,-68.3437519073,3.9052257512,91.1640691757,"Excitatory"
"635",4.664,-53.0500030518,3.536,50.8687515259,260,3.16,-53.4625038147,609.752,-76.9375045776,2.8641185833,103.918754578,"Inhibitory"
"637",3.817,-60.2125038147,3.215,33.0812515259,480,2.965,-44.9187515259,215.076,-73.6625015259,1.4380547613,93.2937553406,"Inhibitory"
"638",7.0325,-47.71875,3.585,45.296875,1250,3.11,-41.953125,802.2875,-78.4218826294,4.7524983843,93.015625,"Excitatory"
"639",6.005,-51.8250015259,3.477,45.5375015259,1690,3.095,-46.3562507629,499.892,-82.5,4.1769812999,97.3625030518,"Excitatory"
"641",6.148,-54.5937530518,3.416,40.6000007629,330,3.044,-45.5562530518,239.32,-66.2937545776,4.2591335312,95.1937538147,"Excitatory"
"642",4.005,-67.7343826294,3.29,34.5937519073,560,3.0075,-42.1250038147,695.065,-74.6406288147,1.5811119237,102.328134537,"Inhibitory"
"643",4.865,-50.6875,3.28625,47.671877861,790,2.97875,-43.500002861,450.8175,-78.1796894073,4.4171658857,98.359377861,"Excitatory"
"644",4.631,-64.19375,3.521,31.0187519073,610,3.179,-48.0187522888,353.265,-74.2125045776,2.0667682609,95.2125019073,"Inhibitory"
"646",5.16,-50.7937515259,3.451,41.1187522888,0,3.089,-49.3437522888,66.403,-71.7375045776,3.1691812909,91.9125038147,"Excitatory"
"647",4.037,-63.2937538147,3.251,29.4375011444,462,2.955,-46.1562522888,445.079,-81.4000015259,1.5538777665,92.7312549591,"Inhibitory"
"648",4.288,-58.4625038147,3.468,29.2375015259,92,3.148,-47.5187530518,611.453,-72.2437515259,1.7786759975,87.7000053406,"Inhibitory"
"649",5.6975,-57.3645846049,3.2625,35.2447923024,530,2.9675,-44.057293574,156.465,-70.8281300863,2.4886586193,92.6093769073,"Inhibitory"
"650",3.9725,-63.729168574,3.2541667,13.0156254768,100,3.0041667,-44.2916679382,6.0591667,-64.0416704814,1.2954581539,76.7447940508,"Inhibitory"
"651",5.829,-48.4125015259,3.468,52.05,760,3.042,-42.40625,344.616,-75.0687515259,4.614058497,100.462501526,"Excitatory"
"652",5.555,-51.3541679382,3.3475,36.8333358765,335,2.9766667,-44.0312512716,609.6925,-73.2968788147,3.8087748184,88.1875038147,"Excitatory"
"653",5.215,-51.3177083333,3.39,45.2343762716,630,2.9633333,-44.5729173024,362.5608333,-75.4062512716,4.0443060928,96.5520846049,"Excitatory"
"654",3.8675,-61.8593775431,3.2133333,15.5781259537,540,2.9808333,-46.6458365122,330.0041667,-73.0885480245,1.4057880556,77.4375034968,"Inhibitory"
"655",5.43375,-56.390627861,3.51125,33.4140634537,650,3.07125,-46.9296884537,87.60875,-73.6250038147,2.5426988156,89.8046913147,"Excitatory"
"656",5.205,-53.9270858765,3.3866667,28.2395852407,530,2.9383333,-47.9375025431,618.8266667,-73.3645858765,2.8694341223,82.1666711172,"Excitatory"
"657",5.416,-55.4562530518,3.582,34.6500015259,800,3.087,-48.0312522888,383.077,-69.8875045776,2.4754795008,90.1062545777,"Excitatory"
"658",5.0133333,-54.0625025431,3.4133333,39.3750025431,540,2.9866667,-48.2708346049,322.0933333,-69.9375050863,3.1065143314,93.4375050862,"Excitatory"
"659",5.3408333,-53.9114596049,3.3733333,42.1875006358,489.999969482,3.0125,-48.4062519073,375.6741667,-76.1197929382,3.8169240581,96.0989602407,"Excitatory"
"660",4.15,-59.265625,3.2458333,4.7500001589,130,2.985,-42.0833346049,169.7941667,-64.2239602407,1.4784446975,64.0156251589,"Inhibitory"
"661",4.098,-54.8625015259,3.294,30.01875,220,3.014,-36.48125,357.402,-68.525,1.5878005789,84.8812515259,"Inhibitory"
"663",4.436,-56.2187515259,3.412,42.4187515259,239.999984741,3.1,-41.3812530518,18.428,-64.0562507629,2.4105723349,98.6375030518,"Inhibitory"
"664",4.238,-58.3812522888,3.408,29.0187519073,340,3.107,-48.0625038147,568.42,-72.96875,1.7762962172,87.4000041961,"Inhibitory"
"667",4.946,-50.7125022888,3.413,35.0562515259,740,3.067,-45.7375007629,465.061,-73.0187515259,3.6733098485,85.7687538147,"Excitatory"
"668",4.0133333,-65.8177108765,3.3458333,12.1875006358,0,3.0725,-53.0572942098,405.96,-81.5989634196,1.3647401143,78.0052115123,"Inhibitory"
"669",9.1266667,-61.7864602407,3.3241667,25.1562512716,830,2.9566667,-39.3020865122,581.8333333,-73.0729192098,2.4081164153,86.9427115123,"Inhibitory"
"672",5.108,-51.10625,3.386,31.6500015259,570,3.013,-39.6562522888,83.41,-72.0125045776,2.5570341182,82.7562515259,"Excitatory"
"673",3.9875,-63.6093762716,3.275,24.7500009537,156.666656494,3.0108333,-44.6927096049,666.1066667,-75.4010454814,1.3366083477,88.3593772253,"Inhibitory"
"674",4.294,-50.3062515259,3.306,43.9375015259,360,3.042,-45.3500015259,667.517,-68.9812530518,2.8928666888,94.2437530518,"Inhibitory"
"675",5.3316667,-54.114587148,3.3933333,42.1822942098,550,3.015,-46.6562525431,563.625,-71.2135416667,3.4258648651,96.2968813578,"Excitatory"
"676",4.3625,-59.328127861,3.4225,24.6406259537,450,3.12125,-44.2187519073,479.925,-68.1250038147,1.7984025878,83.9687538147,"Inhibitory"
"677",5.9,-57.5312538147,3.46,4.5000004768,400,3,-35,490.38,-70.6562576294,1.892342144,62.0312542915,"Inhibitory"
"680",4.851,-51.0000015259,3.215,38.2250038147,700,2.765,-47.1812522888,105.457,-72.1562530518,2.8136143624,89.2250053406,"Excitatory"
"681",5.1,-55.7187522888,3.308,39.7312522888,600,2.936,-49.7125030518,673.576,-74.9375030518,4.2021530485,95.4500045776,"Excitatory"
"683",4.225,-59.0468769073,2.655,20.25,270,2.3,-44.109375,286.5375,-62.656255722,2.4028299777,79.2968769073,"Inhibitory"
"684",5.502,-50.9562522888,3.504,40.8625022888,880,3.104,-48.4875022888,368.86,-77.0062515259,3.7136173153,91.8187545776,"Excitatory"
"685",3.878,-64.4062515259,3.307,24.2562511444,1030,3.062,-46.6937538147,189.065,-78.1125045776,1.2137963899,88.6625026703,"Inhibitory"
"686",5.04,-51.4375012716,3.2533333,34.3437525431,186.666666667,2.8333333,-43.4166692098,53.66,-60.7500025431,3.3149754337,85.7812538147,"Excitatory"
"687",5.372,-51.3375022888,3.419,50.1750030518,770,3.05,-48.6812515259,648.14,-78.5562530518,4.4244705778,101.512505341,"Excitatory"
"689",5.844,-49.3062515259,3.308,35.8750015259,1140,2.956,-44.6250022888,553.455,-76.8062515259,4.3260865354,85.1812530518,"Excitatory"
"691",4.029,-61.9625030518,3.325,20.8000015259,460,3.042,-46.9062507629,164.064,-71.0562515259,1.3564926771,82.7625045777,"Inhibitory"
"694",4.775,-49.9375012716,3.5233333,33.6875025431,0,3.1683333,-42.2395846049,512.925,-78.0208409627,2.8172098941,83.6250038147,"Excitatory"
"695",5.284,-47.4500007629,3.472,46.1062530518,949.999938965,3.048,-49.3687515259,793.144,-77.9437545776,4.5547931203,93.5562538147,"Excitatory"
"697",8.515,-65.0156243642,3.4433333,17.4479179382,949.999938965,3.0933333,-39.8125019073,342.0833333,-78.1979179382,1.9368023385,82.4635423024,"Inhibitory"
"698",6.85,-51.3489608765,3.4766667,43.4062531789,700,3.01,-45.4635448456,447.4033333,-73.0781288147,3.7104175381,94.7552140554,"Excitatory"
"699",5.13875,-55.132815361,3.38875,31.7734384537,1060,3,-53.046877861,634.6175,-84.7187519073,3.4116822101,86.9062538147,"Excitatory"
"700",4.66625,-55.703127861,3.23,39.7968759537,390,2.87,-46.234375,449.08875,-68.890630722,3.1164930618,95.5000038147,"Excitatory"
"701",5.3108333,-61.6458346049,3.6308333,33.4010423024,230,3.0966667,-44.9166679382,5.5558333,-61.8541679382,2.3571196232,95.0468769073,"Inhibitory"
