"","fast_trough_t_ramp","fast_trough_v_ramp","peak_t_ramp","peak_v_ramp","threshold_i_ramp","threshold_t_ramp","threshold_v_ramp","trough_t_ramp","trough_v_ramp","upstroke_downstroke_ratio_ramp","height_ramp","transgenic_line"
"851",4.6887066667,-59.0208358765,4.687885,25.5937512716,117.208333333,4.6875383333,-31.135418574,4.6887766667,-59.1250012716,1.2956576997,84.6145871481,"Sst-IRES-Cre"
"856",2.1749516667,-60.5729204814,2.1738966667,39.6354166667,54.375,2.1734366667,-41.3958346049,2.1749933333,-60.6666679382,1.6934037202,100.208337148,"Sst-IRES-Cre"
"858",4.2128,-54.5312538147,4.21154,16.90625,105.249992371,4.21104,-35.96875,4.21288,-54.6562538147,1.4198738692,71.4375038147,"Nkx2-1-CreERT2"
"860",5.4582966667,-59.7916704814,5.45727,29.9791673024,136.416666667,5.456795,-30.8020839691,5.4583733333,-59.9479192098,1.2005860138,89.7708377838,"Sst-IRES-Cre"
"862",2.852615,-56.3645846049,2.85071,26.4895833333,71.25,2.8501016667,-39.3958346049,2.85297,-56.6354192098,2.0455410249,82.8541679382,"Sst-IRES-Cre"
"864",3.19816,-59.2968769073,3.1970225,34.5,79.875,3.19662,-43.7187519073,3.198215,-59.4062519073,2.0617937935,93.7968769073,"Sst-IRES-Cre"
"867",12.99691,-58.2291692098,12.996065,13.3750009537,324.875,12.9956916667,-32.9479204814,12.9969766667,-58.3750025431,1.2027234095,71.6041701635,"Pvalb-IRES-Cre"
"871",4.543755,-51.4375,4.54171,20.1562519073,113.5,4.5412,-36.46875,4.54502,-51.7812538147,2.3309182977,71.5937519073,"Htr3a-Cre_NO152"
"873",4.6437225,-61.3437519073,4.64262,19.3281259537,116.0625,4.642215,-30.7968759537,4.64381,-61.4843769073,1.2450473058,80.671877861,"Sst-IRES-Cre"
"874",9.959745,-57.1458346049,9.9588683333,23.3333352407,248.958328247,9.958505,-40.4895846049,9.9597833333,-57.2187525431,1.5857795053,80.4791698456,"Sst-IRES-Cre"
"878",2.2355733333,-54.0000025431,2.2346666667,28.260418574,55.8749974569,2.2343333333,-39.4791679382,2.23562,-54.0729192098,2.1472149313,82.2604211171,"Vip"
"880",7.7453266667,-57.6979166667,7.7442366667,16.9166673024,193.583333333,7.7437983333,-33.4583346049,7.7454266667,-57.8333346049,1.4445909849,74.6145839691,"Pvalb-IRES-Cre"
"883",2.27512,-53.5625038147,2.2743933333,24.1770833333,56.8333320618,2.274065,-34.7812512716,2.2838033333,-53.8437538147,1.4653361287,77.739587148,"Sst-IRES-Cre"
"884",18.0865416667,-52.0208358765,18.0854933333,5.7187504768,452.124979655,18.0851083333,-28.8229179382,18.0865933333,-52.114587148,1.1331248163,57.7395863533,"Htr3a-Cre_NO152"
"888",3.0882866667,-55.6458358765,3.08588,48.7291692098,77.1666666667,3.0853933333,-39.6666692098,3.11582,-57.2604179382,3.6744936919,104.375005086,"Ndnf-IRES2-dgCre"
"889",4.805435,-53.9270846049,4.8046216667,24.5208333333,120.08333079,4.80428,-31.6145846049,4.8183116667,-55.0625012716,1.482283202,78.4479179382,"Sst-IRES-Cre"
"891",15.0992825,-55.8437519073,15.0983775,1.8437501788,377.4375,15.0979475,-32.5000019073,15.0992975,-55.9062519073,0.9030567503,57.6875020861,"Pvalb-IRES-Cre"
"893",6.3803783333,-50.3750025431,6.3786983333,-1.5416668256,159.458328247,6.3778733333,-28.9479179382,6.3871466667,-51.8229179382,0.9448139293,48.8333357175,"Htr3a-Cre_NO152"
"895",14.8935733333,-52.5104192098,14.8928466667,13.6666673024,372.291666667,14.8925266667,-26.3333346049,14.8936183333,-52.6354192098,1.0038208167,66.1770865122,"Pvalb-IRES-Cre"
"898",12.4560866667,-52.9270858765,12.4548566667,3.65625,311.333333333,12.4544616667,-29.8333333333,12.457305,-53.7708333333,1.0588058192,56.5833358765,"Pvalb-IRES-Cre"
"901",7.814655,-49.8125038147,7.81388,9.1250009537,195.375,7.813505,-27.0937519073,32.058755,-73.0937576294,0.9095948742,58.9375047684,"Sst-IRES-Cre"
"904",15.8089266667,-50.3437538147,15.8076733333,3.2291667461,395.208343506,15.8072533333,-27.6979179382,15.8106566667,-50.9479192098,1.0488659247,53.5729205608,"Pvalb-IRES-Cre"
"905",8.49872,-52.1875038147,8.49767,4.0625004768,212.375,8.49724,-28.46875,8.49887,-52.28125,1.0755691579,56.2500042915,"Gad2-IRES-Cre"
"907",3.87949,-46.5781288147,3.87771,44.0156288147,96.9375,3.87727,-36.890625,3.9264,-55.2500038147,2.9853655922,90.5937576294,"Chrna2-Cre_OE25"
"910",3.06458,-50.9375038147,3.06148,26.3437519073,76.5,3.061,-31.7500019073,3.0735,-56.0625,2.7635405616,77.281255722,"Nkx2-1-CreERT2"
"911",10.13738,-41.96875,10.13544,16.0937519073,253.374984741,10.13446,-29.90625,32.30416,-75.625,1.3308395681,58.0625019073,"Vip"
"913",12.038565,-37.6250025431,12.0370866667,17.6562509537,300.875,12.03602,-21.5520839691,12.0387966667,-37.7916679382,1.1853040449,55.2812534968,"Sst-IRES-Cre"
"917",4.78209,-50.6666692098,4.78,24.2500006358,119.499997457,4.779525,-35.5520833333,4.7844616667,-51.2083358765,2.6887590052,74.9166698456,"Htr3a-Cre_NO152"
"919",4.4035,-46.2291692098,4.4018933333,45.8125,110.041664123,4.4014866667,-39.3854192098,4.4038,-46.5000025431,3.2392520539,92.0416692098,"Ndnf-IRES2-dgCre"
"920",0.9767333333,-57.8750038147,0.9754933333,30.541668574,24.4166666667,0.9750066667,-39.9375012716,0.9768933333,-58.0312538147,1.7425908093,88.4166723887,"Chrna2-Cre_OE25"
"923",13.061735,-59.9687525431,13.0607633333,13.3750003179,326.5,13.0602966667,-31.9583333333,13.0617616667,-60.0729179382,1.2294165567,73.343752861,"Pvalb-IRES-Cre"
"924",10.1971933333,-58.9583358765,10.1965966667,17.5208339691,254.916666667,10.1963283333,-37.2500012716,10.1972316667,-59.0729192098,1.2190920318,76.4791698456,"Pvalb-IRES-Cre"
"930",5.2968133333,-44.4062512716,5.2951466667,31.2083346049,132.291664123,5.2946733333,-36.3645858765,5.3167733333,-44.9583346049,3.0897389269,75.6145858765,"Vip"
"933",8.89177,-51.1875,8.89056,6.000000596,222.250007629,8.890005,-31.7031259537,8.891785,-51.234375,1.1714648487,57.187500596,"Sst-IRES-Cre"
"935",1.58792,-48.1666679382,1.5860533333,32.8020846049,39.6666666667,1.5856666667,-40.7083358765,1.6083,-53.2187525431,3.7860266015,80.9687525431,"Vip"
"936",4.6762866667,-49.5000025431,4.6737933333,28.5937512716,116.83333079,4.6733466667,-31.635418574,4.6838466667,-53.4583358765,3.2298321749,78.0937538147,"Nkx2-1-CreERT2"
"937",11.0257916667,-55.7083333333,11.02504,16.71875,275.583333333,11.0247183333,-28.0625,11.0258583333,-55.8020833333,1.1210394098,72.4270833333,"Gad2-IRES-Cre"
"938",9.12645,-59.2187538147,9.1255,10.1875,228.125,9.12511,-31.6249980927,9.12652,-59.40625,1.1207366454,69.4062538147,"Pvalb-IRES-Cre"
"941",1.92079,-55.9791679382,1.9189733333,28.3333339691,47.9583333333,1.9184816667,-37.3125025431,1.9220966667,-56.7187512716,2.1258243951,84.3125019073,"Htr3a-Cre_NO152"
"951",6.2066133333,-60.6354204814,6.2057666667,26.4895852407,155.083328247,6.20536,-39.6354192098,6.2066466667,-60.6875012716,1.3592757194,87.1250057221,"Vip"
"952",8.0118016667,-56.2604192098,8.00699,26.8958339691,200.208333333,8.0066216667,-34.3541666667,8.0150633333,-57.9062525431,3.8926912052,83.1562531789,"Htr3a-Cre_NO152"
"953",1.593705,-61.083337148,1.5928116667,28.0416679382,39.7916666667,1.592445,-37.0312512716,1.593745,-61.1666704814,1.4537166634,89.1250050862,"Sst-IRES-Cre"
"954",9.2528583333,-57.6145858765,9.2520816667,16.708334287,231.291666667,9.2517583333,-28.947918574,9.25291,-57.7604192098,1.1759376949,74.3229201635,"Pvalb-IRES-Cre"
"957",8.13767,-53.0104192098,8.1367566667,2.3333333333,203.416666667,8.13633,-31.7604166667,8.1377233333,-53.0625025431,1.0069444955,55.3437525431,"Pvalb-IRES-Cre"
"961",2.6348733333,-48.7604179382,2.63352,23.4583339691,65.8333333333,2.63312,-37.2812538147,2.6352333333,-49.0000025431,2.404350691,72.2187519073,"Vip"
"962",8.01805,-58.9843788147,8.0121625,26.359375,200.312507629,8.01173,-39.2343788147,8.02306,-61.7031288147,4.6594114849,85.3437538147,"Htr3a-Cre_NO152"
"963",14.2487575,-42.8125038147,14.247635,1.1875,356.1875,14.2471675,-24.1875019073,14.2499175,-43.109375,0.9799263342,44.0000038147,"Pvalb-IRES-Cre"
"964",8.849315,-61.7343769073,8.8482575,17.5312509537,221.187492371,8.84785,-26.53125,8.849345,-61.828125,1.0959920691,79.265627861,"Sst-IRES-Cre"
